test/success_rate,test/mean_Q,epoch,stats_g/std,train/success_rate,stats_o/std,train/episode,stats_g/mean,stats_o/mean,test/episode
1.0,-0.65154827,253,0.08623284,0.5,0.028942913,5080.0,0.875124,0.26265842,5080.0
1.0,-0.65137947,254,0.08624926,0.7,0.028945778,5100.0,0.8750739,0.26264778,5100.0
1.0,-0.6332487,255,0.086273395,0.65,0.028946081,5120.0,0.87500453,0.2626319,5120.0
1.0,-0.55784315,256,0.086235195,0.75,0.028939197,5140.0,0.8750198,0.26263636,5140.0
1.0,-0.61135274,257,0.086206734,0.7,0.028934833,5160.0,0.8750796,0.2626504,5160.0
1.0,-0.62808144,258,0.08623294,0.65,0.028943384,5180.0,0.8751108,0.26265925,5180.0
1.0,-0.5946641,259,0.086223125,0.7,0.02894113,5200.0,0.8750534,0.26264554,5200.0
1.0,-0.5741464,260,0.08619184,0.75,0.028936962,5220.0,0.87509364,0.26265407,5220.0
1.0,-0.5755037,261,0.08618596,0.5,0.028935105,5240.0,0.8750703,0.2626472,5240.0
1.0,-0.6506033,262,0.08619339,0.65,0.028939197,5260.0,0.8751003,0.2626513,5260.0
1.0,-0.61712193,263,0.08618457,0.75,0.028936747,5280.0,0.8750718,0.26263967,5280.0
1.0,-0.6280621,264,0.086176775,0.75,0.028938066,5300.0,0.87505794,0.26263687,5300.0
1.0,-0.6115069,265,0.086164,0.8,0.02893872,5320.0,0.8751294,0.26265717,5320.0
1.0,-0.59352815,266,0.08615472,0.7,0.028935615,5340.0,0.87511307,0.26265055,5340.0
1.0,-0.69369507,267,0.086164534,0.85,0.028935125,5360.0,0.8751009,0.26264432,5360.0
1.0,-0.6355321,268,0.08618501,0.65,0.028942008,5380.0,0.8751085,0.26264432,5380.0
1.0,-0.62711805,269,0.08618617,0.65,0.028939221,5400.0,0.87510204,0.26264706,5400.0
1.0,-0.64889735,270,0.08619836,0.55,0.028941948,5420.0,0.87518066,0.2626714,5420.0
1.0,-0.69706994,271,0.086235315,0.7,0.028949488,5440.0,0.8751373,0.26266158,5440.0
1.0,-0.6355844,272,0.086253196,0.65,0.028953463,5460.0,0.8751197,0.2626584,5460.0
1.0,-0.70421267,273,0.08626475,0.65,0.02895669,5480.0,0.8751157,0.2626571,5480.0
1.0,-0.6413769,274,0.08627614,0.85,0.028961923,5500.0,0.87512714,0.26266262,5500.0
1.0,-0.67493105,275,0.08627507,0.7,0.02896063,5520.0,0.8751059,0.26265764,5520.0
1.0,-0.61711854,276,0.0862391,0.65,0.02895374,5540.0,0.8751802,0.2626743,5540.0
1.0,-0.6456362,277,0.08623437,0.55,0.028953144,5560.0,0.8751599,0.2626721,5560.0
1.0,-0.62072086,278,0.086235486,0.75,0.028956354,5580.0,0.87513465,0.26266432,5580.0
1.0,-0.6573902,279,0.08624979,0.55,0.028961662,5600.0,0.8751065,0.2626582,5600.0
1.0,-0.634179,280,0.08625614,0.7,0.028968623,5620.0,0.87515014,0.26267165,5620.0
1.0,-0.63456416,281,0.08622988,0.75,0.028967056,5640.0,0.8751214,0.2626621,5640.0
1.0,-0.6587329,282,0.08627039,0.8,0.028976854,5660.0,0.87512636,0.26266295,5660.0
1.0,-0.71831995,283,0.08629054,0.8,0.028981488,5680.0,0.87509876,0.2626553,5680.0
1.0,-0.6048397,284,0.08627657,0.7,0.028980693,5700.0,0.8751157,0.262658,5700.0
1.0,-0.6811904,285,0.086303554,0.6,0.028985461,5720.0,0.87513775,0.26266074,5720.0
1.0,-0.59658515,286,0.0862743,0.95,0.028979301,5740.0,0.87514144,0.2626605,5740.0
1.0,-0.64898765,287,0.08626029,0.7,0.02897818,5760.0,0.8751421,0.2626591,5760.0
1.0,-0.6638057,288,0.086251974,0.7,0.028978914,5780.0,0.87520766,0.26267335,5780.0
1.0,-0.6416921,289,0.08625116,0.75,0.028977662,5800.0,0.8751569,0.26266444,5800.0
1.0,-0.616593,290,0.08624893,0.8,0.028977102,5820.0,0.8750791,0.26264447,5820.0
1.0,-0.6713812,291,0.08624834,0.9,0.028978761,5840.0,0.87509274,0.26264888,5840.0
1.0,-0.64533,292,0.08622972,0.7,0.028972989,5860.0,0.87510705,0.262652,5860.0
1.0,-0.62019324,293,0.08619943,0.85,0.02896691,5880.0,0.87509984,0.26265055,5880.0
1.0,-0.6254791,294,0.08622611,0.55,0.02897026,5900.0,0.8751025,0.26265162,5900.0
1.0,-0.64333636,295,0.086223446,0.7,0.02896828,5920.0,0.8751013,0.26265615,5920.0
1.0,-0.6458668,296,0.086231925,0.7,0.028973877,5940.0,0.87510014,0.26265642,5940.0
1.0,-0.67911255,297,0.08623437,0.55,0.028975597,5960.0,0.8751047,0.26265994,5960.0
1.0,-0.64301354,298,0.08624188,0.7,0.028980773,5980.0,0.87506247,0.26264557,5980.0
1.0,-0.66976225,299,0.08624613,0.65,0.028987119,6000.0,0.875068,0.26264784,6000.0
1.0,-0.63449043,300,0.08623254,0.75,0.02898639,6020.0,0.87508804,0.26264817,6020.0
1.0,-0.70715964,301,0.086262025,0.65,0.02899524,6040.0,0.87505263,0.26264033,6040.0
1.0,-0.69878423,302,0.08627177,0.5,0.029000575,6060.0,0.875065,0.2626417,6060.0
1.0,-0.71501577,303,0.086271346,0.65,0.02900185,6080.0,0.8750167,0.26262686,6080.0
1.0,-0.6704512,304,0.086256884,0.7,0.028996238,6100.0,0.8750303,0.26262876,6100.0
1.0,-0.6753892,305,0.08626326,0.4,0.028995302,6120.0,0.8749439,0.26261106,6120.0
1.0,-0.70940197,306,0.08625585,0.55,0.028995996,6140.0,0.8749397,0.26261193,6140.0
1.0,-0.63013095,307,0.08625359,0.8,0.02899628,6160.0,0.87490416,0.2626035,6160.0
1.0,-0.7219441,308,0.08626947,0.6,0.028999742,6180.0,0.8748353,0.26258698,6180.0
1.0,-0.66426724,309,0.08627214,0.85,0.029002633,6200.0,0.87491256,0.2626053,6200.0
1.0,-0.62087756,310,0.086257756,0.7,0.02900201,6220.0,0.8749408,0.26261443,6220.0
1.0,-0.6673149,311,0.08625426,0.55,0.028999362,6240.0,0.8749323,0.2626133,6240.0
1.0,-0.6859666,312,0.086291514,0.65,0.029010808,6260.0,0.87496233,0.26261857,6260.0
1.0,-0.6524683,313,0.08629906,0.45,0.029016867,6280.0,0.87493753,0.2626095,6280.0
1.0,-0.6891937,314,0.08630016,0.65,0.029021334,6300.0,0.8749749,0.26261464,6300.0
1.0,-0.70432717,315,0.086302936,0.8,0.029024344,6320.0,0.87500423,0.2626237,6320.0
1.0,-0.639373,316,0.0863137,0.75,0.029029632,6340.0,0.87507373,0.26264146,6340.0
1.0,-0.64532363,317,0.08629906,0.6,0.029026961,6360.0,0.8750572,0.26263767,6360.0
1.0,-0.63090336,318,0.08628825,0.65,0.02902551,6380.0,0.87508315,0.26264387,6380.0
1.0,-0.66139,319,0.08629623,0.55,0.029030686,6400.0,0.87507075,0.2626383,6400.0
1.0,-0.68744314,320,0.0863354,0.65,0.029040832,6420.0,0.87510616,0.26264542,6420.0
1.0,-0.6813513,321,0.08634597,0.75,0.029044574,6440.0,0.8750631,0.26263756,6440.0
1.0,-0.70505506,322,0.08635822,0.75,0.029047072,6460.0,0.8750885,0.26264796,6460.0
1.0,-0.6452491,323,0.086350024,0.55,0.029048506,6480.0,0.87508124,0.2626462,6480.0
1.0,-0.74836725,324,0.08634573,0.7,0.02904557,6500.0,0.87508297,0.2626462,6500.0
1.0,-0.69749963,325,0.08636215,0.6,0.029050682,6520.0,0.8750594,0.26264116,6520.0
1.0,-0.7601939,326,0.08638391,0.8,0.029059703,6540.0,0.8749926,0.26262763,6540.0
1.0,-0.6992342,327,0.08639932,0.85,0.029065778,6560.0,0.8750219,0.26263398,6560.0
1.0,-0.64856327,328,0.08637104,0.45,0.029060703,6580.0,0.87498885,0.2626281,6580.0
1.0,-0.6211101,329,0.0863506,0.8,0.02905919,6600.0,0.8750207,0.26263607,6600.0
1.0,-0.68387073,330,0.086384326,0.8,0.029065832,6620.0,0.87504363,0.2626421,6620.0
1.0,-0.67467535,331,0.086380936,0.75,0.029065883,6640.0,0.87509084,0.26265466,6640.0
1.0,-0.6625942,332,0.08637822,0.75,0.029064646,6660.0,0.8751386,0.26266745,6660.0
1.0,-0.62303644,333,0.08636841,0.65,0.029062271,6680.0,0.87520075,0.26268214,6680.0
1.0,-0.7106868,334,0.08637488,0.85,0.02906473,6700.0,0.8752381,0.26269427,6700.0
1.0,-0.6663786,335,0.086372614,0.65,0.029066447,6720.0,0.8752835,0.2627053,6720.0
1.0,-0.67185104,336,0.086349845,0.95,0.029062327,6740.0,0.8752777,0.26270586,6740.0
1.0,-0.6494542,337,0.08633732,0.65,0.029060055,6760.0,0.87525254,0.26269972,6760.0
1.0,-0.6400827,338,0.08633521,0.75,0.0290586,6780.0,0.8752246,0.26269373,6780.0
1.0,-0.6720965,339,0.08636397,0.95,0.029062888,6800.0,0.87519866,0.26268944,6800.0
1.0,-0.73964596,340,0.08639532,0.7,0.029074222,6820.0,0.87522155,0.2626941,6820.0
1.0,-0.6496917,341,0.08640397,0.7,0.029075269,6840.0,0.87519974,0.26268882,6840.0
1.0,-0.62521935,342,0.08638457,0.8,0.029070105,6860.0,0.87523395,0.2626945,6860.0
1.0,-0.63306314,343,0.08637946,0.75,0.029071748,6880.0,0.8752305,0.2626918,6880.0
1.0,-0.68259364,344,0.08638114,0.55,0.02907392,6900.0,0.8752629,0.2626968,6900.0
1.0,-0.65917456,345,0.086381406,0.8,0.029077169,6920.0,0.8753097,0.26271135,6920.0
1.0,-0.6859975,346,0.08637205,0.5,0.029074702,6940.0,0.87533563,0.26271513,6940.0
1.0,-0.7340447,347,0.086371146,0.55,0.029075269,6960.0,0.8753275,0.26271433,6960.0
1.0,-0.7169863,348,0.08637151,0.85,0.029077103,6980.0,0.8753254,0.2627165,6980.0
1.0,-0.71534693,349,0.086379826,0.9,0.029081602,7000.0,0.8752957,0.26270744,7000.0
1.0,-0.6626331,350,0.0863784,0.65,0.029082764,7020.0,0.87525845,0.26269695,7020.0
1.0,-0.67082256,351,0.08635517,0.7,0.029077139,7040.0,0.87524766,0.26269493,7040.0
1.0,-0.68840516,352,0.08636049,0.6,0.02907688,7060.0,0.8752494,0.26269692,7060.0
1.0,-0.72796744,353,0.086369164,0.7,0.02907925,7080.0,0.8751972,0.26268402,7080.0
1.0,-0.7664737,354,0.08637836,0.75,0.029080471,7100.0,0.8752162,0.26269025,7100.0
1.0,-0.7272345,355,0.08636483,0.65,0.02907677,7120.0,0.8751847,0.26268277,7120.0
1.0,-0.64959764,356,0.08633033,0.7,0.029071767,7140.0,0.8751728,0.26267833,7140.0
1.0,-0.6534308,357,0.08632537,0.65,0.029073711,7160.0,0.87521553,0.26269153,7160.0
1.0,-0.68553054,358,0.08633819,0.75,0.0290783,7180.0,0.8752629,0.26270524,7180.0
1.0,-0.64298284,359,0.08630508,0.7,0.029069718,7200.0,0.8752983,0.26271242,7200.0
1.0,-0.7476056,360,0.08629241,0.6,0.029070089,7220.0,0.87527114,0.26270828,7220.0
1.0,-0.6973618,361,0.08626535,0.8,0.02906243,7240.0,0.8753024,0.26271436,7240.0
1.0,-0.7331504,362,0.08626478,0.75,0.029063305,7260.0,0.8753009,0.26271302,7260.0
1.0,-0.6934613,363,0.08627368,0.65,0.029064361,7280.0,0.875319,0.26272023,7280.0
1.0,-0.695457,364,0.08629736,0.75,0.029071253,7300.0,0.87534064,0.26272666,7300.0
1.0,-0.773364,365,0.08629278,0.5,0.029071081,7320.0,0.8753621,0.26272967,7320.0
1.0,-0.6512116,366,0.08628881,0.8,0.029072672,7340.0,0.8753579,0.26272708,7340.0
1.0,-0.7073558,367,0.08628271,0.85,0.029073011,7360.0,0.87538314,0.26273397,7360.0
1.0,-0.6695038,368,0.086290576,0.7,0.029078692,7380.0,0.8753969,0.2627353,7380.0
1.0,-0.7055191,369,0.0863137,0.75,0.029086491,7400.0,0.87540394,0.262734,7400.0
1.0,-0.77507377,370,0.08633426,0.7,0.029090619,7420.0,0.87540555,0.2627341,7420.0
1.0,-0.7156771,371,0.086330794,0.65,0.029091563,7440.0,0.8754167,0.26273698,7440.0
1.0,-0.6705098,372,0.08634766,0.55,0.029094782,7460.0,0.8754366,0.26273972,7460.0
1.0,-0.68538153,373,0.08633105,0.65,0.02908885,7480.0,0.8754277,0.26273692,7480.0
1.0,-0.7295984,374,0.0863274,0.85,0.02908966,7500.0,0.8753939,0.26272866,7500.0
1.0,-0.7108197,375,0.08634356,0.7,0.02909399,7520.0,0.8753865,0.26272628,7520.0
1.0,-0.7473081,376,0.08635511,0.75,0.029093776,7540.0,0.8753727,0.26272523,7540.0
1.0,-0.72291195,377,0.08636314,0.75,0.029094774,7560.0,0.87536865,0.2627241,7560.0
1.0,-0.76850355,378,0.08637393,0.75,0.029097408,7580.0,0.8753374,0.2627191,7580.0
1.0,-0.67889524,379,0.086362,0.8,0.029095665,7600.0,0.87533,0.26271507,7600.0
1.0,-0.6527525,380,0.08638004,0.75,0.029103685,7620.0,0.8753558,0.26272213,7620.0
1.0,-0.8104393,381,0.086389266,0.8,0.02910321,7640.0,0.87537545,0.26272866,7640.0
1.0,-0.7240375,382,0.08640868,0.75,0.02910764,7660.0,0.8753512,0.26272464,7660.0
1.0,-0.67098886,383,0.08640195,0.8,0.029106084,7680.0,0.8753309,0.26272088,7680.0
1.0,-0.611761,384,0.08638086,0.85,0.029101621,7700.0,0.8753466,0.2627253,7700.0
1.0,-0.6551998,385,0.08635899,0.75,0.029095272,7720.0,0.8753805,0.2627328,7720.0
1.0,-0.6494238,386,0.08634748,0.85,0.029091656,7740.0,0.8753993,0.2627341,7740.0
1.0,-0.73468286,387,0.08633294,0.85,0.029088408,7760.0,0.875379,0.2627294,7760.0
1.0,-0.6933031,388,0.08632182,0.8,0.029087555,7780.0,0.87539244,0.26273108,7780.0
1.0,-0.70689756,389,0.08634982,0.6,0.029093783,7800.0,0.8754117,0.26273492,7800.0
1.0,-0.6892146,390,0.08636453,0.75,0.029096311,7820.0,0.8754087,0.2627343,7820.0
1.0,-0.6632986,391,0.086366236,0.65,0.029098472,7840.0,0.87543684,0.2627377,7840.0
1.0,-0.73417854,392,0.086378634,0.8,0.029099071,7860.0,0.87543505,0.26273626,7860.0
1.0,-0.6752678,393,0.08636186,0.8,0.029094968,7880.0,0.87541705,0.2627315,7880.0
1.0,-0.7365973,394,0.08635942,0.85,0.029093217,7900.0,0.8754185,0.2627294,7900.0
1.0,-0.6387069,395,0.08635443,0.55,0.029090893,7920.0,0.87540364,0.2627247,7920.0
1.0,-0.7275859,396,0.08636236,0.6,0.029094338,7940.0,0.8754441,0.2627333,7940.0
1.0,-0.7681812,397,0.08637253,0.6,0.02909764,7960.0,0.8754459,0.26273403,7960.0
1.0,-0.7407993,398,0.08636671,0.6,0.029095124,7980.0,0.8754148,0.26272708,7980.0
1.0,-0.7767475,399,0.086361855,0.75,0.029093325,8000.0,0.875426,0.2627304,8000.0
1.0,-0.7036259,400,0.086355366,0.75,0.02909427,8020.0,0.87539387,0.26272577,8020.0
1.0,-0.6647016,401,0.08635757,0.7,0.029095817,8040.0,0.87537414,0.26272002,8040.0
1.0,-0.8523203,402,0.086385064,0.75,0.029102251,8060.0,0.87534505,0.26271552,8060.0
1.0,-0.6834636,403,0.08637091,0.5,0.029100543,8080.0,0.87536335,0.26272166,8080.0
1.0,-0.7241577,404,0.08637319,0.7,0.029102493,8100.0,0.8753557,0.26271993,8100.0
1.0,-0.736457,405,0.0863792,0.6,0.029103115,8120.0,0.875333,0.26271683,8120.0
1.0,-0.7360526,406,0.08640209,0.65,0.029109191,8140.0,0.87531155,0.26271018,8140.0
1.0,-0.63368255,407,0.08637258,0.85,0.029102653,8160.0,0.8753355,0.26271626,8160.0
1.0,-0.7173782,408,0.08638301,0.75,0.029106662,8180.0,0.8752944,0.26270464,8180.0
1.0,-0.68777263,409,0.08636796,0.75,0.029102597,8200.0,0.87531334,0.26271027,8200.0
1.0,-0.6585533,410,0.08636419,0.65,0.029101962,8220.0,0.8752818,0.262702,8220.0
1.0,-0.7866313,411,0.086357296,0.75,0.029100303,8240.0,0.87527186,0.26270014,8240.0
1.0,-0.6534006,412,0.0863635,0.75,0.02910417,8260.0,0.87522674,0.26268995,8260.0
1.0,-0.6815251,413,0.08636322,0.45,0.029101375,8280.0,0.87520593,0.26268503,8280.0
1.0,-0.71643263,414,0.0863716,0.55,0.029103007,8300.0,0.8752649,0.26269916,8300.0
1.0,-0.78758013,415,0.08637339,0.7,0.029100344,8320.0,0.8752807,0.26270327,8320.0
1.0,-0.72861695,416,0.0863703,0.75,0.029096425,8340.0,0.87528247,0.26270393,8340.0
1.0,-0.74224967,417,0.08636934,0.7,0.029096821,8360.0,0.8752474,0.26269624,8360.0
1.0,-0.7810514,418,0.0863713,0.7,0.029097125,8380.0,0.8753104,0.26270732,8380.0
1.0,-0.71973854,419,0.0863489,0.6,0.029094681,8400.0,0.8752839,0.26270214,8400.0
1.0,-0.6853911,420,0.0863427,0.75,0.02909508,8420.0,0.8752573,0.26269722,8420.0
1.0,-0.7157687,421,0.086347215,0.7,0.029096022,8440.0,0.8752571,0.26269767,8440.0
1.0,-0.72382873,422,0.08635467,0.8,0.029096222,8460.0,0.8752334,0.26269,8460.0
1.0,-0.82217467,423,0.086363055,0.55,0.029096385,8480.0,0.8751834,0.262678,8480.0
1.0,-0.74770176,424,0.08636513,0.45,0.02909815,8500.0,0.87520665,0.26268247,8500.0
1.0,-0.7109035,425,0.08637083,0.6,0.02910078,8520.0,0.8752339,0.26268905,8520.0
1.0,-0.74925196,426,0.08637873,0.65,0.02910065,8540.0,0.87521726,0.26268753,8540.0
1.0,-0.71825165,427,0.0863632,0.65,0.029097166,8560.0,0.87523335,0.26269215,8560.0
1.0,-0.7532482,428,0.08636884,0.65,0.029102797,8580.0,0.8752455,0.26269564,8580.0
1.0,-0.7473744,429,0.08636037,0.75,0.029101184,8600.0,0.8752308,0.26269358,8600.0
1.0,-0.81527936,430,0.08637157,0.75,0.02910108,8620.0,0.87522,0.2626894,8620.0
1.0,-0.8150509,431,0.08637464,0.65,0.02910015,8640.0,0.8751776,0.26267904,8640.0
1.0,-0.7600273,432,0.086372055,0.8,0.029100943,8660.0,0.87519723,0.2626844,8660.0
1.0,-0.73719585,433,0.086363316,0.75,0.029097935,8680.0,0.87519336,0.26268563,8680.0
1.0,-0.7561559,434,0.08636517,0.8,0.029097188,8700.0,0.87521386,0.26268965,8700.0
1.0,-0.7488321,435,0.08637551,0.75,0.029096425,8720.0,0.875184,0.26268315,8720.0
1.0,-0.72027504,436,0.08637463,0.8,0.029094566,8740.0,0.87522316,0.2626921,8740.0
1.0,-0.71300334,437,0.08637472,0.65,0.0290925,8760.0,0.87522554,0.26269218,8760.0
1.0,-0.759914,438,0.08638901,0.8,0.029096808,8780.0,0.8752447,0.26269314,8780.0
1.0,-0.6798283,439,0.08638259,0.6,0.029094696,8800.0,0.8752157,0.26268667,8800.0
1.0,-0.78997797,440,0.086384796,0.75,0.029095182,8820.0,0.8751972,0.2626853,8820.0
1.0,-0.78714263,441,0.08637465,0.6,0.029091734,8840.0,0.8751916,0.2626856,8840.0
1.0,-0.7625585,442,0.08638107,0.5,0.029094707,8860.0,0.87521213,0.26269144,8860.0
1.0,-0.7129758,443,0.08638176,0.65,0.029093033,8880.0,0.8752168,0.26269412,8880.0
1.0,-0.7179067,444,0.08637165,0.85,0.02909181,8900.0,0.8752472,0.26270184,8900.0
1.0,-0.8736655,445,0.08637912,0.65,0.029094527,8920.0,0.87524873,0.26270458,8920.0
1.0,-0.7892931,446,0.0863839,0.6,0.02909408,8940.0,0.87526304,0.26270634,8940.0
1.0,-0.78599805,447,0.08638581,0.65,0.029093558,8960.0,0.87530875,0.26271614,8960.0
1.0,-0.70158494,448,0.086379625,0.65,0.029090554,8980.0,0.87529516,0.26271042,8980.0
1.0,-0.7373018,449,0.08636942,0.7,0.02908704,9000.0,0.87529594,0.2627091,9000.0
1.0,-0.74622744,450,0.08637894,0.5,0.02908886,9020.0,0.8752835,0.26270634,9020.0
1.0,-0.7250431,451,0.08638679,0.65,0.029090777,9040.0,0.87527376,0.26270205,9040.0
1.0,-0.7735051,452,0.08639864,0.8,0.029092576,9060.0,0.8752702,0.26270068,9060.0
1.0,-0.6977658,453,0.0863627,0.7,0.029084137,9080.0,0.8752804,0.26270315,9080.0
1.0,-0.7549063,454,0.086365975,0.7,0.029084142,9100.0,0.8753157,0.26271325,9100.0
1.0,-0.70073396,455,0.086365275,0.65,0.029082391,9120.0,0.8753529,0.2627182,9120.0
1.0,-0.76402545,456,0.08635866,0.75,0.02908363,9140.0,0.87535524,0.2627212,9140.0
1.0,-0.82963955,457,0.0863567,0.75,0.029082716,9160.0,0.8753665,0.26272407,9160.0
1.0,-0.7133422,458,0.08636289,0.75,0.02908349,9180.0,0.8753688,0.26272643,9180.0
1.0,-0.732731,459,0.08635357,0.9,0.029080797,9200.0,0.87537616,0.26272738,9200.0
1.0,-0.76720476,460,0.08635989,0.7,0.029081378,9220.0,0.8753536,0.262722,9220.0
1.0,-0.74225533,461,0.08635688,0.65,0.029083043,9240.0,0.87540793,0.26273552,9240.0
1.0,-0.88405645,462,0.08636788,0.5,0.029083949,9260.0,0.8753913,0.26273388,9260.0
1.0,-0.87860525,463,0.086368926,0.7,0.029083675,9280.0,0.8753962,0.262736,9280.0
1.0,-0.7818023,464,0.08635337,0.7,0.029078206,9300.0,0.8753856,0.2627349,9300.0
1.0,-0.7825782,465,0.08637322,0.6,0.029083949,9320.0,0.87538743,0.26273477,9320.0
1.0,-0.793296,466,0.08636773,0.7,0.029082794,9340.0,0.87539154,0.26273486,9340.0
1.0,-0.7657954,467,0.08635223,0.85,0.02907924,9360.0,0.8754112,0.26274005,9360.0
1.0,-0.7840414,468,0.08635967,0.65,0.029079443,9380.0,0.8754166,0.26274148,9380.0
1.0,-0.8852805,469,0.08636861,0.85,0.029081792,9400.0,0.8753967,0.26273927,9400.0
1.0,-0.82678604,470,0.0863812,0.75,0.029083852,9420.0,0.875387,0.26273948,9420.0
1.0,-0.8058354,471,0.086378135,0.65,0.02908259,9440.0,0.87540644,0.26274496,9440.0
1.0,-0.79730874,472,0.08638368,0.55,0.029087171,9460.0,0.87540126,0.2627445,9460.0
1.0,-0.74280494,473,0.08638981,0.9,0.029090932,9480.0,0.8754366,0.26275456,9480.0
1.0,-0.83042496,474,0.086415984,0.8,0.029097164,9500.0,0.8754337,0.26275396,9500.0
1.0,-0.7317441,475,0.08643288,0.65,0.02910245,9520.0,0.8754461,0.26275834,9520.0
1.0,-0.79510784,476,0.086446814,0.95,0.029106015,9540.0,0.8753946,0.26274648,9540.0
1.0,-0.7983173,477,0.08644121,0.4,0.029103423,9560.0,0.8753969,0.2627451,9560.0
1.0,-0.80199194,478,0.08643457,0.65,0.02910249,9580.0,0.8754113,0.26274678,9580.0
1.0,-0.8365815,479,0.08642963,0.65,0.029103065,9600.0,0.8753987,0.26274377,9600.0
1.0,-0.8636738,480,0.086428076,0.7,0.029101709,9620.0,0.87539935,0.26274306,9620.0
1.0,-0.81324184,481,0.08643403,0.7,0.029104244,9640.0,0.87540764,0.26274619,9640.0
1.0,-0.8285548,482,0.08643643,0.8,0.029105267,9660.0,0.87537545,0.26273686,9660.0
1.0,-0.9153975,483,0.08642551,0.7,0.029101193,9680.0,0.8753276,0.2627276,9680.0
1.0,-0.75070244,484,0.086437196,0.55,0.029101651,9700.0,0.8753324,0.26272908,9700.0
1.0,-0.739869,485,0.086443655,0.85,0.02910358,9720.0,0.875295,0.26272094,9720.0
1.0,-0.7069355,486,0.086438,0.8,0.029103478,9740.0,0.87528104,0.26271594,9740.0
1.0,-0.77073526,487,0.086425126,0.7,0.029102022,9760.0,0.87529963,0.26272142,9760.0
1.0,-0.7562061,488,0.08640378,0.75,0.02909776,9780.0,0.87530637,0.2627216,9780.0
1.0,-0.71511555,489,0.086388685,0.75,0.029094318,9800.0,0.8753044,0.26272,9800.0
1.0,-0.7687119,490,0.08638191,0.65,0.029091958,9820.0,0.8753641,0.2627341,9820.0
1.0,-0.76042587,491,0.08638639,0.55,0.029092193,9840.0,0.8753714,0.26273593,9840.0
1.0,-0.7491476,492,0.08637077,0.85,0.029088464,9860.0,0.8753913,0.2627379,9860.0
1.0,-0.8191994,493,0.08637213,0.75,0.02908884,9880.0,0.8754027,0.26274076,9880.0
1.0,-0.8969116,494,0.08638813,0.6,0.02909114,9900.0,0.8753441,0.26272804,9900.0
1.0,-0.75163734,495,0.08638113,0.75,0.029089576,9920.0,0.8753311,0.26272506,9920.0
1.0,-0.8041954,496,0.08639117,0.85,0.029095018,9940.0,0.87533253,0.26272523,9940.0
1.0,-0.8848683,497,0.08638162,0.75,0.02909174,9960.0,0.8752629,0.26271117,9960.0
1.0,-0.8599644,498,0.08639336,0.75,0.029094398,9980.0,0.8752461,0.2627073,9980.0
1.0,-0.78850734,499,0.0863885,0.7,0.02909404,10000.0,0.8752556,0.26271302,10000.0
1.0,-0.7691434,500,0.086393595,0.85,0.029093888,10020.0,0.8752752,0.26271686,10020.0
1.0,-0.6925894,501,0.08637697,0.7,0.029092055,10040.0,0.87524194,0.2627091,10040.0
1.0,-0.77014,502,0.08636749,0.8,0.02909032,10060.0,0.8752513,0.26271066,10060.0
1.0,-0.73683465,503,0.086361855,0.55,0.029090365,10080.0,0.8752711,0.26271403,10080.0
1.0,-0.6782075,504,0.08635452,0.8,0.029088696,10100.0,0.8752598,0.2627105,10100.0
1.0,-0.7730753,505,0.08636656,0.7,0.029092034,10120.0,0.87527055,0.2627142,10120.0
