stats_g/mean,test/success_rate,train/success_rate,stats_o/mean,stats_o/std,test/mean_Q,epoch,test/episode,stats_g/std,train/episode
0.8576068,0.0,0.0,0.17878541,0.06024506,-1.6513202,0,20.0,0.116477676,100.0
0.8563283,0.0,0.01,0.17725413,0.05889588,-2.6724138,1,40.0,0.11831828,200.0
0.8523858,0.0,0.01,0.1788296,0.056264266,-3.2147586,2,60.0,0.11935576,300.0
0.85096294,0.0,0.0,0.17815486,0.05493697,-4.6337676,3,80.0,0.11913777,400.0
0.8501981,0.0,0.02,0.17837451,0.053939037,-5.547612,4,100.0,0.11883924,500.0
0.85026073,0.0,0.01,0.17811589,0.053613797,-6.7249603,5,120.0,0.11776254,600.0
0.84862536,0.0,0.01,0.17829245,0.052604083,-7.276282,6,140.0,0.117684044,700.0
0.8511737,0.0,0.01,0.17824629,0.05278126,-6.646266,7,160.0,0.11810503,800.0
0.85039395,0.0,0.0,0.17804955,0.05371295,-7.499948,8,180.0,0.11868235,900.0
0.84947795,0.0,0.0,0.17821631,0.05438718,-9.94662,9,200.0,0.11837264,1000.0
0.84905916,0.0,0.0,0.17813507,0.05542828,-9.924076,10,220.0,0.118128456,1100.0
0.8501167,0.05,0.01,0.17809552,0.055158637,-9.334253,11,240.0,0.118439704,1200.0
0.85006744,0.0,0.0,0.17815569,0.055609617,-11.551636,12,260.0,0.11852831,1300.0
0.84993654,0.0,0.0,0.17839345,0.055265676,-10.169313,13,280.0,0.11811934,1400.0
0.850437,0.05,0.0,0.17825569,0.055714212,-8.924201,14,300.0,0.11788859,1500.0
0.85014826,0.0,0.01,0.17833464,0.055415567,-10.619643,15,320.0,0.117780805,1600.0
0.8503763,0.0,0.01,0.17833737,0.056131173,-8.787636,16,340.0,0.11810938,1700.0
0.8505473,0.0,0.04,0.17840584,0.05703868,-14.0705,17,360.0,0.11779269,1800.0
0.8505516,0.0,0.0,0.17842335,0.058185242,-11.411724,18,380.0,0.11766106,1900.0
0.84982085,0.0,0.01,0.17833088,0.059320137,-12.35346,19,400.0,0.11764401,2000.0
0.85068154,0.05,0.02,0.17833532,0.059766274,-10.990521,20,420.0,0.117811166,2100.0
0.85085267,0.0,0.01,0.1784084,0.059975643,-13.096379,21,440.0,0.11736479,2200.0
0.8510525,0.0,0.0,0.17855439,0.060255412,-12.554562,22,460.0,0.11765993,2300.0
0.85008174,0.05,0.01,0.17870885,0.06046969,-11.670109,23,480.0,0.11770117,2400.0
0.8502657,0.0,0.01,0.17879894,0.061435297,-11.158028,24,500.0,0.11775138,2500.0
0.85031337,0.0,0.02,0.17881726,0.062264033,-11.323189,25,520.0,0.117596686,2600.0
0.8504598,0.0,0.01,0.17887163,0.063388884,-10.801458,26,540.0,0.11757865,2700.0
0.8506331,0.0,0.02,0.17895417,0.06457986,-10.458361,27,560.0,0.11757662,2800.0
0.85051155,0.1,0.02,0.17924652,0.06532284,-9.762133,28,580.0,0.11779648,2900.0
0.85036606,0.0,0.0,0.17946984,0.06663652,-9.903742,29,600.0,0.11795992,3000.0
0.8506033,0.0,0.03,0.17954266,0.06784168,-9.626336,30,620.0,0.11790723,3100.0
0.850303,0.05,0.0,0.17964065,0.068216,-8.956408,31,640.0,0.11785833,3200.0
0.8503005,0.05,0.01,0.17979027,0.0686127,-8.962036,32,660.0,0.11778402,3300.0
0.8500964,0.0,0.01,0.17996971,0.069031015,-9.593595,33,680.0,0.117827326,3400.0
0.84976465,0.05,0.0,0.1800427,0.070383,-10.621512,34,700.0,0.117900796,3500.0
0.84997207,0.0,0.03,0.18010491,0.070721604,-10.347882,35,720.0,0.11809852,3600.0
0.850276,0.0,0.02,0.18016616,0.07148376,-9.727861,36,740.0,0.11809999,3700.0
0.8502222,0.0,0.02,0.18031506,0.07256405,-13.390857,37,760.0,0.118147336,3800.0
0.8503063,0.0,0.02,0.18031128,0.07363269,-8.648862,38,780.0,0.11808946,3900.0
0.85007834,0.05,0.02,0.18032333,0.07475416,-10.011281,39,800.0,0.11810964,4000.0
0.8500951,0.0,0.0,0.18038368,0.0757089,-8.714628,40,820.0,0.118176915,4100.0
0.8501093,0.0,0.0,0.18037467,0.07616746,-9.5754595,41,840.0,0.11812115,4200.0
0.85046345,0.0,0.0,0.18029568,0.076440245,-9.117136,42,860.0,0.11828852,4300.0
0.8503843,0.0,0.0,0.18027994,0.077338286,-8.544512,43,880.0,0.11828601,4400.0
0.8502508,0.0,0.01,0.18038893,0.07776808,-10.64344,44,900.0,0.118300855,4500.0
0.850365,0.0,0.02,0.18039295,0.07816053,-8.354918,45,920.0,0.118409574,4600.0
0.85032517,0.0,0.03,0.18045646,0.07885382,-9.040804,46,940.0,0.11844513,4700.0
0.8503935,0.0,0.02,0.18047696,0.07926863,-8.074098,47,960.0,0.118511,4800.0
0.8504887,0.0,0.01,0.18054627,0.07927625,-6.473365,48,980.0,0.118562736,4900.0
0.85077834,0.0,0.01,0.18064152,0.07952216,-9.522928,49,1000.0,0.118501864,5000.0
0.85086805,0.0,0.01,0.18073057,0.07963263,-7.7974153,50,1020.0,0.11852566,5100.0
0.8510585,0.0,0.01,0.18069597,0.07981881,-10.025377,51,1040.0,0.118680954,5200.0
0.8509286,0.0,0.0,0.18064399,0.079967186,-9.438036,52,1060.0,0.11887596,5300.0
0.85124063,0.0,0.0,0.18054515,0.08064965,-9.10503,53,1080.0,0.118905045,5400.0
0.85117406,0.0,0.01,0.18056917,0.08083633,-8.096205,54,1100.0,0.118959405,5500.0
0.8513925,0.0,0.01,0.18049766,0.08102237,-12.308657,55,1120.0,0.118898146,5600.0
0.8515191,0.0,0.0,0.18041699,0.081292994,-9.585528,56,1140.0,0.11886229,5700.0
0.8515017,0.0,0.01,0.18037999,0.08174424,-12.796948,57,1160.0,0.11889789,5800.0
0.8514612,0.05,0.01,0.18035938,0.08229432,-7.2630415,58,1180.0,0.1189265,5900.0
0.8513141,0.05,0.0,0.18023594,0.0827304,-8.206295,59,1200.0,0.11886408,6000.0
0.8516354,0.05,0.0,0.18022417,0.08300765,-8.369593,60,1220.0,0.11889098,6100.0
0.85171956,0.05,0.0,0.18027386,0.08341523,-9.066198,61,1240.0,0.118869066,6200.0
0.8517532,0.0,0.01,0.18028042,0.083863705,-8.804941,62,1260.0,0.11881878,6300.0
0.8517129,0.0,0.03,0.18027055,0.08400695,-8.873741,63,1280.0,0.118849814,6400.0
0.8520358,0.0,0.01,0.18026939,0.08404622,-5.940855,64,1300.0,0.11888701,6500.0
0.8521665,0.05,0.03,0.18032403,0.08432427,-7.4092546,65,1320.0,0.11893129,6600.0
0.8522875,0.0,0.02,0.18037549,0.084548496,-7.277144,66,1340.0,0.11896371,6700.0
0.85223716,0.0,0.01,0.18039879,0.084507644,-7.410341,67,1360.0,0.1189422,6800.0
0.8523631,0.0,0.02,0.18036272,0.08505904,-6.809064,68,1380.0,0.11891472,6900.0
0.8524143,0.0,0.0,0.18043722,0.08509155,-8.307532,69,1400.0,0.11887679,7000.0
0.85214686,0.0,0.0,0.18045233,0.08501539,-8.398925,70,1420.0,0.11892942,7100.0
0.85225815,0.0,0.01,0.18047185,0.08527413,-8.769178,71,1440.0,0.11894902,7200.0
0.8523292,0.05,0.0,0.18051167,0.085557915,-8.430731,72,1460.0,0.11891381,7300.0
0.8521674,0.0,0.01,0.18053968,0.08564196,-7.9299154,73,1480.0,0.118904054,7400.0
0.8521841,0.0,0.01,0.18060195,0.08573279,-5.9977374,74,1500.0,0.11889007,7500.0
0.85199594,0.0,0.01,0.18062307,0.08596954,-9.402397,75,1520.0,0.11887445,7600.0
0.8521294,0.0,0.02,0.1807039,0.08599679,-6.4469423,76,1540.0,0.1188151,7700.0
0.8520443,0.0,0.0,0.18069015,0.08596241,-7.049478,77,1560.0,0.118799746,7800.0
0.85217386,0.0,0.0,0.18071283,0.08619924,-7.2616377,78,1580.0,0.118761666,7900.0
0.85213804,0.0,0.01,0.1807655,0.08613569,-7.0284433,79,1600.0,0.11877996,8000.0
0.8521393,0.0,0.03,0.18076746,0.08623171,-8.549521,80,1620.0,0.11879629,8100.0
0.85222274,0.0,0.01,0.18081717,0.086310476,-7.038539,81,1640.0,0.11883223,8200.0
0.8522559,0.1,0.02,0.18086891,0.08645831,-8.055877,82,1660.0,0.118890375,8300.0
0.8521905,0.1,0.03,0.18093985,0.08657256,-7.8529105,83,1680.0,0.11889156,8400.0
0.8521593,0.0,0.03,0.18103045,0.08672309,-8.287821,84,1700.0,0.118911065,8500.0
0.8521922,0.05,0.02,0.18107188,0.08677661,-6.3325777,85,1720.0,0.11895788,8600.0
0.85231715,0.05,0.01,0.18113227,0.08667911,-6.8897734,86,1740.0,0.11894184,8700.0
0.85233545,0.0,0.0,0.18116821,0.0866863,-8.172325,87,1760.0,0.11897099,8800.0
0.85228974,0.05,0.01,0.18123418,0.086799234,-7.3589654,88,1780.0,0.11895021,8900.0
0.85237813,0.05,0.03,0.18130346,0.08674791,-5.8419166,89,1800.0,0.11892185,9000.0
0.85250235,0.05,0.01,0.18135092,0.086884946,-7.120851,90,1820.0,0.11885059,9100.0
0.852386,0.05,0.01,0.18134068,0.087087415,-7.231314,91,1840.0,0.118917026,9200.0
0.8523354,0.05,0.0,0.18140338,0.08693721,-6.696485,92,1860.0,0.118918985,9300.0
0.8523934,0.0,0.01,0.18143767,0.087043926,-7.805644,93,1880.0,0.11891705,9400.0
0.85235596,0.0,0.04,0.18145475,0.087139,-7.955373,94,1900.0,0.11893252,9500.0
0.8521998,0.0,0.02,0.18144736,0.08716462,-7.141015,95,1920.0,0.1189023,9600.0
0.85214514,0.05,0.02,0.18145818,0.08714262,-6.745122,96,1940.0,0.11889291,9700.0
0.85195225,0.0,0.02,0.18150577,0.087031916,-6.7044153,97,1960.0,0.11883565,9800.0
0.85190433,0.0,0.01,0.18153329,0.08688794,-8.407213,98,1980.0,0.11887268,9900.0
0.8518993,0.0,0.01,0.18155602,0.087018825,-6.9755845,99,2000.0,0.11886307,10000.0
0.85172147,0.0,0.04,0.18161318,0.08699508,-6.7897735,100,2020.0,0.11884465,10100.0
0.851559,0.1,0.02,0.18165103,0.08708516,-6.855488,101,2040.0,0.118867695,10200.0
0.85151356,0.05,0.01,0.18171711,0.08719466,-6.9913926,102,2060.0,0.11889259,10300.0
0.85156137,0.1,0.06,0.18176468,0.08716304,-6.565028,103,2080.0,0.1188648,10400.0
0.85149145,0.05,0.03,0.1817721,0.08721,-6.3535194,104,2100.0,0.11888804,10500.0
0.8514345,0.1,0.01,0.18181354,0.08715545,-7.0285063,105,2120.0,0.11887153,10600.0
0.8515398,0.0,0.03,0.18183604,0.08714454,-7.272212,106,2140.0,0.11884984,10700.0
0.8515195,0.0,0.04,0.18183823,0.08706134,-6.0529375,107,2160.0,0.11886695,10800.0
0.85155004,0.05,0.02,0.18186788,0.087209746,-6.659443,108,2180.0,0.1188379,10900.0
0.8515524,0.05,0.03,0.1818813,0.08721518,-5.9821386,109,2200.0,0.11881856,11000.0
0.851502,0.05,0.01,0.18187359,0.08721279,-7.001548,110,2220.0,0.11878852,11100.0
0.8515957,0.1,0.04,0.18193693,0.087168664,-6.8333015,111,2240.0,0.11873442,11200.0
0.85151434,0.0,0.0,0.18195052,0.08706464,-5.5443993,112,2260.0,0.11878773,11300.0
0.8515311,0.0,0.05,0.18196432,0.08694497,-6.3039117,113,2280.0,0.11883459,11400.0
0.8515033,0.0,0.04,0.182015,0.0868467,-6.995879,114,2300.0,0.118854105,11500.0
0.851486,0.0,0.04,0.1820448,0.086780205,-7.3142548,115,2320.0,0.118846215,11600.0
0.8513892,0.05,0.03,0.18205035,0.08668393,-6.6659384,116,2340.0,0.118804306,11700.0
0.8513995,0.05,0.05,0.18207856,0.086662285,-7.111562,117,2360.0,0.118840486,11800.0
0.85134333,0.0,0.04,0.18208478,0.08665081,-7.028524,118,2380.0,0.1188434,11900.0
0.8513727,0.05,0.03,0.18212195,0.086584136,-7.8229265,119,2400.0,0.11883706,12000.0
0.8514018,0.05,0.05,0.18218365,0.086537495,-7.40151,120,2420.0,0.11882093,12100.0
0.85149664,0.05,0.01,0.18222024,0.08651717,-6.163884,121,2440.0,0.11883321,12200.0
0.8514566,0.0,0.03,0.18221243,0.08657932,-6.4237237,122,2460.0,0.11881212,12300.0
0.85155815,0.05,0.04,0.18224016,0.086613014,-7.938857,123,2480.0,0.1188122,12400.0
0.8517041,0.05,0.01,0.1822966,0.08672884,-7.3061686,124,2500.0,0.118772395,12500.0
0.85168654,0.1,0.04,0.18230611,0.08677615,-7.728404,125,2520.0,0.11883193,12600.0
0.8516727,0.0,0.02,0.18231474,0.086718835,-8.57818,126,2540.0,0.11888084,12700.0
0.8517151,0.1,0.05,0.18237926,0.08669589,-7.825588,127,2560.0,0.11889052,12800.0
0.8516729,0.1,0.02,0.1824105,0.08666509,-7.2928743,128,2580.0,0.11886102,12900.0
0.8516131,0.05,0.04,0.18245623,0.08664136,-6.575489,129,2600.0,0.11885769,13000.0
0.85162646,0.0,0.04,0.18249682,0.08657815,-7.8942604,130,2620.0,0.118870646,13100.0
0.8515962,0.05,0.02,0.18254419,0.08651097,-7.388386,131,2640.0,0.11892351,13200.0
0.85163087,0.05,0.03,0.18258525,0.08652734,-7.774793,132,2660.0,0.11891826,13300.0
0.8516374,0.0,0.07,0.18262865,0.08652282,-6.464799,133,2680.0,0.11890193,13400.0
0.85155296,0.1,0.0,0.18264124,0.086517766,-7.503456,134,2700.0,0.1188997,13500.0
0.8516138,0.0,0.05,0.18269162,0.08647016,-7.404222,135,2720.0,0.118887804,13600.0
0.85160476,0.1,0.03,0.1827171,0.086432695,-6.3057284,136,2740.0,0.11890008,13700.0
0.85156435,0.05,0.06,0.18273315,0.08650277,-7.564447,137,2760.0,0.11889263,13800.0
0.8516312,0.0,0.04,0.18277964,0.08650821,-6.465453,138,2780.0,0.11886563,13900.0
0.8515813,0.0,0.06,0.18282646,0.08645616,-6.3721037,139,2800.0,0.11882337,14000.0
0.8516834,0.0,0.04,0.18286282,0.086487874,-6.1180177,140,2820.0,0.11881707,14100.0
0.8516281,0.1,0.04,0.18289287,0.08646281,-6.950643,141,2840.0,0.11880509,14200.0
0.8515424,0.0,0.03,0.18292063,0.08642388,-7.0541368,142,2860.0,0.11881789,14300.0
0.8515012,0.0,0.04,0.18294333,0.08644237,-8.069399,143,2880.0,0.11879071,14400.0
0.85149914,0.05,0.06,0.18296403,0.08640277,-9.139099,144,2900.0,0.11876742,14500.0
0.8514867,0.05,0.04,0.18295187,0.08633624,-9.819079,145,2920.0,0.11877453,14600.0
0.8514724,0.05,0.02,0.18296413,0.08636668,-7.2703657,146,2940.0,0.118785314,14700.0
0.8515031,0.15,0.06,0.18300247,0.08634469,-6.31137,147,2960.0,0.1187822,14800.0
0.8515256,0.1,0.02,0.18304941,0.08629756,-6.6778574,148,2980.0,0.11879548,14900.0
0.8515384,0.1,0.02,0.18310098,0.08622737,-5.7804666,149,3000.0,0.11875931,15000.0
0.851618,0.2,0.09,0.18313342,0.08617459,-6.702488,150,3020.0,0.118736625,15100.0
0.85158086,0.1,0.05,0.18316154,0.08621226,-6.377594,151,3040.0,0.118773185,15200.0
0.85154563,0.05,0.03,0.1831915,0.08612367,-7.08085,152,3060.0,0.11876106,15300.0
0.8515322,0.0,0.03,0.1832208,0.086113766,-6.597379,153,3080.0,0.11874453,15400.0
0.85155815,0.05,0.04,0.18326193,0.08606486,-6.6015306,154,3100.0,0.118758135,15500.0
0.8516235,0.0,0.05,0.18330188,0.08603773,-6.1456475,155,3120.0,0.118735224,15600.0
0.85161346,0.1,0.03,0.18334684,0.08597368,-7.308113,156,3140.0,0.11871562,15700.0
0.85151654,0.0,0.02,0.1833447,0.086007796,-6.9529295,157,3160.0,0.11869955,15800.0
0.85153127,0.0,0.04,0.1833591,0.08593049,-5.9929647,158,3180.0,0.11867701,15900.0
0.85164064,0.05,0.04,0.18337421,0.08583433,-7.3649263,159,3200.0,0.11866081,16000.0
0.85163826,0.05,0.04,0.183391,0.08585736,-6.846389,160,3220.0,0.11866731,16100.0
0.8516963,0.1,0.03,0.18340406,0.08579547,-6.416234,161,3240.0,0.11869817,16200.0
0.8517375,0.0,0.04,0.1834163,0.08575764,-6.978569,162,3260.0,0.11867776,16300.0
0.85173804,0.05,0.01,0.1834345,0.085843936,-5.9090815,163,3280.0,0.11865226,16400.0
0.85179067,0.1,0.02,0.18344015,0.0858365,-7.209255,164,3300.0,0.118675254,16500.0
0.85179377,0.1,0.05,0.18345828,0.085874535,-5.9929075,165,3320.0,0.11865399,16600.0
0.8517763,0.05,0.03,0.18346949,0.085850924,-6.9450216,166,3340.0,0.11866647,16700.0
0.8517885,0.05,0.02,0.18350783,0.085898295,-6.280625,167,3360.0,0.11864922,16800.0
0.8517618,0.0,0.01,0.18351775,0.08582661,-7.2199416,168,3380.0,0.1186335,16900.0
0.851789,0.0,0.02,0.18352415,0.08579928,-8.129176,169,3400.0,0.118650496,17000.0
0.8518135,0.05,0.04,0.18354714,0.08576043,-6.5066214,170,3420.0,0.1186476,17100.0
0.8518309,0.1,0.01,0.1835983,0.08571796,-6.5964494,171,3440.0,0.118682764,17200.0
0.85186595,0.05,0.03,0.18361492,0.08570365,-6.5191994,172,3460.0,0.11869957,17300.0
0.85193425,0.15,0.04,0.18364859,0.08565753,-5.3871603,173,3480.0,0.11867195,17400.0
0.85195714,0.05,0.03,0.18368448,0.08565406,-6.403155,174,3500.0,0.11866144,17500.0
0.8520525,0.05,0.05,0.18369587,0.08561273,-6.000979,175,3520.0,0.1186758,17600.0
0.85203934,0.1,0.06,0.18373607,0.08557879,-5.064005,176,3540.0,0.118656754,17700.0
0.8519931,0.0,0.04,0.18374966,0.08558127,-6.04772,177,3560.0,0.11863917,17800.0
0.8520069,0.05,0.05,0.18378563,0.085590035,-7.3935003,178,3580.0,0.118644476,17900.0
0.85200435,0.0,0.02,0.18381016,0.08554224,-6.8956766,179,3600.0,0.11860734,18000.0
0.8519879,0.0,0.05,0.1838353,0.08554796,-6.317617,180,3620.0,0.11860561,18100.0
0.8520744,0.05,0.06,0.18387824,0.08562864,-6.5273523,181,3640.0,0.11859623,18200.0
0.8520279,0.0,0.05,0.18391536,0.08560751,-5.8298473,182,3660.0,0.11859108,18300.0
0.85200804,0.0,0.05,0.1839502,0.08555886,-7.0647,183,3680.0,0.11858494,18400.0
0.8519561,0.05,0.08,0.18397947,0.08552735,-8.587611,184,3700.0,0.118605606,18500.0
0.8519414,0.15,0.08,0.18400198,0.08546482,-6.3792677,185,3720.0,0.11858818,18600.0
0.8519802,0.0,0.06,0.18404587,0.0854488,-7.041693,186,3740.0,0.11864076,18700.0
0.85193443,0.1,0.02,0.18409707,0.08542082,-7.6032205,187,3760.0,0.11864855,18800.0
0.8519996,0.05,0.08,0.18414775,0.085402496,-6.855771,188,3780.0,0.118609406,18900.0
0.85199565,0.05,0.06,0.18419172,0.08537242,-5.65158,189,3800.0,0.11860553,19000.0
0.852016,0.1,0.05,0.18420237,0.08533533,-5.2686677,190,3820.0,0.118593335,19100.0
0.8520482,0.1,0.05,0.18423063,0.0853135,-6.4846177,191,3840.0,0.118620604,19200.0
0.8520376,0.05,0.05,0.18425037,0.085246295,-5.8893337,192,3860.0,0.1186254,19300.0
0.8520122,0.15,0.04,0.18427515,0.08519782,-5.7836304,193,3880.0,0.1186199,19400.0
0.852007,0.05,0.04,0.18430874,0.08515426,-5.5673265,194,3900.0,0.11858628,19500.0
0.8519954,0.15,0.03,0.18433559,0.08514626,-5.5207086,195,3920.0,0.11859464,19600.0
0.8519585,0.0,0.03,0.18435292,0.08517572,-5.2203875,196,3940.0,0.11861769,19700.0
0.8519099,0.1,0.08,0.1843749,0.085166484,-5.662532,197,3960.0,0.118652545,19800.0
0.8518961,0.0,0.04,0.18439415,0.08517105,-4.7921066,198,3980.0,0.11861328,19900.0
0.8518438,0.1,0.02,0.18441744,0.085116856,-4.4508057,199,4000.0,0.11861169,20000.0
0.8518731,0.05,0.01,0.18443136,0.085116,-4.9454947,200,4020.0,0.118608385,20100.0
0.8518219,0.1,0.04,0.18443733,0.08507678,-5.4458923,201,4040.0,0.118573256,20200.0
0.851821,0.1,0.03,0.1844543,0.08506059,-5.258361,202,4060.0,0.11856043,20300.0
0.85174584,0.1,0.05,0.18447399,0.08499763,-5.7712827,203,4080.0,0.1185832,20400.0
0.85171086,0.15,0.02,0.1844935,0.08494192,-5.130675,204,4100.0,0.118597955,20500.0
0.85167766,0.1,0.07,0.18450627,0.08487567,-5.901513,205,4120.0,0.118595116,20600.0
0.8516317,0.0,0.07,0.18451853,0.08482159,-5.9556937,206,4140.0,0.1186117,20700.0
0.85161036,0.0,0.06,0.18453845,0.08488244,-6.263107,207,4160.0,0.11860148,20800.0
0.8515691,0.1,0.03,0.18456066,0.08479964,-5.5640283,208,4180.0,0.118596606,20900.0
0.8516223,0.05,0.05,0.18456489,0.084794216,-5.908539,209,4200.0,0.118584424,21000.0
0.851628,0.1,0.0,0.18457802,0.0847503,-5.678899,210,4220.0,0.118596934,21100.0
0.85162,0.0,0.04,0.18458651,0.084673904,-6.409587,211,4240.0,0.118592344,21200.0
0.85157865,0.05,0.09,0.18459168,0.08462758,-6.679516,212,4260.0,0.118592136,21300.0
0.8515718,0.05,0.07,0.18461725,0.08457456,-6.2435694,213,4280.0,0.11858945,21400.0
0.85160065,0.05,0.06,0.1846276,0.084561594,-7.645166,214,4300.0,0.118628055,21500.0
0.851605,0.05,0.05,0.18463512,0.08458064,-7.467244,215,4320.0,0.118628405,21600.0
0.85159534,0.05,0.06,0.18467064,0.08456445,-6.320659,216,4340.0,0.118624866,21700.0
0.85166854,0.0,0.02,0.18470508,0.0845123,-6.3089285,217,4360.0,0.118625976,21800.0
0.85165167,0.1,0.05,0.1847142,0.084485866,-8.113333,218,4380.0,0.11861048,21900.0
0.8516724,0.1,0.04,0.18472931,0.084473036,-6.5238237,219,4400.0,0.118621856,22000.0
0.8517131,0.05,0.03,0.18474415,0.08451267,-7.0588427,220,4420.0,0.11864245,22100.0
0.8516523,0.0,0.06,0.18475115,0.08447978,-6.108136,221,4440.0,0.11862416,22200.0
0.851644,0.0,0.07,0.18477502,0.084463626,-6.8806887,222,4460.0,0.118623696,22300.0
0.85168976,0.1,0.04,0.1848021,0.08443782,-6.5993166,223,4480.0,0.11867031,22400.0
0.85179496,0.05,0.06,0.1848324,0.084407955,-8.096987,224,4500.0,0.11865152,22500.0
0.8518148,0.05,0.04,0.1848378,0.08442815,-7.1516585,225,4520.0,0.11864332,22600.0
0.8518658,0.2,0.05,0.1848453,0.084430456,-5.980421,226,4540.0,0.118668325,22700.0
0.8519476,0.05,0.07,0.1848614,0.08440249,-6.530098,227,4560.0,0.11868926,22800.0
0.85194135,0.1,0.04,0.18488902,0.084392354,-6.5230865,228,4580.0,0.11871392,22900.0
0.8519339,0.05,0.05,0.18491308,0.08437068,-6.2625585,229,4600.0,0.11871835,23000.0
0.8519551,0.1,0.04,0.18492249,0.08435494,-6.851537,230,4620.0,0.11869055,23100.0
0.85199636,0.05,0.03,0.18494064,0.08434483,-6.2270484,231,4640.0,0.118679084,23200.0
0.85200685,0.1,0.08,0.18496284,0.08434455,-5.731802,232,4660.0,0.11869667,23300.0
0.8519586,0.0,0.06,0.18499969,0.08439025,-6.1156716,233,4680.0,0.11869212,23400.0
0.8519767,0.05,0.05,0.18503527,0.08442185,-5.9787846,234,4700.0,0.11869051,23500.0
0.85190344,0.05,0.05,0.18504225,0.08438561,-6.398984,235,4720.0,0.11867484,23600.0
0.85194,0.05,0.04,0.1850575,0.08442471,-6.91752,236,4740.0,0.118672825,23700.0
0.8519376,0.1,0.03,0.18507215,0.08442088,-5.755907,237,4760.0,0.1186664,23800.0
0.85194165,0.0,0.06,0.18507221,0.0844393,-4.024001,238,4780.0,0.11868771,23900.0
0.8519523,0.0,0.02,0.18506922,0.08443937,-5.9067698,239,4800.0,0.11870361,24000.0
0.8518727,0.0,0.02,0.1850616,0.084439754,-5.7969956,240,4820.0,0.11871871,24100.0
0.85185987,0.05,0.04,0.18506971,0.084417984,-5.721287,241,4840.0,0.118705936,24200.0
0.8518603,0.0,0.02,0.18506294,0.08438479,-6.049292,242,4860.0,0.1187085,24300.0
0.8518724,0.0,0.08,0.18503945,0.0843888,-6.2156897,243,4880.0,0.1186918,24400.0
0.85186154,0.0,0.05,0.18503524,0.08436084,-6.534234,244,4900.0,0.11866823,24500.0
0.85191494,0.05,0.06,0.18504545,0.08436124,-6.2398844,245,4920.0,0.11865091,24600.0
0.85193187,0.0,0.07,0.18506531,0.08431806,-7.055379,246,4940.0,0.118647374,24700.0
0.85189635,0.05,0.05,0.18506357,0.084294826,-5.813656,247,4960.0,0.118662,24800.0
0.8518534,0.05,0.05,0.18509106,0.08427913,-5.638188,248,4980.0,0.11866691,24900.0
0.8518732,0.1,0.05,0.18510363,0.08427453,-6.937377,249,5000.0,0.118674584,25000.0
0.85187316,0.1,0.04,0.18512462,0.08429732,-5.4538293,250,5020.0,0.11866137,25100.0
0.85188764,0.0,0.03,0.18514511,0.084276125,-6.0579553,251,5040.0,0.118650615,25200.0
0.8518768,0.15,0.02,0.18515103,0.08424843,-6.516385,252,5060.0,0.11864289,25300.0
