stats_g/mean,test/success_rate,train/success_rate,stats_o/mean,stats_o/std,test/mean_Q,epoch,test/episode,stats_g/std,train/episode
0.85191107,0.1,0.03,0.1851646,0.08424023,-5.2254524,253,5080.0,0.11866035,25400.0
0.8519101,0.05,0.03,0.1851873,0.08422517,-5.2526436,254,5100.0,0.118651755,25500.0
0.85186887,0.0,0.09,0.18520442,0.084234625,-5.977378,255,5120.0,0.11862562,25600.0
0.8518618,0.05,0.05,0.18521321,0.08424704,-5.468122,256,5140.0,0.11860755,25700.0
0.8518711,0.1,0.06,0.18522169,0.084287904,-6.7908463,257,5160.0,0.11859905,25800.0
0.85184693,0.0,0.05,0.1852332,0.08429384,-4.601043,258,5180.0,0.11860482,25900.0
0.8518636,0.05,0.03,0.18525922,0.08428459,-5.7334743,259,5200.0,0.11860275,26000.0
0.8517904,0.0,0.08,0.18526173,0.0843194,-4.8964534,260,5220.0,0.1186166,26100.0
0.8518577,0.05,0.07,0.18528984,0.084367126,-4.8921604,261,5240.0,0.11862993,26200.0
0.85182,0.05,0.06,0.18531467,0.084329344,-4.8072267,262,5260.0,0.11860708,26300.0
0.8518214,0.0,0.08,0.18534252,0.084352225,-6.4246154,263,5280.0,0.11861544,26400.0
0.85186917,0.05,0.1,0.18534547,0.084352046,-6.77847,264,5300.0,0.11862842,26500.0
0.8518781,0.2,0.08,0.18536356,0.08432137,-5.2729197,265,5320.0,0.118606426,26600.0
0.8518502,0.2,0.09,0.18538357,0.084348686,-6.3733892,266,5340.0,0.11856973,26700.0
0.85182667,0.0,0.07,0.18540347,0.08435115,-5.1858854,267,5360.0,0.11856872,26800.0
0.85181826,0.0,0.1,0.18542574,0.084317215,-5.5523453,268,5380.0,0.118581444,26900.0
0.851783,0.2,0.08,0.18541655,0.084343046,-5.834301,269,5400.0,0.1185733,27000.0
0.85171103,0.05,0.07,0.18541561,0.08435042,-5.451864,270,5420.0,0.11858234,27100.0
0.85171646,0.15,0.03,0.18542922,0.084376514,-6.2424784,271,5440.0,0.11858491,27200.0
0.8517094,0.05,0.06,0.18544342,0.08437858,-5.256509,272,5460.0,0.11859272,27300.0
0.8517041,0.05,0.07,0.18546274,0.084381826,-4.46612,273,5480.0,0.11857629,27400.0
0.85171384,0.2,0.08,0.18547405,0.08439063,-4.4968843,274,5500.0,0.1185823,27500.0
0.8517501,0.1,0.1,0.18548797,0.084412195,-7.5811768,275,5520.0,0.118596494,27600.0
0.8517239,0.0,0.08,0.18549876,0.08443979,-5.4685464,276,5540.0,0.1185837,27700.0
0.85170704,0.1,0.06,0.18552203,0.08447833,-6.10073,277,5560.0,0.11859661,27800.0
0.85167557,0.1,0.07,0.18552428,0.0844529,-5.3869457,278,5580.0,0.11858239,27900.0
0.8516695,0.25,0.07,0.1855213,0.08444138,-5.064125,279,5600.0,0.11858515,28000.0
0.85165405,0.1,0.12,0.18554701,0.08444642,-5.886827,280,5620.0,0.11857077,28100.0
0.85160893,0.05,0.05,0.18556233,0.08441564,-5.6757975,281,5640.0,0.11857631,28200.0
0.85160667,0.1,0.04,0.18557757,0.0844201,-6.293134,282,5660.0,0.11857287,28300.0
0.8515752,0.2,0.06,0.18560152,0.08444177,-4.9193583,283,5680.0,0.11857182,28400.0
0.8515709,0.15,0.05,0.18562466,0.0844374,-4.5530825,284,5700.0,0.11857406,28500.0
0.851548,0.1,0.1,0.18564522,0.084428586,-5.4605913,285,5720.0,0.11857166,28600.0
0.8515423,0.1,0.01,0.18566063,0.08445907,-5.2687635,286,5740.0,0.11858282,28700.0
0.8515174,0.15,0.05,0.1856667,0.084456064,-6.3970947,287,5760.0,0.118590154,28800.0
0.851546,0.05,0.07,0.18568167,0.08447934,-6.0130715,288,5780.0,0.11859542,28900.0
0.851553,0.1,0.02,0.18569762,0.08449603,-6.2296042,289,5800.0,0.11862657,29000.0
0.851556,0.0,0.04,0.18572098,0.08450631,-5.8305244,290,5820.0,0.11862711,29100.0
0.85160136,0.1,0.08,0.18575329,0.08449167,-5.325946,291,5840.0,0.11861455,29200.0
0.8516342,0.1,0.1,0.18577203,0.08447589,-5.408023,292,5860.0,0.118606605,29300.0
0.85162634,0.15,0.03,0.18578538,0.08443706,-7.3736,293,5880.0,0.11861951,29400.0
0.85164213,0.0,0.05,0.18579906,0.084420316,-4.884665,294,5900.0,0.118598096,29500.0
0.85165596,0.15,0.07,0.18582277,0.0843931,-5.732993,295,5920.0,0.11858535,29600.0
0.8516578,0.05,0.04,0.1858417,0.084427975,-5.4931736,296,5940.0,0.11859398,29700.0
0.8516495,0.2,0.08,0.18586296,0.08442268,-4.5505934,297,5960.0,0.11861656,29800.0
0.85169244,0.15,0.11,0.18589032,0.08439225,-5.699741,298,5980.0,0.11862352,29900.0
0.8516672,0.15,0.05,0.18590292,0.084378764,-4.669383,299,6000.0,0.11860455,30000.0
0.8516303,0.15,0.06,0.18591212,0.0844136,-5.6416645,300,6020.0,0.118611,30100.0
0.85164505,0.15,0.07,0.18592195,0.08443212,-6.280398,301,6040.0,0.11863085,30200.0
0.8516589,0.1,0.05,0.18592937,0.08444333,-4.9928546,302,6060.0,0.11863654,30300.0
0.8516357,0.05,0.05,0.1859375,0.08444092,-5.616142,303,6080.0,0.118629016,30400.0
0.8516326,0.25,0.03,0.18594743,0.08443108,-5.5502853,304,6100.0,0.11861668,30500.0
0.8516671,0.1,0.04,0.18597533,0.08441977,-6.0144835,305,6120.0,0.11861396,30600.0
0.8516473,0.05,0.05,0.18597671,0.084416434,-6.0784035,306,6140.0,0.11863637,30700.0
0.8516559,0.05,0.03,0.1859881,0.08443496,-4.3241897,307,6160.0,0.11864523,30800.0
0.8516241,0.05,0.04,0.18599941,0.08443399,-5.621841,308,6180.0,0.118652225,30900.0
0.8516181,0.1,0.06,0.18601295,0.08440209,-5.2973943,309,6200.0,0.11864627,31000.0
0.8515981,0.0,0.05,0.18600863,0.084387735,-6.044538,310,6220.0,0.11866293,31100.0
0.8515975,0.15,0.02,0.18601301,0.08436652,-5.3290744,311,6240.0,0.118663274,31200.0
0.85157174,0.1,0.06,0.18602304,0.084389314,-5.3203564,312,6260.0,0.11865154,31300.0
0.8515648,0.0,0.04,0.18603483,0.08436136,-6.2179146,313,6280.0,0.118662715,31400.0
0.85157084,0.35,0.06,0.18605202,0.08436017,-4.637337,314,6300.0,0.11865294,31500.0
0.85158724,0.05,0.06,0.18606633,0.08433372,-5.1734333,315,6320.0,0.11865175,31600.0
0.8516085,0.15,0.06,0.1860756,0.08434745,-5.544712,316,6340.0,0.11866281,31700.0
0.85163456,0.15,0.06,0.18608688,0.08439249,-5.340582,317,6360.0,0.11867628,31800.0
0.851618,0.1,0.06,0.18609944,0.084366314,-5.729029,318,6380.0,0.11870118,31900.0
0.8516008,0.1,0.04,0.18610342,0.08437208,-5.6564565,319,6400.0,0.118676625,32000.0
0.85157305,0.15,0.05,0.186117,0.08438653,-5.4736466,320,6420.0,0.1186826,32100.0
0.8515617,0.1,0.07,0.18611528,0.0843853,-5.4405847,321,6440.0,0.11867469,32200.0
0.85152745,0.25,0.07,0.1861171,0.08437079,-5.41213,322,6460.0,0.11867275,32300.0
0.8515001,0.1,0.04,0.18611805,0.084355265,-5.059947,323,6480.0,0.11867976,32400.0
0.85151845,0.15,0.06,0.18611936,0.08434548,-4.7239547,324,6500.0,0.11868334,32500.0
0.8515343,0.05,0.07,0.18612862,0.08434854,-5.4606247,325,6520.0,0.11867251,32600.0
0.85149366,0.15,0.03,0.1861282,0.084351264,-5.5135417,326,6540.0,0.11866552,32700.0
0.85149217,0.3,0.05,0.18613671,0.084360726,-5.284919,327,6560.0,0.11866943,32800.0
0.85148793,0.15,0.07,0.18614504,0.084381685,-5.831979,328,6580.0,0.11866003,32900.0
0.8514913,0.15,0.1,0.18614894,0.084385745,-5.5963106,329,6600.0,0.118639804,33000.0
0.8514784,0.15,0.08,0.18615505,0.08439233,-5.28193,330,6620.0,0.11862052,33100.0
0.8515025,0.1,0.07,0.18616018,0.084366485,-5.9399514,331,6640.0,0.11863168,33200.0
0.8514962,0.05,0.03,0.18616222,0.08434443,-5.113165,332,6660.0,0.11864248,33300.0
0.85152894,0.15,0.05,0.18617485,0.08432294,-6.0593767,333,6680.0,0.1186462,33400.0
0.8515303,0.1,0.11,0.18617505,0.08431117,-6.070298,334,6700.0,0.11865061,33500.0
0.8515582,0.05,0.09,0.18618168,0.0843517,-6.468066,335,6720.0,0.118655555,33600.0
0.8515466,0.2,0.05,0.18619162,0.08433128,-5.4014597,336,6740.0,0.11866555,33700.0
0.85152555,0.15,0.05,0.18619846,0.08431572,-5.7204742,337,6760.0,0.118691765,33800.0
0.85152626,0.05,0.09,0.18621401,0.08433769,-6.2261286,338,6780.0,0.11870182,33900.0
0.8515584,0.1,0.03,0.18622498,0.08433679,-5.0919147,339,6800.0,0.118703574,34000.0
0.851522,0.15,0.06,0.18621655,0.084381364,-5.522782,340,6820.0,0.118718326,34100.0
0.85149264,0.2,0.07,0.18622178,0.084407784,-4.9762516,341,6840.0,0.11869546,34200.0
0.851518,0.0,0.07,0.18622595,0.08440924,-5.522737,342,6860.0,0.1187008,34300.0
0.85150623,0.3,0.05,0.18623945,0.084400035,-5.4527726,343,6880.0,0.11868953,34400.0
0.8514797,0.2,0.08,0.1862517,0.08443774,-5.3694553,344,6900.0,0.1186831,34500.0
0.85149026,0.2,0.07,0.18625313,0.08442323,-5.684939,345,6920.0,0.11866752,34600.0
0.8515454,0.25,0.07,0.18626045,0.08446103,-5.4594555,346,6940.0,0.11869013,34700.0
0.8515385,0.1,0.06,0.1862723,0.08445085,-6.018193,347,6960.0,0.118698396,34800.0
0.85150796,0.05,0.06,0.18627582,0.08443029,-4.2012773,348,6980.0,0.11869647,34900.0
0.8514969,0.2,0.08,0.18628329,0.084454015,-5.286308,349,7000.0,0.11869796,35000.0
0.8515272,0.15,0.09,0.18629713,0.084438704,-5.316978,350,7020.0,0.11869619,35100.0
0.85154194,0.0,0.05,0.18630601,0.08443387,-5.542598,351,7040.0,0.11868721,35200.0
0.85151196,0.1,0.1,0.1863022,0.08447333,-4.455606,352,7060.0,0.11870929,35300.0
0.8514989,0.1,0.07,0.18629625,0.08447426,-5.595984,353,7080.0,0.11871042,35400.0
0.85148174,0.05,0.08,0.18629767,0.084471844,-6.0383005,354,7100.0,0.11872693,35500.0
0.85149795,0.25,0.03,0.18630728,0.0844525,-4.819279,355,7120.0,0.118729234,35600.0
0.8514929,0.1,0.03,0.18631054,0.08440894,-5.356947,356,7140.0,0.11872196,35700.0
0.85148853,0.15,0.06,0.18630993,0.08440715,-6.251098,357,7160.0,0.118730985,35800.0
0.85149163,0.2,0.06,0.18631874,0.084395625,-5.316051,358,7180.0,0.1187309,35900.0
0.8514902,0.05,0.03,0.1863173,0.084398754,-5.7299776,359,7200.0,0.11873575,36000.0
0.8514488,0.15,0.05,0.18631208,0.084387675,-4.665671,360,7220.0,0.11872276,36100.0
0.85148096,0.15,0.09,0.18631518,0.08436345,-5.819388,361,7240.0,0.11872426,36200.0
0.8514507,0.0,0.06,0.18631025,0.084352404,-5.710307,362,7260.0,0.11871157,36300.0
0.8514912,0.0,0.05,0.18630111,0.08438193,-5.0973077,363,7280.0,0.118701994,36400.0
0.8514938,0.1,0.05,0.18628992,0.08435434,-6.0350986,364,7300.0,0.11869377,36500.0
0.85148716,0.2,0.05,0.18627435,0.08435437,-4.8566003,365,7320.0,0.11869866,36600.0
0.85148096,0.0,0.04,0.18627083,0.084344074,-7.0347266,366,7340.0,0.118696354,36700.0
0.8514635,0.0,0.03,0.18627012,0.08437616,-5.9200273,367,7360.0,0.1187009,36800.0
0.8514612,0.05,0.06,0.1862672,0.08436183,-5.4987955,368,7380.0,0.118696906,36900.0
0.8514752,0.1,0.06,0.18626368,0.08437018,-5.2637634,369,7400.0,0.11870426,37000.0
0.85149664,0.0,0.03,0.18627705,0.08436212,-6.405385,370,7420.0,0.11870185,37100.0
0.8514909,0.1,0.08,0.1862746,0.084353074,-4.74726,371,7440.0,0.118671335,37200.0
0.8514936,0.1,0.05,0.18626493,0.0843847,-4.934348,372,7460.0,0.11869216,37300.0
0.85151964,0.1,0.05,0.18626562,0.08436914,-6.148008,373,7480.0,0.118690215,37400.0
0.8515281,0.15,0.06,0.18626805,0.08434943,-5.4252048,374,7500.0,0.11869747,37500.0
0.8515127,0.1,0.04,0.1862635,0.084344015,-5.2146363,375,7520.0,0.11870382,37600.0
0.85149115,0.1,0.02,0.18625475,0.08435089,-5.1892614,376,7540.0,0.11870185,37700.0
0.85143775,0.1,0.06,0.18625043,0.08432174,-4.8628244,377,7560.0,0.11871338,37800.0
0.8514748,0.05,0.05,0.18626519,0.084300235,-4.5379,378,7580.0,0.118703395,37900.0
0.8514727,0.05,0.04,0.18626334,0.08432129,-5.6286335,379,7600.0,0.11871681,38000.0
0.85141563,0.2,0.08,0.18625936,0.08436311,-4.7750196,380,7620.0,0.11871654,38100.0
0.851391,0.05,0.07,0.18626007,0.084349945,-4.9373693,381,7640.0,0.11871966,38200.0
0.85135335,0.2,0.06,0.18626662,0.08434344,-5.2962384,382,7660.0,0.11868888,38300.0
0.8513577,0.1,0.06,0.18627949,0.08437211,-5.1155405,383,7680.0,0.118675806,38400.0
0.8513577,0.1,0.08,0.18628193,0.08438203,-5.621887,384,7700.0,0.11866739,38500.0
0.8513681,0.05,0.08,0.1862879,0.084369786,-4.2993345,385,7720.0,0.11867851,38600.0
0.85135525,0.2,0.11,0.18629032,0.0843657,-5.28917,386,7740.0,0.11867368,38700.0
0.85135454,0.15,0.06,0.18629764,0.084346876,-5.278481,387,7760.0,0.11869154,38800.0
0.85132366,0.2,0.08,0.18630567,0.084317274,-4.5899725,388,7780.0,0.11869007,38900.0
0.8512922,0.2,0.11,0.18631655,0.08433498,-4.888219,389,7800.0,0.118679166,39000.0
0.8513131,0.05,0.05,0.18632954,0.08432832,-6.079625,390,7820.0,0.11869222,39100.0
0.8513519,0.05,0.09,0.18634444,0.0843088,-5.967667,391,7840.0,0.1186811,39200.0
0.8513635,0.3,0.08,0.18636209,0.08431312,-4.6415195,392,7860.0,0.118681274,39300.0
0.85135746,0.2,0.11,0.1863724,0.084315084,-4.651497,393,7880.0,0.11866345,39400.0
0.8513751,0.15,0.06,0.18638724,0.0843221,-5.543617,394,7900.0,0.1186643,39500.0
0.8513954,0.15,0.11,0.1864168,0.084320925,-5.929389,395,7920.0,0.118659504,39600.0
0.8513889,0.25,0.11,0.18641905,0.08434901,-4.106086,396,7940.0,0.11865058,39700.0
0.8513577,0.25,0.05,0.18643105,0.08435112,-4.9263444,397,7960.0,0.118637405,39800.0
0.85135204,0.15,0.08,0.18644075,0.084338054,-5.0409355,398,7980.0,0.11863465,39900.0
0.8513405,0.3,0.04,0.18644917,0.08433932,-4.770173,399,8000.0,0.11863297,40000.0
0.8513346,0.2,0.04,0.18646713,0.084331945,-4.424086,400,8020.0,0.11863459,40100.0
0.8513424,0.2,0.08,0.18647051,0.084319465,-5.6674495,401,8040.0,0.11864036,40200.0
0.851325,0.2,0.11,0.18648742,0.08431548,-4.4389124,402,8060.0,0.11863055,40300.0
0.85130876,0.1,0.08,0.18649453,0.084331416,-4.9086776,403,8080.0,0.1186376,40400.0
0.8513508,0.15,0.01,0.1865004,0.08434507,-5.5402594,404,8100.0,0.118660845,40500.0
0.8513438,0.25,0.08,0.18651935,0.0843353,-5.9870462,405,8120.0,0.11868479,40600.0
0.8512834,0.2,0.03,0.18652046,0.084342785,-5.029033,406,8140.0,0.11870012,40700.0
0.85129666,0.3,0.1,0.18652597,0.08435897,-4.560256,407,8160.0,0.11870992,40800.0
0.8513058,0.2,0.08,0.18654184,0.08434668,-4.7447886,408,8180.0,0.11872334,40900.0
0.8513101,0.25,0.1,0.1865528,0.084356606,-4.454788,409,8200.0,0.11873311,41000.0
0.8513379,0.15,0.11,0.18655622,0.08435765,-4.058425,410,8220.0,0.1187528,41100.0
0.85134053,0.25,0.13,0.18656519,0.084384464,-4.0041556,411,8240.0,0.11877047,41200.0
0.85133415,0.15,0.13,0.18656157,0.08442038,-4.94909,412,8260.0,0.118785314,41300.0
0.85134834,0.15,0.05,0.18655907,0.08443101,-5.4964643,413,8280.0,0.11879808,41400.0
0.85134983,0.15,0.05,0.18656401,0.08443016,-4.9344788,414,8300.0,0.11880242,41500.0
0.85140294,0.15,0.06,0.18656875,0.08442231,-5.027545,415,8320.0,0.118824035,41600.0
0.851407,0.05,0.07,0.18656623,0.08441993,-5.0558195,416,8340.0,0.11883559,41700.0
0.8514119,0.15,0.06,0.1865693,0.08440013,-4.961857,417,8360.0,0.11884761,41800.0
0.8513935,0.15,0.08,0.1865814,0.08438114,-4.7650514,418,8380.0,0.11885399,41900.0
0.85140914,0.2,0.08,0.18659048,0.08437041,-4.7652173,419,8400.0,0.118875444,42000.0
0.85145,0.1,0.06,0.18659537,0.0843715,-4.6119566,420,8420.0,0.11889056,42100.0
0.8514421,0.2,0.08,0.18659483,0.08438123,-4.7292433,421,8440.0,0.11889624,42200.0
0.85142875,0.15,0.1,0.18660021,0.084375754,-5.4104695,422,8460.0,0.11889469,42300.0
0.8514313,0.05,0.06,0.18661633,0.08436649,-5.001924,423,8480.0,0.11888731,42400.0
0.8514261,0.2,0.09,0.18662396,0.0843596,-4.4909873,424,8500.0,0.11888325,42500.0
0.8514599,0.15,0.05,0.18663684,0.08435757,-4.56704,425,8520.0,0.11889148,42600.0
0.8514707,0.15,0.07,0.18664195,0.08437685,-4.601274,426,8540.0,0.11889096,42700.0
0.8514807,0.05,0.04,0.18665811,0.08441459,-4.5454817,427,8560.0,0.11890031,42800.0
0.8514803,0.15,0.13,0.18666705,0.084416114,-4.9874716,428,8580.0,0.11890939,42900.0
0.8514798,0.15,0.06,0.18667604,0.0844142,-3.721146,429,8600.0,0.118931144,43000.0
0.8514974,0.2,0.08,0.18668827,0.084429875,-4.1023726,430,8620.0,0.118950635,43100.0
0.85150975,0.2,0.09,0.18669273,0.08447783,-4.48205,431,8640.0,0.11896941,43200.0
0.8514836,0.1,0.1,0.18670225,0.08448462,-4.7037387,432,8660.0,0.11898222,43300.0
0.85149884,0.15,0.08,0.18671186,0.084504,-4.3073316,433,8680.0,0.11896459,43400.0
0.8514635,0.15,0.1,0.18671864,0.084483996,-4.56187,434,8700.0,0.11896849,43500.0
0.8514982,0.1,0.13,0.18672584,0.08448139,-4.525868,435,8720.0,0.11899454,43600.0
0.85147834,0.2,0.08,0.18673487,0.08448384,-4.3830976,436,8740.0,0.119001634,43700.0
0.85147476,0.1,0.06,0.18674403,0.08446229,-5.160882,437,8760.0,0.119024254,43800.0
0.85149413,0.2,0.1,0.18675452,0.084471084,-4.4464927,438,8780.0,0.11902389,43900.0
0.8515053,0.35,0.08,0.18676293,0.084493816,-4.135575,439,8800.0,0.11902294,44000.0
0.8515045,0.15,0.05,0.18677492,0.08450341,-4.8556423,440,8820.0,0.11904856,44100.0
0.8514853,0.15,0.1,0.18677534,0.08455558,-5.021765,441,8840.0,0.11907021,44200.0
0.8514852,0.45,0.06,0.18677922,0.08454685,-4.114547,442,8860.0,0.11907011,44300.0
0.8515022,0.1,0.06,0.1867852,0.08453588,-4.7748485,443,8880.0,0.1190638,44400.0
0.8514817,0.1,0.09,0.18679552,0.084525615,-4.522855,444,8900.0,0.11907577,44500.0
0.8514671,0.15,0.12,0.18681158,0.08451733,-4.818448,445,8920.0,0.11907888,44600.0
0.8514375,0.15,0.07,0.18681665,0.08452617,-4.4602594,446,8940.0,0.11908358,44700.0
0.85143495,0.1,0.1,0.18682581,0.08452555,-5.3482547,447,8960.0,0.119075924,44800.0
0.85143334,0.15,0.02,0.18682748,0.08451851,-3.8428197,448,8980.0,0.11908686,44900.0
0.8514069,0.15,0.08,0.18684536,0.08449417,-4.237852,449,9000.0,0.11909305,45000.0
0.8513885,0.2,0.07,0.18686071,0.084512144,-4.221898,450,9020.0,0.119088404,45100.0
0.85135704,0.2,0.09,0.18687902,0.08449218,-4.8815317,451,9040.0,0.11909882,45200.0
0.8513748,0.4,0.09,0.18689252,0.08451376,-4.281808,452,9060.0,0.119101524,45300.0
0.8513667,0.1,0.09,0.18690635,0.08450642,-5.212825,453,9080.0,0.119128294,45400.0
0.8513651,0.2,0.08,0.18692066,0.08449885,-4.532923,454,9100.0,0.119140714,45500.0
0.8513279,0.25,0.06,0.18692869,0.08452595,-5.4063745,455,9120.0,0.11914458,45600.0
0.8513252,0.05,0.09,0.1869436,0.08452174,-5.347438,456,9140.0,0.11914585,45700.0
0.8513463,0.2,0.15,0.1869721,0.08452084,-5.2321777,457,9160.0,0.11917142,45800.0
0.85133713,0.15,0.14,0.18698332,0.084518306,-4.408688,458,9180.0,0.11918088,45900.0
0.85135776,0.35,0.08,0.18699774,0.08454254,-4.8691287,459,9200.0,0.11919708,46000.0
0.8513685,0.15,0.12,0.18700656,0.08454133,-3.9907296,460,9220.0,0.119192384,46100.0
0.8513796,0.15,0.1,0.18701902,0.08454738,-4.3202124,461,9240.0,0.119195245,46200.0
0.8513462,0.1,0.09,0.18702424,0.08455848,-4.37971,462,9260.0,0.11920833,46300.0
0.8513427,0.1,0.13,0.18703766,0.08454247,-4.683387,463,9280.0,0.119206734,46400.0
0.8513367,0.2,0.04,0.18704511,0.08452886,-4.350225,464,9300.0,0.11921949,46500.0
0.851309,0.2,0.09,0.18705577,0.08452345,-4.3519735,465,9320.0,0.11921447,46600.0
0.8513089,0.1,0.05,0.18707126,0.08452225,-4.3907094,466,9340.0,0.119222045,46700.0
0.8512818,0.25,0.14,0.18708304,0.08450508,-4.9484496,467,9360.0,0.119232066,46800.0
0.8512762,0.3,0.09,0.18709093,0.08450948,-4.585173,468,9380.0,0.11923144,46900.0
0.8513033,0.15,0.1,0.18710802,0.084510826,-5.384411,469,9400.0,0.119239695,47000.0
0.85131997,0.1,0.15,0.1871168,0.08448396,-4.782131,470,9420.0,0.11924171,47100.0
0.8513225,0.35,0.09,0.18712066,0.08447322,-4.9294667,471,9440.0,0.11925441,47200.0
0.85135144,0.05,0.09,0.18713054,0.08449029,-5.0952864,472,9460.0,0.119250305,47300.0
0.8513601,0.25,0.08,0.1871519,0.08449039,-4.0387783,473,9480.0,0.119255126,47400.0
0.85137206,0.25,0.12,0.18715854,0.08450133,-4.4736857,474,9500.0,0.11925742,47500.0
0.8513537,0.35,0.09,0.18717523,0.084533826,-5.810582,475,9520.0,0.11927999,47600.0
0.8513312,0.3,0.06,0.18718912,0.084525645,-5.347131,476,9540.0,0.11928951,47700.0
0.85133076,0.15,0.06,0.18720935,0.084515974,-4.7401514,477,9560.0,0.11927842,47800.0
0.85131955,0.2,0.12,0.18722345,0.08451427,-4.5357547,478,9580.0,0.119270444,47900.0
0.8513413,0.25,0.14,0.18723598,0.08452597,-4.740181,479,9600.0,0.11928133,48000.0
0.85133386,0.1,0.06,0.18724723,0.08451642,-4.596129,480,9620.0,0.11928824,48100.0
0.8513519,0.2,0.09,0.18725239,0.08452323,-4.603644,481,9640.0,0.119291745,48200.0
0.85134244,0.15,0.09,0.18725833,0.08456456,-4.945345,482,9660.0,0.11930687,48300.0
0.8513596,0.1,0.13,0.1872605,0.084568836,-4.9885845,483,9680.0,0.119317226,48400.0
0.85136706,0.1,0.12,0.18726805,0.08456707,-5.270034,484,9700.0,0.119321674,48500.0
0.8513555,0.35,0.11,0.18727335,0.08462055,-4.020219,485,9720.0,0.11932885,48600.0
0.8513737,0.1,0.12,0.1872739,0.084618434,-4.107571,486,9740.0,0.119335115,48700.0
0.8513482,0.15,0.03,0.1872851,0.08459817,-4.642667,487,9760.0,0.11933953,48800.0
0.85134315,0.3,0.09,0.18728408,0.08460228,-4.3030767,488,9780.0,0.11936733,48900.0
0.85133433,0.15,0.09,0.1872869,0.08460733,-4.792287,489,9800.0,0.119370066,49000.0
0.8513312,0.15,0.09,0.18729687,0.084626704,-5.881414,490,9820.0,0.11938349,49100.0
0.8513658,0.2,0.1,0.18730451,0.0846156,-4.2742143,491,9840.0,0.11938142,49200.0
0.8513782,0.25,0.05,0.1873119,0.084600076,-4.5175395,492,9860.0,0.11938265,49300.0
0.851396,0.1,0.14,0.1873246,0.08462116,-4.829467,493,9880.0,0.11938875,49400.0
0.85138243,0.15,0.12,0.18733692,0.08463571,-5.8775973,494,9900.0,0.11939982,49500.0
0.85139036,0.05,0.08,0.18735348,0.08461683,-4.7417817,495,9920.0,0.119397946,49600.0
0.85137814,0.0,0.07,0.18736376,0.08459521,-4.5608354,496,9940.0,0.119391866,49700.0
0.8513883,0.15,0.08,0.187382,0.08459869,-5.4966927,497,9960.0,0.11940178,49800.0
0.8514006,0.25,0.12,0.18739627,0.08458322,-4.8024693,498,9980.0,0.11938719,49900.0
0.8514099,0.2,0.08,0.18740313,0.084574595,-4.8402696,499,10000.0,0.11940218,50000.0
0.8513872,0.2,0.08,0.18740442,0.08456924,-5.074406,500,10020.0,0.11940843,50100.0
0.8513716,0.2,0.1,0.1874117,0.08460407,-4.7676935,501,10040.0,0.119405575,50200.0
0.8513486,0.4,0.07,0.1874242,0.08460756,-3.9587467,502,10060.0,0.11941627,50300.0
0.85133886,0.25,0.11,0.18743604,0.0845985,-4.744688,503,10080.0,0.119422175,50400.0
