epoch,stats_g/mean,train/success_rate,test/episode,test/success_rate,stats_g/std,stats_o/mean,train/episode,test/mean_Q,stats_o/std
252,0.8758076,0.04,5060.0,0.05,0.10621808,0.20392744,25300.0,-43.452145,0.06272712
253,0.87578374,0.04,5080.0,0.05,0.106215514,0.2039381,25400.0,-43.656757,0.06280133
254,0.8757463,0.08,5100.0,0.1,0.106184565,0.20392396,25500.0,-42.790016,0.06295639
255,0.87579924,0.01,5120.0,0.0,0.106211185,0.20391959,25600.0,-45.89332,0.06296428
256,0.87580234,0.01,5140.0,0.15,0.10620884,0.20391144,25700.0,-36.17478,0.06294783
257,0.8757791,0.08,5160.0,0.05,0.10618945,0.20390177,25800.0,-39.081474,0.06299375
258,0.8757772,0.06,5180.0,0.05,0.106180765,0.20390299,25900.0,-41.84772,0.06301319
259,0.8757257,0.03,5200.0,0.05,0.10617551,0.20390649,26000.0,-42.309425,0.06306145
260,0.8757169,0.04,5220.0,0.0,0.10617765,0.20390862,26100.0,-47.343384,0.063044906
261,0.87571913,0.04,5240.0,0.0,0.10619625,0.20390156,26200.0,-46.872833,0.06304254
262,0.87566847,0.06,5260.0,0.0,0.106174506,0.20389542,26300.0,-46.997017,0.06310508
263,0.8756818,0.04,5280.0,0.0,0.10616457,0.20389739,26400.0,-45.294937,0.063093826
264,0.875655,0.01,5300.0,0.0,0.10616926,0.20389366,26500.0,-43.545414,0.06309274
265,0.8756868,0.01,5320.0,0.05,0.10619128,0.20388861,26600.0,-42.945267,0.06305152
266,0.8756818,0.03,5340.0,0.05,0.10616959,0.20388387,26700.0,-43.937317,0.06305954
267,0.8756959,0.04,5360.0,0.05,0.10614085,0.20387562,26800.0,-44.255745,0.06302202
268,0.87567544,0.02,5380.0,0.0,0.106132664,0.20387118,26900.0,-45.861126,0.063023284
269,0.875686,0.01,5400.0,0.1,0.10615001,0.20387194,27000.0,-38.13286,0.062979214
270,0.8757331,0.03,5420.0,0.05,0.10614792,0.20387648,27100.0,-43.014645,0.0629638
271,0.87572986,0.03,5440.0,0.0,0.10614217,0.2038804,27200.0,-46.757423,0.06291891
272,0.87573934,0.03,5460.0,0.0,0.106135905,0.20387384,27300.0,-44.387276,0.06294084
273,0.8756996,0.05,5480.0,0.0,0.10611389,0.20387188,27400.0,-46.37597,0.06293127
274,0.8756981,0.04,5500.0,0.05,0.10611694,0.20387264,27500.0,-40.334156,0.06289997
275,0.8756733,0.04,5520.0,0.0,0.10610732,0.20387854,27600.0,-46.41202,0.06287539
276,0.87572145,0.03,5540.0,0.05,0.10613316,0.20388271,27700.0,-42.496582,0.062886834
277,0.8757217,0.06,5560.0,0.0,0.10612679,0.20388131,27800.0,-41.630173,0.062872104
278,0.87575483,0.01,5580.0,0.0,0.10615512,0.20387554,27900.0,-47.6271,0.06284389
279,0.87572265,0.09,5600.0,0.0,0.10614558,0.2038807,28000.0,-46.911,0.06281525
280,0.87568194,0.07,5620.0,0.0,0.10613775,0.20388693,28100.0,-47.979084,0.062794834
281,0.8756757,0.03,5640.0,0.05,0.10612575,0.20388885,28200.0,-42.11817,0.062776506
282,0.8756651,0.01,5660.0,0.0,0.106110275,0.20388377,28300.0,-46.989002,0.062820815
283,0.87567586,0.04,5680.0,0.0,0.106097996,0.20388454,28400.0,-47.73352,0.06279967
284,0.8756759,0.05,5700.0,0.05,0.10610517,0.20388679,28500.0,-44.33211,0.06276516
285,0.87569743,0.03,5720.0,0.0,0.10610888,0.20388868,28600.0,-46.22764,0.06275681
286,0.8757062,0.02,5740.0,0.0,0.10612003,0.20389353,28700.0,-46.290306,0.06277017
287,0.8757084,0.04,5760.0,0.1,0.1061221,0.20389654,28800.0,-40.1321,0.06276598
288,0.87568235,0.07,5780.0,0.0,0.10611498,0.20389396,28900.0,-45.970367,0.062754065
289,0.8757038,0.04,5800.0,0.05,0.10612234,0.20389202,29000.0,-43.42588,0.06273283
290,0.87572306,0.04,5820.0,0.0,0.106122755,0.20389387,29100.0,-45.56366,0.06272252
291,0.87573606,0.02,5840.0,0.05,0.10611547,0.20389067,29200.0,-41.162743,0.06269017
292,0.8757381,0.07,5860.0,0.1,0.10610954,0.203895,29300.0,-38.412685,0.06265417
293,0.8757458,0.03,5880.0,0.05,0.10610217,0.20388673,29400.0,-43.655674,0.062649466
294,0.8757258,0.04,5900.0,0.0,0.10608697,0.20388836,29500.0,-43.53208,0.06261641
295,0.8757222,0.02,5920.0,0.05,0.106096305,0.20388916,29600.0,-41.574066,0.06259295
296,0.87577057,0.02,5940.0,0.0,0.106111445,0.20388822,29700.0,-44.751575,0.06257959
297,0.87577844,0.02,5960.0,0.0,0.10610857,0.20388663,29800.0,-43.562843,0.06258151
298,0.87579554,0.04,5980.0,0.05,0.10610771,0.20388943,29900.0,-39.537926,0.06256321
299,0.8757389,0.03,6000.0,0.0,0.10608932,0.20388664,30000.0,-46.971077,0.06256269
300,0.8757679,0.02,6020.0,0.05,0.10610803,0.20388244,30100.0,-43.492332,0.06252612
301,0.87574863,0.05,6040.0,0.0,0.106102265,0.20388365,30200.0,-45.556877,0.06252659
302,0.87578756,0.02,6060.0,0.0,0.10610792,0.20389223,30300.0,-43.140884,0.06249285
303,0.875801,0.04,6080.0,0.05,0.10610166,0.20389651,30400.0,-41.12385,0.06246122
304,0.8758052,0.06,6100.0,0.0,0.10608452,0.2038987,30500.0,-43.77357,0.062445935
305,0.8758088,0.04,6120.0,0.1,0.106092475,0.20389992,30600.0,-41.539997,0.06245831
306,0.8758361,0.06,6140.0,0.1,0.10610214,0.20390226,30700.0,-41.019073,0.06243586
307,0.87586623,0.04,6160.0,0.0,0.10611075,0.20390196,30800.0,-46.15008,0.06240943
308,0.87587434,0.04,6180.0,0.1,0.10610812,0.20389932,30900.0,-40.117046,0.06237562
309,0.87589866,0.03,6200.0,0.05,0.10610942,0.20390218,31000.0,-43.57986,0.062340826
310,0.8759008,0.06,6220.0,0.05,0.106112204,0.20390715,31100.0,-45.49958,0.062337946
311,0.8759218,0.08,6240.0,0.0,0.10612699,0.2039039,31200.0,-43.19087,0.06232139
312,0.8759136,0.07,6260.0,0.05,0.10612893,0.20390585,31300.0,-39.890923,0.06232345
313,0.8758917,0.03,6280.0,0.0,0.10611582,0.20390958,31400.0,-44.169266,0.0623169
314,0.87590986,0.03,6300.0,0.0,0.106112815,0.20391224,31500.0,-40.76079,0.06233473
315,0.8759058,0.01,6320.0,0.15,0.106107734,0.20390992,31600.0,-37.116993,0.062313247
316,0.87589717,0.06,6340.0,0.0,0.10610384,0.20391683,31700.0,-40.83604,0.062279254
317,0.87591106,0.06,6360.0,0.05,0.10611435,0.20392153,31800.0,-40.028305,0.062254597
318,0.8759089,0.02,6380.0,0.0,0.10611859,0.20391768,31900.0,-44.471035,0.062233247
319,0.87590784,0.03,6400.0,0.0,0.106129676,0.2039237,32000.0,-45.981743,0.06226565
320,0.87589455,0.04,6420.0,0.05,0.106128186,0.20392281,32100.0,-41.244293,0.062240407
321,0.87588835,0.07,6440.0,0.0,0.10613393,0.20392247,32200.0,-43.16867,0.062212445
322,0.87587625,0.02,6460.0,0.05,0.106129706,0.20391805,32300.0,-41.732677,0.062175687
323,0.87590504,0.02,6480.0,0.05,0.10614377,0.20391603,32400.0,-43.847885,0.062147174
324,0.8759245,0.04,6500.0,0.0,0.10614588,0.20391619,32500.0,-43.65434,0.062132098
325,0.875911,0.04,6520.0,0.0,0.10615409,0.20390983,32600.0,-46.050827,0.062117647
326,0.87589264,0.04,6540.0,0.05,0.10614165,0.20391156,32700.0,-42.717133,0.06212532
327,0.87593555,0.03,6560.0,0.0,0.106144875,0.20391104,32800.0,-46.835274,0.06213719
328,0.8759451,0.02,6580.0,0.0,0.10615746,0.20391178,32900.0,-45.185604,0.062125936
329,0.87592435,0.07,6600.0,0.0,0.10614332,0.20391217,33000.0,-42.31625,0.062134966
330,0.87595147,0.04,6620.0,0.05,0.1061551,0.20391327,33100.0,-42.641357,0.062101718
331,0.8759536,0.04,6640.0,0.0,0.10616215,0.20391218,33200.0,-44.54465,0.062094294
332,0.87596536,0.03,6660.0,0.05,0.106170736,0.20390734,33300.0,-42.429535,0.06206702
333,0.8759749,0.04,6680.0,0.05,0.106196426,0.20390885,33400.0,-40.46358,0.062028155
334,0.8759702,0.02,6700.0,0.0,0.10618696,0.20391561,33500.0,-43.74825,0.061997242
335,0.8759649,0.02,6720.0,0.0,0.10616378,0.20391357,33600.0,-45.78748,0.06197858
336,0.87598276,0.05,6740.0,0.05,0.106174074,0.2039135,33700.0,-42.83936,0.061941363
337,0.8759827,0.05,6760.0,0.05,0.1061852,0.2039146,33800.0,-39.89476,0.061905827
338,0.8760006,0.09,6780.0,0.15,0.10619555,0.20390801,33900.0,-39.242138,0.06190479
339,0.8759907,0.04,6800.0,0.0,0.10619402,0.20390552,34000.0,-43.93328,0.061878037
340,0.87598604,0.04,6820.0,0.05,0.10619507,0.20389912,34100.0,-44.387257,0.06188107
341,0.8760074,0.02,6840.0,0.0,0.106200375,0.20389743,34200.0,-44.83625,0.061864123
342,0.876,0.03,6860.0,0.1,0.106209405,0.20390333,34300.0,-41.04447,0.061825953
343,0.87600756,0.06,6880.0,0.1,0.10621613,0.20389883,34400.0,-40.482887,0.06179714
344,0.8759777,0.07,6900.0,0.05,0.10621176,0.20389736,34500.0,-43.68394,0.061762236
345,0.87598974,0.0,6920.0,0.0,0.10620888,0.20390111,34600.0,-44.84884,0.06173192
346,0.8759921,0.06,6940.0,0.05,0.1062206,0.20390111,34700.0,-41.424706,0.061698124
347,0.87598133,0.01,6960.0,0.15,0.10622612,0.20390207,34800.0,-39.72065,0.061663095
348,0.876002,0.03,6980.0,0.0,0.10622992,0.20389657,34900.0,-45.31953,0.061638147
349,0.8760178,0.02,7000.0,0.05,0.10625037,0.20390363,35000.0,-39.3628,0.061617393
350,0.87600845,0.05,7020.0,0.0,0.1062602,0.20390758,35100.0,-46.15113,0.06157824
351,0.87600535,0.04,7040.0,0.0,0.106254496,0.20390928,35200.0,-46.26818,0.061542865
352,0.875982,0.02,7060.0,0.0,0.10624724,0.20390941,35300.0,-47.41736,0.061536897
353,0.87594014,0.04,7080.0,0.05,0.106237434,0.20391244,35400.0,-43.89985,0.06152375
354,0.87596554,0.02,7100.0,0.1,0.10623001,0.20391351,35500.0,-39.56756,0.06150816
355,0.8759406,0.04,7120.0,0.1,0.10621958,0.2039113,35600.0,-40.51855,0.061479583
356,0.87596816,0.03,7140.0,0.0,0.10621997,0.20390907,35700.0,-47.818398,0.061449975
357,0.8759451,0.04,7160.0,0.05,0.10621557,0.20390223,35800.0,-45.174427,0.06142351
358,0.87595433,0.02,7180.0,0.05,0.10620675,0.2039055,35900.0,-45.66575,0.061384268
359,0.8759443,0.04,7200.0,0.1,0.106200755,0.20390087,36000.0,-41.800106,0.061358605
360,0.8759306,0.06,7220.0,0.0,0.10619537,0.2039,36100.0,-46.99885,0.061320983
361,0.8759146,0.04,7240.0,0.0,0.10619836,0.20389514,36200.0,-45.23249,0.06130343
362,0.8759129,0.03,7260.0,0.0,0.106193416,0.20390168,36300.0,-47.740547,0.06129743
363,0.8759157,0.05,7280.0,0.05,0.10618778,0.20390233,36400.0,-43.885094,0.061275396
364,0.8758965,0.04,7300.0,0.05,0.10618416,0.20390129,36500.0,-45.733498,0.061249595
365,0.8758903,0.05,7320.0,0.0,0.10618532,0.20389906,36600.0,-47.28084,0.06124496
366,0.87588406,0.01,7340.0,0.05,0.10616901,0.20390122,36700.0,-45.827213,0.061216332
367,0.87589616,0.04,7360.0,0.0,0.10616811,0.20390488,36800.0,-43.846695,0.06120684
368,0.87591434,0.02,7380.0,0.0,0.10616827,0.20390181,36900.0,-47.78483,0.061175194
369,0.8759168,0.02,7400.0,0.05,0.10616299,0.20389414,37000.0,-44.103657,0.061166402
370,0.87592846,0.03,7420.0,0.1,0.10618448,0.20390104,37100.0,-42.937428,0.061136983
371,0.8759143,0.04,7440.0,0.0,0.10618574,0.2039,37200.0,-45.991905,0.06113245
372,0.87592155,0.02,7460.0,0.05,0.10618479,0.20389831,37300.0,-42.770977,0.06111279
373,0.87592906,0.07,7480.0,0.0,0.106197394,0.20389523,37400.0,-44.26167,0.06108297
374,0.8759294,0.07,7500.0,0.05,0.10619483,0.20389532,37500.0,-43.661068,0.06106578
375,0.8759279,0.05,7520.0,0.1,0.10619793,0.2038941,37600.0,-42.326912,0.061040007
376,0.875935,0.04,7540.0,0.05,0.10620364,0.20389046,37700.0,-41.5053,0.0610116
377,0.87591505,0.02,7560.0,0.0,0.10618931,0.2038947,37800.0,-47.893036,0.060989715
378,0.8759211,0.03,7580.0,0.1,0.10619395,0.20389508,37900.0,-42.727264,0.06097135
379,0.8759152,0.04,7600.0,0.05,0.10619225,0.20389773,38000.0,-42.795235,0.06094027
380,0.8758936,0.03,7620.0,0.0,0.10618546,0.2038982,38100.0,-45.820473,0.06094072
381,0.87586236,0.07,7640.0,0.05,0.10617653,0.2038908,38200.0,-44.72588,0.06090844
382,0.87587374,0.02,7660.0,0.0,0.10617179,0.20388992,38300.0,-47.01963,0.06087742
383,0.8758574,0.07,7680.0,0.0,0.10617285,0.20389433,38400.0,-44.889313,0.06084526
384,0.8758495,0.03,7700.0,0.05,0.10616078,0.20389391,38500.0,-44.18826,0.060811926
385,0.875851,0.03,7720.0,0.0,0.10615694,0.20389251,38600.0,-45.123024,0.06078229
386,0.8758495,0.05,7740.0,0.0,0.10615373,0.20389311,38700.0,-44.51349,0.06079199
387,0.8758761,0.02,7760.0,0.05,0.10617322,0.20389278,38800.0,-43.448406,0.060789105
388,0.8758703,0.05,7780.0,0.15,0.10616928,0.20389044,38900.0,-39.465126,0.060771953
389,0.8758474,0.03,7800.0,0.0,0.10616169,0.20389041,39000.0,-47.060455,0.060751136
390,0.87585264,0.02,7820.0,0.0,0.106166035,0.20388986,39100.0,-47.835915,0.060726717
391,0.87580156,0.03,7840.0,0.1,0.106154144,0.20388466,39200.0,-41.247437,0.060730934
392,0.87579685,0.05,7860.0,0.05,0.106143914,0.20388658,39300.0,-43.265022,0.060699493
393,0.8757887,0.1,7880.0,0.0,0.106143326,0.20388657,39400.0,-39.36717,0.060668014
394,0.87578624,0.04,7900.0,0.05,0.10613666,0.20388299,39500.0,-41.079876,0.06065364
395,0.8757883,0.04,7920.0,0.0,0.106133245,0.20387436,39600.0,-48.173088,0.060642324
396,0.8758168,0.04,7940.0,0.05,0.10613733,0.203876,39700.0,-43.41692,0.060614806
397,0.87584263,0.01,7960.0,0.05,0.10614564,0.20387909,39800.0,-44.022377,0.060597777
398,0.8758397,0.02,7980.0,0.05,0.106144466,0.20388483,39900.0,-44.535637,0.06058354
399,0.8758306,0.03,8000.0,0.0,0.10614282,0.20388663,40000.0,-45.571026,0.060585596
400,0.87581474,0.07,8020.0,0.0,0.10614183,0.20388517,40100.0,-45.386852,0.060593482
401,0.87581724,0.03,8040.0,0.1,0.10613948,0.2038823,40200.0,-42.480923,0.060595956
402,0.87583715,0.03,8060.0,0.05,0.10615516,0.20388262,40300.0,-44.36857,0.060587555
403,0.875843,0.02,8080.0,0.1,0.106149755,0.20388289,40400.0,-41.180824,0.06060117
404,0.87583613,0.04,8100.0,0.0,0.106152445,0.20387848,40500.0,-46.872383,0.060600147
405,0.8758629,0.03,8120.0,0.05,0.10615627,0.20388074,40600.0,-40.800385,0.060580082
406,0.87585354,0.03,8140.0,0.05,0.10616225,0.20388494,40700.0,-41.501915,0.060560282
407,0.8758745,0.03,8160.0,0.0,0.10617647,0.20387854,40800.0,-45.25153,0.06055907
408,0.875892,0.03,8180.0,0.0,0.106181085,0.20387974,40900.0,-39.866573,0.060548414
409,0.875897,0.02,8200.0,0.05,0.10617491,0.2038792,41000.0,-43.798717,0.060543112
410,0.87588054,0.03,8220.0,0.05,0.10616494,0.2038762,41100.0,-44.051155,0.060530294
411,0.8758867,0.05,8240.0,0.0,0.106164,0.20387663,41200.0,-45.26951,0.060512155
412,0.87591076,0.01,8260.0,0.05,0.10617436,0.20387274,41300.0,-43.31904,0.060498532
413,0.875911,0.04,8280.0,0.0,0.106172085,0.20387547,41400.0,-44.60186,0.060480986
414,0.8758874,0.05,8300.0,0.1,0.106173635,0.20387848,41500.0,-38.21993,0.060459133
415,0.8758931,0.04,8320.0,0.0,0.10617587,0.20387705,41600.0,-44.579704,0.060440443
416,0.8759063,0.02,8340.0,0.05,0.10618522,0.20387965,41700.0,-41.58384,0.06041309
417,0.8758912,0.06,8360.0,0.0,0.1061937,0.20388345,41800.0,-46.0286,0.060383245
418,0.87590367,0.05,8380.0,0.05,0.10618254,0.20388438,41900.0,-42.148182,0.0603847
419,0.8759137,0.04,8400.0,0.0,0.10617771,0.20388053,42000.0,-45.49798,0.06037196
420,0.8759365,0.03,8420.0,0.05,0.10619665,0.20388125,42100.0,-46.001602,0.060341313
421,0.87593985,0.05,8440.0,0.1,0.106200635,0.20388632,42200.0,-36.955364,0.06030793
422,0.875936,0.01,8460.0,0.05,0.10619896,0.20388578,42300.0,-43.647453,0.060300585
423,0.87595415,0.04,8480.0,0.0,0.10618042,0.20388487,42400.0,-45.21935,0.0602692
424,0.875967,0.05,8500.0,0.1,0.106170595,0.20388794,42500.0,-38.640797,0.06024562
425,0.8759591,0.02,8520.0,0.05,0.10616293,0.20388904,42600.0,-42.434917,0.060220204
426,0.87595296,0.04,8540.0,0.05,0.10616645,0.20388672,42700.0,-43.545643,0.06020965
427,0.87592477,0.0,8560.0,0.0,0.106165625,0.20388834,42800.0,-46.044804,0.06018188
428,0.8759208,0.02,8580.0,0.1,0.10617554,0.20388937,42900.0,-41.193058,0.060164608
429,0.87593985,0.04,8600.0,0.0,0.10619017,0.2038867,43000.0,-46.239883,0.06014749
430,0.87596804,0.06,8620.0,0.05,0.1062,0.20389034,43100.0,-45.75955,0.060145296
431,0.8759711,0.04,8640.0,0.05,0.10619065,0.20388857,43200.0,-44.689068,0.060123958
432,0.87595326,0.05,8660.0,0.05,0.10617354,0.20388639,43300.0,-36.94412,0.060113568
433,0.8759696,0.02,8680.0,0.0,0.10618025,0.20388281,43400.0,-45.75782,0.060115118
434,0.8759945,0.02,8700.0,0.0,0.10619833,0.20388332,43500.0,-44.37252,0.060109038
435,0.87596756,0.05,8720.0,0.0,0.10619354,0.20387882,43600.0,-46.78631,0.06010634
436,0.8759642,0.01,8740.0,0.05,0.10618043,0.20388038,43700.0,-42.805344,0.06009352
437,0.8759718,0.02,8760.0,0.05,0.106182694,0.20388037,43800.0,-41.404964,0.060079094
438,0.8759506,0.12,8780.0,0.15,0.106173836,0.20387968,43900.0,-40.068176,0.060063276
439,0.8759605,0.05,8800.0,0.0,0.10618063,0.20387597,44000.0,-43.001152,0.06006329
440,0.8759559,0.01,8820.0,0.05,0.10617057,0.2038713,44100.0,-47.048145,0.0600622
441,0.8759814,0.02,8840.0,0.05,0.10616214,0.20386864,44200.0,-42.9129,0.060048915
442,0.87598306,0.02,8860.0,0.05,0.10615644,0.20387062,44300.0,-45.082527,0.06003349
443,0.875989,0.03,8880.0,0.0,0.10615834,0.20386839,44400.0,-45.3103,0.060029075
444,0.8759961,0.07,8900.0,0.0,0.10614792,0.20387302,44500.0,-44.59479,0.060024265
445,0.87600803,0.0,8920.0,0.0,0.10615047,0.20387499,44600.0,-47.68906,0.06000824
446,0.87599653,0.03,8940.0,0.1,0.106131576,0.20387436,44700.0,-39.792538,0.05999463
447,0.8759853,0.06,8960.0,0.05,0.1061292,0.20387712,44800.0,-42.872334,0.059973594
448,0.8759651,0.06,8980.0,0.0,0.106117584,0.20387802,44900.0,-46.988777,0.059966374
449,0.8759811,0.03,9000.0,0.05,0.10613138,0.20387894,45000.0,-45.381172,0.059954815
450,0.87601846,0.03,9020.0,0.0,0.10614165,0.20387636,45100.0,-45.384254,0.059954625
451,0.87603116,0.05,9040.0,0.0,0.10614189,0.20387486,45200.0,-45.85835,0.05994635
452,0.8760319,0.03,9060.0,0.05,0.106134,0.2038737,45300.0,-44.59489,0.059933133
453,0.8760361,0.03,9080.0,0.05,0.10613567,0.20387106,45400.0,-44.438602,0.05991578
454,0.8760317,0.03,9100.0,0.1,0.10613028,0.20387222,45500.0,-39.718544,0.059895527
455,0.8760422,0.03,9120.0,0.0,0.10613328,0.20387031,45600.0,-46.716087,0.059873253
456,0.8760445,0.05,9140.0,0.0,0.10613605,0.203872,45700.0,-46.253834,0.059856284
457,0.87605596,0.04,9160.0,0.0,0.10614302,0.2038693,45800.0,-45.52624,0.059832282
458,0.8760186,0.08,9180.0,0.2,0.106128216,0.20386907,45900.0,-36.152287,0.059815783
459,0.87601644,0.0,9200.0,0.05,0.1061239,0.20386669,46000.0,-45.478413,0.059804574
460,0.8760093,0.05,9220.0,0.0,0.10611857,0.20386231,46100.0,-46.234367,0.05979824
461,0.8759928,0.04,9240.0,0.0,0.10612526,0.2038638,46200.0,-45.775864,0.05978993
462,0.8759938,0.02,9260.0,0.05,0.10612472,0.20386146,46300.0,-44.35325,0.059767548
463,0.87599593,0.02,9280.0,0.05,0.10612031,0.20386484,46400.0,-43.734577,0.05975074
464,0.87598974,0.03,9300.0,0.0,0.10611659,0.2038626,46500.0,-47.20542,0.05974296
465,0.8759732,0.01,9320.0,0.05,0.10611232,0.20386362,46600.0,-39.88271,0.05972581
466,0.875962,0.03,9340.0,0.05,0.10610733,0.20386456,46700.0,-41.52449,0.059710372
467,0.8759672,0.02,9360.0,0.0,0.106118254,0.20386387,46800.0,-46.647575,0.059703685
468,0.87595886,0.04,9380.0,0.0,0.10612291,0.20386165,46900.0,-46.634075,0.05968826
469,0.87597173,0.03,9400.0,0.0,0.10612861,0.20386347,47000.0,-43.794327,0.059671536
470,0.875968,0.05,9420.0,0.0,0.106138,0.20385772,47100.0,-45.392212,0.05965739
471,0.8759828,0.02,9440.0,0.1,0.10614676,0.2038598,47200.0,-43.269844,0.0596433
472,0.8759802,0.03,9460.0,0.1,0.10614661,0.20386063,47300.0,-38.63062,0.05964058
473,0.8760028,0.04,9480.0,0.0,0.106162645,0.203857,47400.0,-46.245686,0.059624147
474,0.8759988,0.03,9500.0,0.05,0.106170356,0.20385478,47500.0,-44.028763,0.05960557
475,0.87600183,0.01,9520.0,0.0,0.10617421,0.2038571,47600.0,-48.681145,0.0595846
476,0.8760225,0.01,9540.0,0.05,0.10617862,0.20386125,47700.0,-43.385,0.05956794
477,0.87600607,0.07,9560.0,0.0,0.10618401,0.2038616,47800.0,-43.93253,0.05956127
478,0.8760118,0.03,9580.0,0.0,0.10617403,0.20386347,47900.0,-46.377316,0.05953887
479,0.8760341,0.04,9600.0,0.05,0.10618493,0.20386462,48000.0,-44.827526,0.059519347
480,0.8760443,0.06,9620.0,0.0,0.10618127,0.20386297,48100.0,-47.398457,0.05950638
481,0.8760465,0.0,9640.0,0.05,0.10617811,0.20386218,48200.0,-44.68779,0.059491586
482,0.8760538,0.01,9660.0,0.0,0.1061761,0.20386302,48300.0,-45.722054,0.059470445
483,0.8760622,0.05,9680.0,0.0,0.106178306,0.20386341,48400.0,-47.206768,0.05945032
484,0.8761042,0.06,9700.0,0.0,0.106192864,0.20386636,48500.0,-46.431286,0.059422173
485,0.876086,0.01,9720.0,0.05,0.10618963,0.20386514,48600.0,-44.139668,0.05940139
486,0.8760969,0.03,9740.0,0.0,0.10619279,0.20386462,48700.0,-47.81243,0.059386276
487,0.87608606,0.04,9760.0,0.05,0.106185324,0.20386578,48800.0,-44.94392,0.059366927
488,0.8760895,0.06,9780.0,0.1,0.10618061,0.20386629,48900.0,-42.076256,0.059344627
489,0.8760943,0.07,9800.0,0.0,0.10618401,0.20386921,49000.0,-47.95089,0.05932163
490,0.87609106,0.01,9820.0,0.0,0.106182374,0.20386922,49100.0,-46.415184,0.05932115
491,0.8761123,0.03,9840.0,0.05,0.10619128,0.20387511,49200.0,-44.79527,0.059303954
492,0.8761065,0.04,9860.0,0.1,0.106191956,0.2038698,49300.0,-40.992126,0.059279118
493,0.8760936,0.04,9880.0,0.05,0.10618403,0.20386405,49400.0,-43.446068,0.059257545
494,0.87609106,0.05,9900.0,0.05,0.10618228,0.20386392,49500.0,-41.794125,0.05924918
495,0.8760999,0.01,9920.0,0.05,0.10617676,0.20387138,49600.0,-42.923588,0.059224334
496,0.8760967,0.04,9940.0,0.05,0.10617892,0.2038703,49700.0,-45.54104,0.0592016
497,0.8760848,0.02,9960.0,0.0,0.10616688,0.20387214,49800.0,-44.689583,0.059215594
498,0.8760813,0.01,9980.0,0.0,0.1061646,0.20386723,49900.0,-45.828987,0.059216596
499,0.87608856,0.01,10000.0,0.05,0.106170714,0.20386818,50000.0,-44.734417,0.059209965
500,0.8760856,0.05,10020.0,0.05,0.10617697,0.20386766,50100.0,-41.410946,0.059215356
501,0.876108,0.01,10040.0,0.0,0.10618377,0.20386574,50200.0,-47.78368,0.059237953
502,0.8761197,0.02,10060.0,0.0,0.10619215,0.2038701,50300.0,-46.965706,0.059223548
