epoch,stats_g/mean,train/success_rate,test/episode,test/success_rate,stats_g/std,stats_o/mean,train/episode,test/mean_Q,stats_o/std
503,0.8761234,0.04,10080.0,0.0,0.10619607,0.20386827,50400.0,-41.221214,0.059212834
504,0.87612516,0.03,10100.0,0.0,0.10619352,0.20386237,50500.0,-44.37011,0.05922547
505,0.8761173,0.07,10120.0,0.0,0.106192864,0.20385954,50600.0,-47.932472,0.059257768
506,0.8761036,0.0,10140.0,0.0,0.10618213,0.20386453,50700.0,-47.943703,0.059260536
507,0.87608725,0.04,10160.0,0.0,0.106179185,0.20386118,50800.0,-44.228764,0.05924763
508,0.8760831,0.02,10180.0,0.05,0.10618272,0.20386119,50900.0,-43.775333,0.059228152
509,0.87606364,0.04,10200.0,0.0,0.106170855,0.2038609,51000.0,-47.6026,0.059221912
510,0.87607193,0.0,10220.0,0.05,0.10617354,0.203856,51100.0,-43.88479,0.059227914
511,0.87606263,0.03,10240.0,0.0,0.10617244,0.2038571,51200.0,-44.473785,0.059224863
512,0.8760548,0.07,10260.0,0.05,0.10617139,0.20385846,51300.0,-42.569874,0.059209656
513,0.8760285,0.06,10280.0,0.05,0.10616361,0.20386268,51400.0,-40.291607,0.059210744
514,0.8760562,0.01,10300.0,0.0,0.10616765,0.2038628,51500.0,-45.76423,0.059195355
515,0.87606627,0.02,10320.0,0.1,0.10616472,0.2038576,51600.0,-37.080418,0.05918818
516,0.87606555,0.04,10340.0,0.0,0.10616361,0.20385954,51700.0,-41.707306,0.05917213
517,0.87606573,0.04,10360.0,0.0,0.10616684,0.20386736,51800.0,-44.060757,0.059168514
518,0.87606853,0.06,10380.0,0.05,0.106167816,0.20386705,51900.0,-43.91734,0.059173018
519,0.8760729,0.04,10400.0,0.0,0.10616966,0.20386758,52000.0,-46.64151,0.059163295
520,0.87609214,0.04,10420.0,0.1,0.1061751,0.2038664,52100.0,-38.01586,0.05915803
521,0.87608224,0.02,10440.0,0.0,0.10617397,0.2038645,52200.0,-40.262566,0.059178963
522,0.8760815,0.04,10460.0,0.05,0.10617859,0.20386496,52300.0,-43.78142,0.05916848
523,0.87607354,0.07,10480.0,0.05,0.10617515,0.20386574,52400.0,-44.12625,0.059152983
524,0.8760783,0.07,10500.0,0.0,0.1061675,0.20386644,52500.0,-42.281395,0.059130177
525,0.87608546,0.04,10520.0,0.1,0.1061606,0.20386758,52600.0,-39.560467,0.059114575
526,0.87608665,0.06,10540.0,0.15,0.10615339,0.20386657,52700.0,-36.00249,0.059104327
527,0.87609005,0.05,10560.0,0.1,0.106158376,0.20386279,52800.0,-40.71589,0.05908706
528,0.8760944,0.01,10580.0,0.1,0.106164314,0.20386156,52900.0,-40.76272,0.05906645
529,0.87609726,0.05,10600.0,0.0,0.10615928,0.20386314,53000.0,-47.01866,0.05906344
530,0.8761065,0.04,10620.0,0.05,0.10615611,0.20386766,53100.0,-43.472904,0.059048686
531,0.8761087,0.06,10640.0,0.0,0.1061571,0.203865,53200.0,-41.72586,0.05903765
532,0.876101,0.1,10660.0,0.05,0.10614409,0.20386826,53300.0,-42.270767,0.059040345
533,0.87608576,0.03,10680.0,0.05,0.106137596,0.20386949,53400.0,-41.1742,0.059044633
534,0.87610453,0.07,10700.0,0.1,0.106143914,0.20386739,53500.0,-40.34945,0.059029352
535,0.87610173,0.03,10720.0,0.15,0.106134355,0.20386438,53600.0,-39.755226,0.059074845
536,0.8761182,0.06,10740.0,0.1,0.10614896,0.2038596,53700.0,-38.00013,0.05907927
537,0.8761101,0.04,10760.0,0.05,0.10614892,0.20385762,53800.0,-45.08297,0.059096932
538,0.87609833,0.05,10780.0,0.0,0.10614141,0.2038573,53900.0,-43.96404,0.05909722
539,0.8761093,0.03,10800.0,0.0,0.106148124,0.20385775,54000.0,-47.860424,0.059135534
540,0.87610817,0.03,10820.0,0.0,0.106151484,0.20385969,54100.0,-46.319843,0.059138123
541,0.8761008,0.07,10840.0,0.1,0.1061494,0.20386761,54200.0,-42.930134,0.0592025
542,0.87609696,0.01,10860.0,0.1,0.106139936,0.2038727,54300.0,-41.555733,0.059246488
543,0.8760867,0.04,10880.0,0.05,0.106140815,0.20387577,54400.0,-39.23461,0.059356116
544,0.87608624,0.03,10900.0,0.1,0.106143825,0.20387988,54500.0,-38.0305,0.059535228
545,0.876087,0.03,10920.0,0.05,0.10613821,0.20387672,54600.0,-35.616455,0.059584886
546,0.876095,0.02,10940.0,0.1,0.1061481,0.20387706,54700.0,-41.14373,0.05965168
547,0.87608653,0.05,10960.0,0.0,0.10614791,0.20388336,54800.0,-41.544964,0.059717353
548,0.8761041,0.05,10980.0,0.1,0.10614067,0.20388603,54900.0,-35.307938,0.05976438
549,0.8761111,0.04,11000.0,0.15,0.10615007,0.20388731,55000.0,-35.659866,0.059829455
550,0.8761144,0.04,11020.0,0.05,0.10615548,0.20388761,55100.0,-40.289032,0.05984178
551,0.87610435,0.03,11040.0,0.0,0.10615051,0.20388894,55200.0,-41.076786,0.05986775
552,0.87610465,0.02,11060.0,0.0,0.106157504,0.2038934,55300.0,-41.942787,0.059882637
553,0.87611264,0.03,11080.0,0.2,0.10616686,0.2038918,55400.0,-37.94233,0.05988496
554,0.87611526,0.03,11100.0,0.05,0.1061632,0.2038906,55500.0,-40.269875,0.059887014
555,0.87610644,0.05,11120.0,0.0,0.106157295,0.203893,55600.0,-44.305164,0.05988894
556,0.8760918,0.02,11140.0,0.0,0.106148265,0.2038919,55700.0,-40.601593,0.05990447
557,0.87608653,0.06,11160.0,0.0,0.10614725,0.20389463,55800.0,-45.009533,0.059898373
558,0.8760722,0.02,11180.0,0.05,0.10614733,0.20389706,55900.0,-39.98021,0.059878636
559,0.87607867,0.03,11200.0,0.1,0.10615367,0.20389841,56000.0,-42.20611,0.059883963
560,0.8760826,0.02,11220.0,0.0,0.10615248,0.20389652,56100.0,-45.45317,0.05989018
561,0.8760867,0.02,11240.0,0.0,0.10615498,0.20389937,56200.0,-46.21319,0.05989358
562,0.87609035,0.05,11260.0,0.05,0.106155336,0.20390117,56300.0,-39.862774,0.059880678
563,0.87610024,0.03,11280.0,0.0,0.10615847,0.20390232,56400.0,-42.925323,0.0598645
564,0.8761118,0.04,11300.0,0.0,0.10615555,0.20389982,56500.0,-42.95699,0.059862744
565,0.8761077,0.09,11320.0,0.0,0.10615399,0.20389515,56600.0,-44.766308,0.059860144
566,0.87610465,0.04,11340.0,0.0,0.106148355,0.20389357,56700.0,-46.684196,0.059843887
567,0.8761137,0.05,11360.0,0.0,0.10615156,0.2038921,56800.0,-41.337433,0.059859857
568,0.87609917,0.04,11380.0,0.05,0.106149994,0.20389198,56900.0,-42.50369,0.059872154
569,0.87609005,0.02,11400.0,0.0,0.10615295,0.20389248,57000.0,-44.659668,0.059863497
570,0.8760906,0.07,11420.0,0.1,0.10615019,0.20389336,57100.0,-41.14498,0.059861273
571,0.87609524,0.05,11440.0,0.0,0.10615331,0.20389427,57200.0,-43.84597,0.059858203
572,0.87609094,0.08,11460.0,0.05,0.10615331,0.20389518,57300.0,-42.84337,0.05984895
573,0.87608904,0.04,11480.0,0.0,0.106152765,0.20389539,57400.0,-43.331696,0.059840012
574,0.8760907,0.03,11500.0,0.0,0.106158376,0.20389517,57500.0,-45.409637,0.0598261
575,0.87610096,0.04,11520.0,0.0,0.1061564,0.20389748,57600.0,-42.43638,0.05981713
576,0.8760999,0.05,11540.0,0.05,0.10615847,0.20389389,57700.0,-42.015347,0.059801687
577,0.8760863,0.06,11560.0,0.0,0.106153965,0.20388803,57800.0,-46.4582,0.05981441
578,0.8760836,0.02,11580.0,0.0,0.106152296,0.20388608,57900.0,-44.627544,0.059797384
579,0.87607616,0.03,11600.0,0.05,0.106154166,0.2038889,58000.0,-41.734344,0.05978088
580,0.87608284,0.02,11620.0,0.05,0.106154025,0.20389202,58100.0,-40.59658,0.059778895
581,0.87608814,0.01,11640.0,0.0,0.106145225,0.20389101,58200.0,-42.581215,0.0597645
582,0.8761039,0.05,11660.0,0.0,0.106151246,0.20388786,58300.0,-47.456753,0.059752986
583,0.8761179,0.06,11680.0,0.05,0.10615901,0.20388833,58400.0,-43.60487,0.059734426
584,0.87612647,0.05,11700.0,0.0,0.106157206,0.20388891,58500.0,-42.249367,0.059728857
585,0.8761172,0.05,11720.0,0.1,0.10615634,0.20389223,58600.0,-40.764973,0.059721213
586,0.87610626,0.02,11740.0,0.05,0.106158994,0.2038948,58700.0,-41.87824,0.059724785
587,0.87610024,0.05,11760.0,0.05,0.10615001,0.20389572,58800.0,-38.388405,0.05972699
588,0.8761118,0.02,11780.0,0.05,0.106157474,0.20389515,58900.0,-36.61269,0.059725408
589,0.87611985,0.05,11800.0,0.1,0.10614913,0.20389026,59000.0,-40.909367,0.059721015
590,0.8761175,0.03,11820.0,0.0,0.106146276,0.2038932,59100.0,-43.34026,0.059703823
591,0.8761091,0.05,11840.0,0.05,0.106137544,0.2038955,59200.0,-36.502308,0.059687473
592,0.8760877,0.04,11860.0,0.0,0.10612864,0.20389815,59300.0,-45.842125,0.059670534
593,0.8760769,0.05,11880.0,0.05,0.10612178,0.20389754,59400.0,-41.156364,0.05966175
594,0.87605304,0.01,11900.0,0.0,0.106119655,0.20389868,59500.0,-42.71485,0.05964999
595,0.87606287,0.03,11920.0,0.0,0.106120564,0.20389825,59600.0,-42.043694,0.05965446
596,0.876065,0.02,11940.0,0.1,0.106129825,0.20389816,59700.0,-35.575085,0.05963971
597,0.8760553,0.04,11960.0,0.05,0.10611669,0.20389748,59800.0,-40.771835,0.059651602
598,0.8760576,0.05,11980.0,0.0,0.10611168,0.20389886,59900.0,-46.408577,0.059636373
599,0.8760515,0.06,12000.0,0.0,0.106110536,0.2039019,60000.0,-43.303654,0.059626404
600,0.87605006,0.01,12020.0,0.05,0.10611048,0.20390503,60100.0,-41.306118,0.059622474
601,0.8760355,0.02,12040.0,0.0,0.10609937,0.20390785,60200.0,-43.005344,0.059619784
602,0.8760508,0.02,12060.0,0.0,0.1061063,0.20390528,60300.0,-41.3728,0.059621047
603,0.87607354,0.03,12080.0,0.1,0.10610777,0.20390731,60400.0,-40.38024,0.059609514
604,0.8760721,0.05,12100.0,0.05,0.106117226,0.20391089,60500.0,-39.981216,0.059601083
605,0.8760648,0.04,12120.0,0.05,0.106109954,0.2039126,60600.0,-40.5867,0.059598237
606,0.8760626,0.01,12140.0,0.0,0.10611347,0.20391373,60700.0,-45.582813,0.059592694
607,0.8760469,0.03,12160.0,0.0,0.10610944,0.20391382,60800.0,-44.824684,0.059604093
608,0.8760302,0.05,12180.0,0.05,0.10611069,0.20391405,60900.0,-42.87768,0.05962898
609,0.87603027,0.03,12200.0,0.05,0.10612016,0.20391291,61000.0,-41.992256,0.05962386
610,0.87604123,0.04,12220.0,0.05,0.106130086,0.20391235,61100.0,-44.83527,0.059644286
611,0.87603647,0.04,12240.0,0.0,0.1061309,0.20391443,61200.0,-45.174313,0.0596473
612,0.87603474,0.04,12260.0,0.05,0.10613433,0.20391783,61300.0,-41.015526,0.059653
613,0.87601733,0.06,12280.0,0.0,0.106125616,0.20391914,61400.0,-45.46786,0.05964546
614,0.87601495,0.04,12300.0,0.0,0.10612023,0.20391895,61500.0,-45.75138,0.059643764
615,0.87601155,0.01,12320.0,0.05,0.10612138,0.2039166,61600.0,-40.34534,0.05965292
616,0.8760237,0.05,12340.0,0.0,0.10611713,0.20391758,61700.0,-42.02168,0.059651393
617,0.87602204,0.0,12360.0,0.05,0.1061067,0.20391855,61800.0,-42.265896,0.059663665
618,0.8760236,0.07,12380.0,0.0,0.10610541,0.20392323,61900.0,-41.63325,0.059655417
619,0.87601095,0.05,12400.0,0.0,0.10610998,0.20392437,62000.0,-44.84783,0.059648715
620,0.8760054,0.04,12420.0,0.05,0.106110476,0.20392528,62100.0,-42.405922,0.059643403
621,0.87600493,0.03,12440.0,0.0,0.106102586,0.20392375,62200.0,-43.49111,0.059651785
622,0.87601566,0.02,12460.0,0.05,0.10610926,0.20392615,62300.0,-42.683266,0.059655704
623,0.8760078,0.08,12480.0,0.0,0.10611089,0.2039254,62400.0,-45.259247,0.059649482
624,0.87601596,0.04,12500.0,0.05,0.106116824,0.2039265,62500.0,-37.73887,0.05963598
625,0.8759977,0.04,12520.0,0.0,0.10611206,0.20392615,62600.0,-38.779266,0.059631225
626,0.87598246,0.04,12540.0,0.05,0.10610589,0.20392723,62700.0,-41.015602,0.059637275
627,0.87598497,0.04,12560.0,0.0,0.10610763,0.20392719,62800.0,-42.608276,0.059631705
628,0.8759864,0.02,12580.0,0.05,0.1061103,0.20392458,62900.0,-44.833427,0.059635922
629,0.8759942,0.04,12600.0,0.05,0.10611075,0.20392372,63000.0,-37.291054,0.05965075
630,0.8759809,0.04,12620.0,0.0,0.10610888,0.20392397,63100.0,-46.871037,0.059676573
631,0.87598366,0.03,12640.0,0.1,0.10610855,0.2039247,63200.0,-35.375443,0.059673645
632,0.875964,0.06,12660.0,0.15,0.10610279,0.2039239,63300.0,-31.786749,0.059711836
633,0.8759803,0.06,12680.0,0.0,0.10610336,0.20392114,63400.0,-45.972374,0.059723843
634,0.87599427,0.03,12700.0,0.0,0.10610784,0.20391682,63500.0,-45.11351,0.059727784
635,0.87601227,0.01,12720.0,0.0,0.10611943,0.20391737,63600.0,-43.54255,0.059726488
636,0.8760054,0.06,12740.0,0.05,0.10611981,0.2039164,63700.0,-36.7598,0.059727937
637,0.8760109,0.02,12760.0,0.0,0.10612339,0.20391704,63800.0,-35.847218,0.059732422
638,0.8760269,0.03,12780.0,0.05,0.10611871,0.20391855,63900.0,-41.626823,0.05973434
639,0.87602395,0.05,12800.0,0.05,0.10611827,0.20391892,64000.0,-38.117165,0.059728846
640,0.876014,0.05,12820.0,0.0,0.1061211,0.20391555,64100.0,-40.41355,0.059720002
641,0.87603205,0.01,12840.0,0.0,0.106133215,0.2039163,64200.0,-38.630318,0.059713483
642,0.8760275,0.06,12860.0,0.05,0.1061311,0.20391777,64300.0,-36.098656,0.05970809
643,0.8760237,0.05,12880.0,0.0,0.10612679,0.20391905,64400.0,-41.704964,0.05970771
644,0.8760188,0.03,12900.0,0.05,0.10613219,0.20392111,64500.0,-38.554596,0.05969436
645,0.87602216,0.02,12920.0,0.05,0.10612938,0.20391831,64600.0,-39.99975,0.059682034
646,0.8760248,0.02,12940.0,0.1,0.1061332,0.20391825,64700.0,-35.63163,0.059694074
647,0.8760214,0.02,12960.0,0.0,0.10612986,0.20391738,64800.0,-40.233612,0.059678294
648,0.8760371,0.07,12980.0,0.0,0.10613393,0.20391841,64900.0,-42.886658,0.059666052
649,0.87603664,0.06,13000.0,0.05,0.10613509,0.20391895,65000.0,-43.55935,0.059652854
650,0.87603575,0.01,13020.0,0.0,0.1061365,0.20392099,65100.0,-43.183235,0.059636258
651,0.8760421,0.01,13040.0,0.15,0.10613354,0.20391974,65200.0,-34.292683,0.059623867
652,0.8760555,0.03,13060.0,0.0,0.10614109,0.20391841,65300.0,-42.47573,0.059615254
653,0.8760504,0.04,13080.0,0.05,0.10614344,0.20392051,65400.0,-43.238873,0.05960418
654,0.8760426,0.04,13100.0,0.1,0.10614208,0.2039188,65500.0,-41.009514,0.059594296
655,0.87605166,0.04,13120.0,0.0,0.10614035,0.20391901,65600.0,-43.03587,0.059588257
656,0.8760504,0.05,13140.0,0.05,0.106133126,0.2039201,65700.0,-40.99425,0.059573554
657,0.8760607,0.04,13160.0,0.15,0.10613086,0.20392062,65800.0,-38.477837,0.05957048
658,0.8760584,0.03,13180.0,0.0,0.10612359,0.20392114,65900.0,-42.450787,0.05956146
659,0.8760593,0.05,13200.0,0.05,0.10612074,0.20392247,66000.0,-42.869606,0.059548054
660,0.87606645,0.04,13220.0,0.1,0.10611997,0.20392042,66100.0,-39.639107,0.059529267
661,0.8760619,0.0,13240.0,0.05,0.10611426,0.20392315,66200.0,-39.765045,0.059511866
662,0.8760476,0.04,13260.0,0.0,0.10611185,0.20392157,66300.0,-44.41953,0.059497528
663,0.8760521,0.03,13280.0,0.0,0.106108874,0.20392221,66400.0,-45.026257,0.059477318
664,0.8760713,0.05,13300.0,0.1,0.106111646,0.20392501,66500.0,-40.318436,0.05945897
665,0.8760845,0.04,13320.0,0.05,0.10611861,0.20392716,66600.0,-43.060413,0.059466228
666,0.8760857,0.02,13340.0,0.0,0.106126934,0.20392689,66700.0,-45.951984,0.05944761
667,0.8760698,0.05,13360.0,0.05,0.106130324,0.20393005,66800.0,-43.245617,0.059428506
668,0.8760671,0.01,13380.0,0.05,0.10613471,0.2039322,66900.0,-44.377556,0.05941241
669,0.8760579,0.04,13400.0,0.0,0.10613177,0.20393284,67000.0,-45.51705,0.05939635
670,0.8760729,0.03,13420.0,0.0,0.106136404,0.20393509,67100.0,-46.173588,0.05939673
671,0.87606645,0.03,13440.0,0.05,0.106137365,0.20393535,67200.0,-44.65951,0.059383
672,0.87606436,0.05,13460.0,0.0,0.106146075,0.20393611,67300.0,-47.98439,0.059370648
673,0.8760478,0.0,13480.0,0.0,0.10613433,0.20393807,67400.0,-48.157806,0.05935281
674,0.87604785,0.01,13500.0,0.15,0.106141426,0.20393427,67500.0,-38.49386,0.059342623
675,0.8760567,0.06,13520.0,0.0,0.10614779,0.20393467,67600.0,-47.98588,0.059321783
676,0.87604696,0.03,13540.0,0.1,0.10613649,0.2039353,67700.0,-43.42352,0.059314966
677,0.8760511,0.03,13560.0,0.0,0.10614253,0.20393528,67800.0,-45.411755,0.05929337
678,0.8760426,0.02,13580.0,0.05,0.10614041,0.20393693,67900.0,-44.4621,0.05928835
679,0.8760292,0.05,13600.0,0.05,0.10613024,0.20393844,68000.0,-45.313282,0.05928688
680,0.8760328,0.02,13620.0,0.0,0.10613798,0.203938,68100.0,-45.666855,0.05927086
681,0.8760322,0.02,13640.0,0.0,0.10612744,0.20393963,68200.0,-45.975876,0.059260193
682,0.8760438,0.03,13660.0,0.0,0.10612818,0.203938,68300.0,-46.1753,0.059238557
683,0.876038,0.03,13680.0,0.0,0.10612299,0.20393904,68400.0,-49.25565,0.059222512
684,0.8760419,0.02,13700.0,0.0,0.10612922,0.20394096,68500.0,-43.980995,0.05920478
685,0.8760271,0.03,13720.0,0.1,0.10613207,0.20394333,68600.0,-39.96444,0.05919542
686,0.8760304,0.03,13740.0,0.0,0.10612601,0.20394629,68700.0,-46.778603,0.05917788
687,0.87604403,0.05,13760.0,0.05,0.10612766,0.20394917,68800.0,-45.79992,0.05916679
688,0.8760488,0.03,13780.0,0.0,0.106133334,0.20394436,68900.0,-47.51419,0.059154235
689,0.8760581,0.04,13800.0,0.05,0.10613006,0.20394848,69000.0,-41.52864,0.05914011
690,0.8760681,0.0,13820.0,0.05,0.106133044,0.20394434,69100.0,-46.724102,0.059127778
691,0.87606746,0.06,13840.0,0.0,0.106125206,0.20394291,69200.0,-46.712803,0.05913775
692,0.87608415,0.02,13860.0,0.0,0.106136106,0.20394318,69300.0,-44.289143,0.059122354
693,0.876086,0.03,13880.0,0.0,0.10613794,0.2039462,69400.0,-44.619514,0.059110127
694,0.87608105,0.05,13900.0,0.05,0.106134675,0.20394582,69500.0,-44.98711,0.05909439
695,0.8760833,0.05,13920.0,0.0,0.10613036,0.20394789,69600.0,-42.88656,0.059083343
696,0.87607175,0.0,13940.0,0.05,0.10612217,0.20394823,69700.0,-44.099247,0.059074506
697,0.8760546,0.04,13960.0,0.0,0.10611582,0.20394753,69800.0,-45.041992,0.059066128
698,0.87605906,0.04,13980.0,0.15,0.106117405,0.203946,69900.0,-41.802315,0.059051976
699,0.87605745,0.02,14000.0,0.05,0.10611138,0.20394164,70000.0,-43.551445,0.05904155
700,0.87605745,0.02,14020.0,0.1,0.10610821,0.20394112,70100.0,-44.182777,0.059024885
701,0.8760573,0.06,14040.0,0.0,0.10610952,0.2039413,70200.0,-48.428417,0.059011567
702,0.876055,0.01,14060.0,0.05,0.1061048,0.2039415,70300.0,-46.042374,0.0590042
703,0.87603956,0.04,14080.0,0.0,0.106104575,0.20394297,70400.0,-45.80584,0.058991335
704,0.8760348,0.03,14100.0,0.05,0.106092304,0.20394447,70500.0,-45.68469,0.05897152
705,0.8760411,0.02,14120.0,0.0,0.10608559,0.20394525,70600.0,-49.11708,0.058960654
706,0.8760386,0.02,14140.0,0.05,0.10608464,0.20394605,70700.0,-43.89434,0.058949117
707,0.8760333,0.05,14160.0,0.05,0.10608975,0.2039419,70800.0,-45.31776,0.058976475
708,0.8760254,0.08,14180.0,0.0,0.106086046,0.20393828,70900.0,-48.832592,0.058960926
709,0.87602216,0.01,14200.0,0.05,0.1060795,0.20393814,71000.0,-46.698914,0.058954205
710,0.8760276,0.04,14220.0,0.05,0.1060788,0.2039378,71100.0,-44.160717,0.05895616
711,0.8760275,0.04,14240.0,0.0,0.10607618,0.2039371,71200.0,-49.39213,0.058942832
712,0.87602687,0.05,14260.0,0.0,0.10608115,0.20393549,71300.0,-43.547142,0.058939002
713,0.87602663,0.06,14280.0,0.0,0.1060764,0.20393863,71400.0,-47.422516,0.05893254
714,0.87602,0.01,14300.0,0.0,0.1060707,0.20394006,71500.0,-47.83835,0.058931217
715,0.8760374,0.01,14320.0,0.05,0.106082015,0.20394154,71600.0,-44.720844,0.058948655
716,0.87604505,0.03,14340.0,0.05,0.10609233,0.20394236,71700.0,-45.906155,0.058935147
717,0.87606144,0.03,14360.0,0.05,0.10610581,0.20394339,71800.0,-44.86261,0.058925733
718,0.8760564,0.03,14380.0,0.0,0.10610404,0.2039423,71900.0,-48.010464,0.058922637
719,0.8760591,0.06,14400.0,0.05,0.10611302,0.20394222,72000.0,-42.62263,0.05891083
720,0.87605006,0.02,14420.0,0.05,0.10611568,0.20394307,72100.0,-46.72147,0.05889587
721,0.8760345,0.01,14440.0,0.0,0.10610973,0.20394403,72200.0,-47.284615,0.05888334
722,0.8760381,0.03,14460.0,0.05,0.10611088,0.20394538,72300.0,-45.58491,0.05890107
723,0.8760414,0.07,14480.0,0.0,0.10611255,0.20394693,72400.0,-45.91742,0.058885824
724,0.87604123,0.04,14500.0,0.05,0.10611573,0.20394832,72500.0,-39.72446,0.0588733
725,0.87602884,0.05,14520.0,0.05,0.10611061,0.20394577,72600.0,-42.818024,0.058857445
726,0.8760214,0.04,14540.0,0.0,0.106105804,0.20394264,72700.0,-48.91335,0.05883842
727,0.8760126,0.05,14560.0,0.05,0.10609824,0.20394039,72800.0,-44.781223,0.058835104
728,0.8760016,0.02,14580.0,0.1,0.10610092,0.2039378,72900.0,-42.978584,0.058822025
729,0.8760092,0.03,14600.0,0.0,0.10610511,0.20393787,73000.0,-48.46042,0.0588095
730,0.8759963,0.05,14620.0,0.05,0.10610383,0.2039412,73100.0,-43.097206,0.058796767
731,0.87601066,0.02,14640.0,0.0,0.106106676,0.2039418,73200.0,-49.60235,0.058790836
732,0.87599665,0.04,14660.0,0.0,0.106100924,0.20394108,73300.0,-46.79118,0.05877493
733,0.87599736,0.06,14680.0,0.1,0.106101595,0.2039421,73400.0,-43.635384,0.05876669
734,0.87599236,0.03,14700.0,0.1,0.10610268,0.203944,73500.0,-43.199593,0.058751058
735,0.8760082,0.03,14720.0,0.0,0.1061121,0.20394604,73600.0,-48.924747,0.058736976
736,0.8760071,0.02,14740.0,0.05,0.1061118,0.203947,73700.0,-46.754,0.058719546
737,0.8760006,0.07,14760.0,0.0,0.10611701,0.2039435,73800.0,-49.03396,0.058729593
738,0.8760147,0.03,14780.0,0.0,0.10612682,0.2039436,73900.0,-46.56105,0.05871679
739,0.87600756,0.04,14800.0,0.05,0.10611882,0.20394646,74000.0,-44.723766,0.058698405
740,0.8759928,0.04,14820.0,0.05,0.10611004,0.20394793,74100.0,-46.9716,0.058680512
741,0.8759784,0.04,14840.0,0.05,0.10610768,0.20394966,74200.0,-46.55815,0.05867547
742,0.87597483,0.02,14860.0,0.05,0.106107205,0.20394938,74300.0,-45.408463,0.05866383
743,0.87598276,0.08,14880.0,0.05,0.10611418,0.20394892,74400.0,-45.86857,0.058655776
744,0.87597513,0.04,14900.0,0.0,0.106107496,0.20394899,74500.0,-46.54151,0.058652464
745,0.87597495,0.03,14920.0,0.05,0.10610914,0.20394838,74600.0,-46.21621,0.05865009
746,0.875969,0.04,14940.0,0.15,0.10610662,0.2039491,74700.0,-41.113056,0.05863617
747,0.87596893,0.02,14960.0,0.05,0.10610396,0.20394972,74800.0,-44.507416,0.0586295
748,0.8759616,0.03,14980.0,0.05,0.106104575,0.20395108,74900.0,-43.239883,0.0586378
749,0.8759697,0.02,15000.0,0.1,0.10610186,0.20395404,75000.0,-43.26726,0.058627676
750,0.87596494,0.01,15020.0,0.05,0.10609474,0.20395495,75100.0,-44.217903,0.058614954
