test/success_rate,epoch,stats_o/mean,train/episode,stats_g/std,stats_g/mean,test/mean_Q,train/success_rate,test/episode,stats_o/std
1.0,256,0.26248395,5140.0,0.086235195,0.8750198,-0.041890018,0.9,5140.0,0.030476471
1.0,257,0.26250023,5160.0,0.086206734,0.8750796,-0.07543949,0.9,5160.0,0.030470293
1.0,258,0.2625126,5180.0,0.08623294,0.8751108,-0.07618491,0.65,5180.0,0.030478701
1.0,259,0.26249784,5200.0,0.086223125,0.8750534,-0.10884662,0.9,5200.0,0.030476179
1.0,260,0.26250806,5220.0,0.08619184,0.87509364,-0.061396487,0.85,5220.0,0.030470315
1.0,261,0.26250288,5240.0,0.08618596,0.8750703,-0.07248224,0.6,5240.0,0.030469531
1.0,262,0.262511,5260.0,0.08619339,0.8751003,-0.101496235,0.8,5260.0,0.030473432
1.0,263,0.2625007,5280.0,0.08618457,0.8750718,-0.06782852,0.7,5280.0,0.030469377
1.0,264,0.262498,5300.0,0.086176775,0.87505794,-0.061632894,0.8,5300.0,0.03046808
1.0,265,0.26251996,5320.0,0.086164,0.8751294,-0.08317481,1.0,5320.0,0.030471155
1.0,266,0.2625147,5340.0,0.08615472,0.87511307,-0.018224852,0.8,5340.0,0.030467695
1.0,267,0.2625121,5360.0,0.086164534,0.8751009,-0.0759124,0.95,5360.0,0.030465994
1.0,268,0.2625137,5380.0,0.08618501,0.8751085,-0.05799377,0.75,5380.0,0.030473793
1.0,269,0.26251626,5400.0,0.08618617,0.87510204,-0.064912654,0.75,5400.0,0.030469488
1.0,270,0.26254094,5420.0,0.08619836,0.87518066,-0.080279075,0.7,5420.0,0.030473268
1.0,271,0.26253277,5440.0,0.086235315,0.8751373,-0.07770772,0.85,5440.0,0.030482521
1.0,272,0.26252815,5460.0,0.086253196,0.8751197,-0.0746817,0.65,5460.0,0.030489841
1.0,273,0.26253018,5480.0,0.08626475,0.8751157,-0.054942716,0.6,5480.0,0.030492414
1.0,274,0.26253757,5500.0,0.08627614,0.87512714,-0.06676848,0.85,5500.0,0.030498266
1.0,275,0.26253265,5520.0,0.08627507,0.8751059,-0.05075978,0.8,5520.0,0.03049675
1.0,276,0.26255268,5540.0,0.0862391,0.8751802,-0.071783565,0.75,5540.0,0.030489748
1.0,277,0.2625503,5560.0,0.08623437,0.8751599,-0.049408983,0.75,5560.0,0.030487597
1.0,278,0.26254392,5580.0,0.086235486,0.87513465,-0.055024378,0.8,5580.0,0.030489668
1.0,279,0.2625394,5600.0,0.08624979,0.8751065,-0.087907515,0.8,5600.0,0.03049618
1.0,280,0.26255372,5620.0,0.08625614,0.87515014,-0.053583544,0.75,5620.0,0.030502263
1.0,281,0.2625445,5640.0,0.08622988,0.8751214,-0.029241055,0.85,5640.0,0.030498326
1.0,282,0.26254767,5660.0,0.08627039,0.87512636,-0.089952156,0.8,5660.0,0.030507123
1.0,283,0.2625401,5680.0,0.08629054,0.87509876,-0.06477973,0.85,5680.0,0.030511621
1.0,284,0.2625444,5700.0,0.08627657,0.8751157,-0.06907009,0.75,5700.0,0.03051037
1.0,285,0.2625504,5720.0,0.086303554,0.87513775,-0.083494775,0.7,5720.0,0.030516002
1.0,286,0.26255077,5740.0,0.0862743,0.87514144,0.00046316627,0.85,5740.0,0.030509025
1.0,287,0.26254964,5760.0,0.08626029,0.8751421,-0.029235784,0.65,5760.0,0.030507484
1.0,288,0.26256472,5780.0,0.086251974,0.87520766,-0.051171876,0.7,5780.0,0.0305052
1.0,289,0.26255423,5800.0,0.08625116,0.8751569,-0.04963506,0.8,5800.0,0.030504405
1.0,290,0.26253265,5820.0,0.08624893,0.8750791,-0.037535936,0.85,5820.0,0.030505467
1.0,291,0.2625372,5840.0,0.08624834,0.87509274,-0.055430748,0.7,5840.0,0.030505663
1.0,292,0.26254243,5860.0,0.08622972,0.87510705,-0.062038135,0.75,5860.0,0.030499393
1.0,293,0.26254207,5880.0,0.08619943,0.87509984,-0.041208956,0.7,5880.0,0.030492187
1.0,294,0.26254666,5900.0,0.08622611,0.8751025,-0.052990634,0.65,5900.0,0.030498791
1.0,295,0.26255146,5920.0,0.086223446,0.8751013,-0.05787046,0.7,5920.0,0.030496469
1.0,296,0.2625527,5940.0,0.086231925,0.87510014,-0.06402902,0.65,5940.0,0.030502226
1.0,297,0.26255634,5960.0,0.08623437,0.8751047,-0.034436036,0.7,5960.0,0.030503947
1.0,298,0.26254314,5980.0,0.08624188,0.87506247,-0.059388064,0.6,5980.0,0.030507708
1.0,299,0.2625472,6000.0,0.08624613,0.875068,-0.02094394,0.75,6000.0,0.0305142
1.0,300,0.26254827,6020.0,0.08623254,0.87508804,-0.057625335,0.8,6020.0,0.030510446
1.0,301,0.26254132,6040.0,0.086262025,0.87505263,-0.06660237,0.75,6040.0,0.03051952
1.0,302,0.26254475,6060.0,0.08627177,0.875065,-0.07959234,0.5,6060.0,0.030524531
1.0,303,0.26253176,6080.0,0.086271346,0.8750167,-0.05406036,0.75,6080.0,0.030524667
1.0,304,0.2625337,6100.0,0.086256884,0.8750303,-0.062016945,0.85,6100.0,0.030519223
1.0,305,0.26251304,6120.0,0.08626326,0.8749439,-0.082764186,0.7,6120.0,0.030518014
1.0,306,0.26251364,6140.0,0.08625585,0.8749397,-0.05659634,0.75,6140.0,0.030517232
1.0,307,0.2625059,6160.0,0.08625359,0.87490416,-0.06087802,0.65,6160.0,0.030516129
1.0,308,0.26248938,6180.0,0.08626947,0.8748353,-0.093563005,0.75,6180.0,0.03051883
1.0,309,0.2625091,6200.0,0.08627214,0.87491256,-0.06901781,0.75,6200.0,0.030520614
1.0,310,0.26251656,6220.0,0.086257756,0.8749408,-0.073143825,0.85,6220.0,0.030520145
1.0,311,0.26251575,6240.0,0.08625426,0.8749323,-0.077148646,0.75,6240.0,0.030518923
1.0,312,0.26252222,6260.0,0.086291514,0.87496233,-0.07405907,0.85,6260.0,0.030531
1.0,313,0.2625143,6280.0,0.08629906,0.87493753,-0.08200477,0.6,6280.0,0.030535787
1.0,314,0.26251936,6300.0,0.08630016,0.8749749,-0.053478472,0.75,6300.0,0.030538013
1.0,315,0.26252776,6320.0,0.086302936,0.87500423,-0.067623444,0.75,6320.0,0.030540902
1.0,316,0.26254645,6340.0,0.0863137,0.87507373,-0.075249046,0.75,6340.0,0.030546304
1.0,317,0.26254386,6360.0,0.08629906,0.8750572,-0.055371083,0.65,6360.0,0.030541498
1.0,318,0.26255083,6380.0,0.08628825,0.87508315,-0.06942971,0.75,6380.0,0.03053834
1.0,319,0.262546,6400.0,0.08629623,0.87507075,-0.062220722,0.7,6400.0,0.030544316
1.0,320,0.26255447,6420.0,0.0863354,0.87510616,-0.09975358,0.8,6420.0,0.030555204
1.0,321,0.26254398,6440.0,0.08634597,0.8750631,-0.06472728,0.8,6440.0,0.030559162
1.0,322,0.26255244,6460.0,0.08635822,0.8750885,-0.050711863,0.75,6460.0,0.030562494
1.0,323,0.26255244,6480.0,0.086350024,0.87508124,-0.04835028,0.7,6480.0,0.0305624
1.0,324,0.26255274,6500.0,0.08634573,0.87508297,-0.031561274,0.7,6500.0,0.03055879
1.0,325,0.26254708,6520.0,0.08636215,0.8750594,-0.052295245,0.75,6520.0,0.03056545
1.0,326,0.26253155,6540.0,0.08638391,0.8749926,-0.06657729,0.8,6540.0,0.030576726
1.0,327,0.26253992,6560.0,0.08639932,0.8750219,-0.07801442,0.75,6560.0,0.030581515
1.0,328,0.26253408,6580.0,0.08637104,0.87498885,-0.03521389,0.7,6580.0,0.030574257
1.0,329,0.26254147,6600.0,0.0863506,0.8750207,-0.05087431,0.7,6600.0,0.03057219
1.0,330,0.2625479,6620.0,0.086384326,0.87504363,-0.07127431,0.8,6620.0,0.030578634
1.0,331,0.26256216,6640.0,0.086380936,0.87509084,-0.06255273,0.85,6640.0,0.030578699
1.0,332,0.26257622,6660.0,0.08637822,0.8751386,-0.06462866,0.65,6660.0,0.03057696
1.0,333,0.26259223,6680.0,0.08636841,0.87520075,-0.07336673,0.8,6680.0,0.030575689
1.0,334,0.26260468,6700.0,0.08637488,0.8752381,-0.031060606,0.75,6700.0,0.030578146
1.0,335,0.2626166,6720.0,0.086372614,0.8752835,-0.044017144,0.6,6720.0,0.03057779
1.0,336,0.26261768,6740.0,0.086349845,0.8752777,-0.02428107,0.95,6740.0,0.030571887
1.0,337,0.26261052,6760.0,0.08633732,0.87525254,-0.053841423,0.8,6760.0,0.030569132
1.0,338,0.26260394,6780.0,0.08633521,0.8752246,-0.04240177,0.7,6780.0,0.030565534
1.0,339,0.2625976,6800.0,0.08636397,0.87519866,-0.048423324,0.85,6800.0,0.030571366
1.0,340,0.26260322,6820.0,0.08639532,0.87522155,-0.07787504,0.8,6820.0,0.030581081
1.0,341,0.2625978,6840.0,0.08640397,0.87519974,-0.098039754,0.65,6840.0,0.03058133
1.0,342,0.2626049,6860.0,0.08638457,0.87523395,-0.04195659,0.85,6860.0,0.030574137
1.0,343,0.26260307,6880.0,0.08637946,0.8752305,-0.06615537,0.7,6880.0,0.030575234
1.0,344,0.26261133,6900.0,0.08638114,0.8752629,-0.05001723,0.7,6900.0,0.03057672
1.0,345,0.2626269,6920.0,0.086381406,0.8753097,-0.05562945,0.75,6920.0,0.030580487
1.0,346,0.26263207,6940.0,0.08637205,0.87533563,-0.061630495,0.65,6940.0,0.030576777
1.0,347,0.26263046,6960.0,0.086371146,0.8753275,-0.059142105,0.55,6960.0,0.030576695
1.0,348,0.2626321,6980.0,0.08637151,0.8753254,-0.05390773,0.85,6980.0,0.03057836
1.0,349,0.2626231,7000.0,0.086379826,0.8752957,-0.040618375,0.75,7000.0,0.030579943
1.0,350,0.26261175,7020.0,0.0863784,0.87525845,-0.06730597,0.65,7020.0,0.030580843
1.0,351,0.26260853,7040.0,0.08635517,0.87524766,-0.0066910917,0.75,7040.0,0.030573945
1.0,352,0.26261157,7060.0,0.08636049,0.8752494,-0.05331676,0.7,7060.0,0.030575532
1.0,353,0.26259965,7080.0,0.086369164,0.8751972,-0.02771539,0.65,7080.0,0.030576443
1.0,354,0.26260665,7100.0,0.08637836,0.8752162,-0.075095944,0.75,7100.0,0.03057777
1.0,355,0.26259854,7120.0,0.08636483,0.8751847,-0.04328298,0.8,7120.0,0.03057461
1.0,356,0.26259536,7140.0,0.08633033,0.8751728,-0.030321758,0.75,7140.0,0.030565446
1.0,357,0.26260954,7160.0,0.08632537,0.87521553,-0.075711034,0.7,7160.0,0.030565599
1.0,358,0.26262385,7180.0,0.08633819,0.8752629,-0.070197865,0.75,7180.0,0.0305699
1.0,359,0.26263317,7200.0,0.08630508,0.8752983,-0.030125875,0.7,7200.0,0.030559763
1.0,360,0.26262718,7220.0,0.08629241,0.87527114,-0.06588765,0.65,7220.0,0.030560488
1.0,361,0.26263636,7240.0,0.08626535,0.8753024,-0.025252655,0.75,7240.0,0.030551901
1.0,362,0.26263726,7260.0,0.08626478,0.8753009,-0.053428005,0.65,7260.0,0.030552104
1.0,363,0.26264462,7280.0,0.08627368,0.875319,-0.05888792,0.9,7280.0,0.03055301
1.0,364,0.26265126,7300.0,0.08629736,0.87534064,-0.09674475,0.8,7300.0,0.030560296
1.0,365,0.26265472,7320.0,0.08629278,0.8753621,-0.035403185,0.35,7320.0,0.030557986
1.0,366,0.2626533,7340.0,0.08628881,0.8753579,-0.07677105,1.0,7340.0,0.03056038
1.0,367,0.26266196,7360.0,0.08628271,0.87538314,-0.075782485,0.75,7360.0,0.030559411
1.0,368,0.2626651,7380.0,0.086290576,0.8753969,-0.06195227,0.75,7380.0,0.030564804
1.0,369,0.26266545,7400.0,0.0863137,0.87540394,-0.098694816,0.65,7400.0,0.030572843
1.0,370,0.26266643,7420.0,0.08633426,0.87540555,-0.07945344,0.65,7420.0,0.030577272
1.0,371,0.26266924,7440.0,0.086330794,0.8754167,-0.061603915,0.7,7440.0,0.030577838
1.0,372,0.2626739,7460.0,0.08634766,0.8754366,-0.080146894,0.85,7460.0,0.030582378
1.0,373,0.26267266,7480.0,0.08633105,0.8754277,-0.072730824,0.75,7480.0,0.030575952
1.0,374,0.26266453,7500.0,0.0863274,0.8753939,-0.058573164,0.7,7500.0,0.030575216
1.0,375,0.26266256,7520.0,0.08634356,0.8753865,-0.071862265,0.85,7520.0,0.030580014
1.0,376,0.26266137,7540.0,0.08635511,0.8753727,-0.084696345,0.7,7540.0,0.030581648
1.0,377,0.26266152,7560.0,0.08636314,0.87536865,-0.054780073,0.8,7560.0,0.030582348
1.0,378,0.26265523,7580.0,0.08637393,0.8753374,-0.07798968,0.65,7580.0,0.03058489
1.0,379,0.26265293,7600.0,0.086362,0.87533,-0.0125483,0.7,7600.0,0.030581161
1.0,380,0.26266038,7620.0,0.08638004,0.8753558,-0.06258638,0.85,7620.0,0.030589972
1.0,381,0.26267004,7640.0,0.086389266,0.87537545,-0.048045974,0.8,7640.0,0.030589003
1.0,382,0.26266572,7660.0,0.08640868,0.8753512,-0.08877168,0.75,7660.0,0.03059507
1.0,383,0.26266208,7680.0,0.08640195,0.8753309,-0.077824585,0.85,7680.0,0.030591285
1.0,384,0.262668,7700.0,0.08638086,0.8753466,-0.05672685,0.85,7700.0,0.030585965
1.0,385,0.2626765,7720.0,0.08635899,0.8753805,-0.07829352,0.7,7720.0,0.03057995
1.0,386,0.26267922,7740.0,0.08634748,0.8753993,-0.049368877,0.85,7740.0,0.03057761
1.0,387,0.2626738,7760.0,0.08633294,0.875379,-0.053786613,0.75,7760.0,0.030573929
1.0,388,0.26267606,7780.0,0.08632182,0.87539244,-0.06343,0.8,7780.0,0.030571043
1.0,389,0.26268172,7800.0,0.08634982,0.8754117,-0.07042913,0.7,7800.0,0.030577397
1.0,390,0.26268223,7820.0,0.08636453,0.8754087,-0.043927316,0.8,7820.0,0.030580614
1.0,391,0.2626884,7840.0,0.086366236,0.87543684,-0.08524729,0.65,7840.0,0.030582309
1.0,392,0.26268744,7860.0,0.086378634,0.87543505,-0.0777911,0.65,7860.0,0.030583043
1.0,393,0.26268405,7880.0,0.08636186,0.87541705,-0.029068667,0.75,7880.0,0.030578285
1.0,394,0.26268375,7900.0,0.08635942,0.8754185,-0.018417096,0.95,7900.0,0.030575637
1.0,395,0.26267928,7920.0,0.08635443,0.87540364,-0.04352712,0.8,7920.0,0.030572977
1.0,396,0.262689,7940.0,0.08636236,0.8754441,-0.07545553,0.65,7940.0,0.03057732
1.0,397,0.26269045,7960.0,0.08637253,0.8754459,-0.07823233,0.85,7960.0,0.030580187
1.0,398,0.26268148,7980.0,0.08636671,0.8754148,-0.06843116,0.75,7980.0,0.03057887
1.0,399,0.2626837,8000.0,0.086361855,0.875426,-0.081156924,0.7,8000.0,0.030576702
1.0,400,0.26267734,8020.0,0.086355366,0.87539387,-0.094454065,0.8,8020.0,0.030577049
1.0,401,0.2626706,8040.0,0.08635757,0.87537414,-0.07649701,0.75,8040.0,0.030578459
1.0,402,0.262666,8060.0,0.086385064,0.87534505,-0.11992556,0.7,8060.0,0.030584197
1.0,403,0.26267353,8080.0,0.08637091,0.87536335,-0.017800216,0.65,8080.0,0.030582488
1.0,404,0.26267165,8100.0,0.08637319,0.8753557,-0.056583613,0.75,8100.0,0.030583229
1.0,405,0.26266867,8120.0,0.0863792,0.875333,-0.07463762,0.6,8120.0,0.03058501
1.0,406,0.26266155,8140.0,0.08640209,0.87531155,-0.0919939,0.85,8140.0,0.030593041
1.0,407,0.262669,8160.0,0.08637258,0.8753355,-0.029149983,0.9,8160.0,0.030586064
1.0,408,0.26265648,8180.0,0.08638301,0.8752944,-0.10982257,0.8,8180.0,0.030593093
1.0,409,0.26266223,8200.0,0.08636796,0.87531334,-0.020415585,0.8,8200.0,0.030589323
1.0,410,0.26265442,8220.0,0.08636419,0.8752818,-0.07233735,0.55,8220.0,0.030587727
1.0,411,0.26265377,8240.0,0.086357296,0.87527186,-0.074529454,0.75,8240.0,0.03058486
1.0,412,0.26264352,8260.0,0.0863635,0.87522674,-0.05139426,0.85,8260.0,0.03058958
1.0,413,0.26263863,8280.0,0.08636322,0.87520593,-0.100424804,0.45,8280.0,0.030586565
1.0,414,0.26265433,8300.0,0.0863716,0.8752649,-0.07803817,0.7,8300.0,0.030589279
1.0,415,0.26265958,8320.0,0.08637339,0.8752807,-0.068141736,0.8,8320.0,0.030589
1.0,416,0.26266083,8340.0,0.0863703,0.87528247,-0.07147544,0.7,8340.0,0.030586207
1.0,417,0.2626524,8360.0,0.08636934,0.8752474,-0.08172691,0.75,8360.0,0.030586343
1.0,418,0.2626661,8380.0,0.0863713,0.8753104,-0.048042566,0.75,8380.0,0.030586224
1.0,419,0.26265982,8400.0,0.0863489,0.8752839,-0.038458113,0.7,8400.0,0.030581808
1.0,420,0.26265436,8420.0,0.0863427,0.8752573,-0.04381148,0.75,8420.0,0.030583551
1.0,421,0.26265672,8440.0,0.086347215,0.8752571,-0.085345134,0.55,8440.0,0.030584585
1.0,422,0.2626508,8460.0,0.08635467,0.8752334,-0.0550267,0.65,8460.0,0.030585503
1.0,423,0.26263833,8480.0,0.086363055,0.8751834,-0.08399882,0.8,8480.0,0.030584669
1.0,424,0.2626435,8500.0,0.08636513,0.87520665,-0.042230807,0.8,8500.0,0.030585114
1.0,425,0.26265144,8520.0,0.08637083,0.8752339,-0.06381408,0.7,8520.0,0.030585378
1.0,426,0.26264927,8540.0,0.08637873,0.87521726,-0.080646574,0.7,8540.0,0.030586023
1.0,427,0.26265442,8560.0,0.0863632,0.87523335,-0.0632558,0.6,8560.0,0.030581411
1.0,428,0.26265752,8580.0,0.08636884,0.8752455,-0.0839575,0.6,8580.0,0.030588025
1.0,429,0.2626546,8600.0,0.08636037,0.8752308,-0.059416763,0.8,8600.0,0.030585852
1.0,430,0.26265043,8620.0,0.08637157,0.87522,-0.07047236,0.75,8620.0,0.030587832
1.0,431,0.26263952,8640.0,0.08637464,0.8751776,-0.055906277,0.7,8640.0,0.030587617
1.0,432,0.26264566,8660.0,0.086372055,0.87519723,-0.045490265,0.75,8660.0,0.030588184
1.0,433,0.26264632,8680.0,0.086363316,0.87519336,-0.057948433,0.85,8680.0,0.030585825
1.0,434,0.26265123,8700.0,0.08636517,0.87521386,-0.06305883,0.8,8700.0,0.030586665
1.0,435,0.26264465,8720.0,0.08637551,0.875184,-0.0644695,0.6,8720.0,0.030586233
1.0,436,0.26265427,8740.0,0.08637463,0.87522316,-0.07188897,0.9,8740.0,0.030585106
1.0,437,0.26265374,8760.0,0.08637472,0.87522554,-0.09092073,0.65,8760.0,0.03058301
1.0,438,0.26265693,8780.0,0.08638901,0.8752447,-0.060942102,0.85,8780.0,0.03058793
1.0,439,0.26264983,8800.0,0.08638259,0.8752157,-0.05041033,0.7,8800.0,0.030586457
1.0,440,0.26264805,8820.0,0.086384796,0.8751972,-0.080561325,0.8,8820.0,0.03058632
1.0,441,0.26264757,8840.0,0.08637465,0.8751916,-0.037524946,0.7,8840.0,0.030582946
1.0,442,0.26265353,8860.0,0.08638107,0.87521213,-0.08025204,0.85,8860.0,0.030585894
1.0,443,0.26265535,8880.0,0.08638176,0.8752168,-0.065839306,0.75,8880.0,0.030585367
1.0,444,0.26266316,8900.0,0.08637165,0.8752472,-0.03661991,0.85,8900.0,0.03058285
1.0,445,0.26266518,8920.0,0.08637912,0.87524873,-0.08477754,0.65,8920.0,0.030585876
1.0,446,0.26266688,8940.0,0.0863839,0.87526304,-0.073344976,0.7,8940.0,0.03058527
1.0,447,0.26267928,8960.0,0.08638581,0.87530875,-0.07702684,0.8,8960.0,0.030585442
1.0,448,0.26267353,8980.0,0.086379625,0.87529516,-0.04743621,0.7,8980.0,0.030583387
1.0,449,0.26267204,9000.0,0.08636942,0.87529594,-0.043571603,0.8,9000.0,0.030579472
1.0,450,0.2626687,9020.0,0.08637894,0.8752835,-0.05296154,0.8,9020.0,0.030582106
1.0,451,0.26266474,9040.0,0.08638679,0.87527376,-0.071406126,0.65,9040.0,0.030584598
1.0,452,0.26266265,9060.0,0.08639864,0.8752702,-0.042128127,0.85,9060.0,0.030586848
1.0,453,0.26266453,9080.0,0.0863627,0.8752804,-0.049522627,0.75,9080.0,0.030577376
1.0,454,0.26267552,9100.0,0.086365975,0.8753157,-0.062472165,0.9,9100.0,0.030577973
1.0,455,0.26268315,9120.0,0.086365275,0.8753529,-0.04521161,0.65,9120.0,0.030576903
1.0,456,0.2626844,9140.0,0.08635866,0.87535524,-0.075116225,0.8,9140.0,0.030577967
1.0,457,0.2626862,9160.0,0.0863567,0.8753665,-0.06316756,0.8,9160.0,0.030577112
1.0,458,0.26268706,9180.0,0.08636289,0.8753688,-0.057961185,0.55,9180.0,0.030579519
1.0,459,0.2626889,9200.0,0.08635357,0.87537616,-0.06805055,0.85,9200.0,0.03057749
1.0,460,0.2626832,9220.0,0.08635989,0.8753536,-0.07187984,0.65,9220.0,0.030577425
1.0,461,0.2626981,9240.0,0.08635688,0.87540793,-0.03732928,0.7,9240.0,0.030577576
1.0,462,0.2626953,9260.0,0.08636788,0.8753913,-0.06453311,0.6,9260.0,0.03057922
1.0,463,0.26269716,9280.0,0.086368926,0.8753962,-0.042898793,0.7,9280.0,0.030578975
1.0,464,0.26269507,9300.0,0.08635337,0.8753856,-0.051522065,0.5,9300.0,0.030573841
1.0,465,0.26269498,9320.0,0.08637322,0.87538743,-0.10638982,0.65,9320.0,0.030578816
1.0,466,0.26269448,9340.0,0.08636773,0.87539154,-0.046249595,0.85,9340.0,0.030576736
1.0,467,0.262701,9360.0,0.08635223,0.8754112,-0.043119784,0.75,9360.0,0.030572385
1.0,468,0.26270285,9380.0,0.08635967,0.8754166,-0.07441505,0.65,9380.0,0.030573193
1.0,469,0.26269978,9400.0,0.08636861,0.8753967,-0.08363401,0.9,9400.0,0.030576449
1.0,470,0.26269946,9420.0,0.0863812,0.875387,-0.08000496,0.75,9420.0,0.030577948
1.0,471,0.26270536,9440.0,0.086378135,0.87540644,-0.074732244,0.8,9440.0,0.03057677
1.0,472,0.2627049,9460.0,0.08638368,0.87540126,-0.062288783,0.85,9460.0,0.030580675
1.0,473,0.26271564,9480.0,0.08638981,0.8754366,-0.062198002,0.9,9480.0,0.030583898
1.0,474,0.26271462,9500.0,0.086415984,0.8754337,-0.05899766,0.85,9500.0,0.030589765
1.0,475,0.26271945,9520.0,0.08643288,0.8754461,-0.09735654,0.85,9520.0,0.030596072
1.0,476,0.26270613,9540.0,0.086446814,0.8753946,-0.07525699,0.85,9540.0,0.030598706
1.0,477,0.26270533,9560.0,0.08644121,0.8753969,-0.056712,0.65,9560.0,0.030595949
1.0,478,0.26270786,9580.0,0.08643457,0.8754113,-0.05839748,0.7,9580.0,0.03059405
1.0,479,0.26270616,9600.0,0.08642963,0.8753987,-0.06710724,0.7,9600.0,0.03059356
1.0,480,0.26270694,9620.0,0.086428076,0.87539935,-0.0772842,0.75,9620.0,0.030591214
1.0,481,0.26270956,9640.0,0.08643403,0.87540764,-0.08940579,0.85,9640.0,0.030593295
1.0,482,0.26270106,9660.0,0.08643643,0.87537545,-0.06952481,0.7,9660.0,0.030593837
1.0,483,0.26269138,9680.0,0.08642551,0.8753276,-0.067283735,0.75,9680.0,0.030588228
1.0,484,0.26269215,9700.0,0.086437196,0.8753324,-0.086714014,0.7,9700.0,0.030590262
1.0,485,0.2626825,9720.0,0.086443655,0.875295,-0.059284173,0.8,9720.0,0.03059208
1.0,486,0.26267728,9740.0,0.086438,0.87528104,-0.071923584,0.8,9740.0,0.030592281
1.0,487,0.26268214,9760.0,0.086425126,0.87529963,-0.042684656,0.55,9760.0,0.030589197
1.0,488,0.26268315,9780.0,0.08640378,0.87530637,-0.039017346,0.85,9780.0,0.030583221
1.0,489,0.26268274,9800.0,0.086388685,0.8753044,-0.08635957,0.65,9800.0,0.030578548
1.0,490,0.2626976,9820.0,0.08638191,0.8753641,-0.061750866,0.6,9820.0,0.03057681
1.0,491,0.26269922,9840.0,0.08638639,0.8753714,-0.084286,0.6,9840.0,0.030576712
1.0,492,0.262702,9860.0,0.08637077,0.8753913,-0.057469677,0.8,9860.0,0.030571118
1.0,493,0.26270393,9880.0,0.08637213,0.8754027,-0.060302846,0.75,9880.0,0.03057093
1.0,494,0.26269078,9900.0,0.08638813,0.8753441,-0.07871077,0.75,9900.0,0.030573338
1.0,495,0.26268813,9920.0,0.08638113,0.8753311,-0.048341814,0.9,9920.0,0.030570868
1.0,496,0.26268873,9940.0,0.08639117,0.87533253,-0.084965125,0.95,9940.0,0.0305751
1.0,497,0.2626731,9960.0,0.08638162,0.8752629,-0.052292217,0.8,9960.0,0.030570814
1.0,498,0.2626687,9980.0,0.08639336,0.8752461,-0.07010888,0.9,9980.0,0.030573022
1.0,499,0.2626724,10000.0,0.0863885,0.8752556,-0.05531629,0.8,10000.0,0.030572187
1.0,500,0.26267675,10020.0,0.086393595,0.8752752,-0.08866508,0.85,10020.0,0.03057059
1.0,501,0.26266867,10040.0,0.08637697,0.87524194,-0.057315446,0.7,10040.0,0.030568365
1.0,502,0.2626699,10060.0,0.08636749,0.8752513,-0.040069614,0.85,10060.0,0.030565733
1.0,503,0.26267338,10080.0,0.086361855,0.8752711,-0.045295678,0.7,10080.0,0.030565072
1.0,504,0.26266992,10100.0,0.08635452,0.8752598,-0.045092575,0.8,10100.0,0.030563772
1.0,505,0.26267314,10120.0,0.08636656,0.87527055,-0.083583295,0.75,10120.0,0.030566793
1.0,506,0.2626792,10140.0,0.08635912,0.8752837,-0.047121603,0.55,10140.0,0.030564064
