stats_g/mean,test/mean_Q,epoch,test/episode,test/success_rate,train/episode,stats_o/mean,stats_g/std,stats_o/std,train/success_rate
0.8104866,-17.951395,252,5060.0,0.35,25300.0,0.1915914,0.17276126,0.09301363,0.15
0.8105724,-15.2849865,253,5080.0,0.5,25400.0,0.19158584,0.17271583,0.09301648,0.14
0.8106466,-14.003606,254,5100.0,0.7,25500.0,0.19158214,0.1726916,0.09307103,0.09
0.8106747,-15.62767,255,5120.0,0.7,25600.0,0.19157887,0.17264819,0.09305759,0.17
0.81071025,-15.276693,256,5140.0,0.5,25700.0,0.1915788,0.17261803,0.09305827,0.17
0.81072855,-12.992353,257,5160.0,0.65,25800.0,0.19157827,0.17258012,0.09301013,0.17
0.81074244,-10.293929,258,5180.0,0.65,25900.0,0.1915785,0.17256881,0.093039505,0.1
0.81075007,-12.544839,259,5200.0,0.55,26000.0,0.1915718,0.17261712,0.093006656,0.14
0.81072515,-11.406732,260,5220.0,0.55,26100.0,0.19156103,0.17264658,0.09305535,0.27
0.8108072,-15.9065075,261,5240.0,0.45,26200.0,0.19157197,0.17270477,0.093023576,0.13
0.8107996,-13.66933,262,5260.0,0.55,26300.0,0.19157656,0.17273438,0.09303615,0.12
0.810867,-17.41679,263,5280.0,0.4,26400.0,0.19159162,0.17277001,0.09306467,0.14
0.81097895,-11.702997,264,5300.0,0.65,26500.0,0.19160351,0.17274882,0.0930247,0.13
0.8110595,-11.539767,265,5320.0,0.65,26600.0,0.19161229,0.17272033,0.09300058,0.2
0.8110936,-16.868683,266,5340.0,0.55,26700.0,0.19162776,0.17263807,0.09299695,0.28
0.811126,-13.163531,267,5360.0,0.55,26800.0,0.19161795,0.17262791,0.093017474,0.18
0.8111635,-15.661191,268,5380.0,0.7,26900.0,0.19163851,0.17259856,0.092995405,0.17
0.81118083,-13.352745,269,5400.0,0.65,27000.0,0.19164084,0.17257054,0.093010515,0.2
0.81115764,-12.438167,270,5420.0,0.6,27100.0,0.19164532,0.1725759,0.09300105,0.19
0.8112106,-10.922911,271,5440.0,0.75,27200.0,0.19167003,0.17262554,0.09299701,0.24
0.8112462,-13.032656,272,5460.0,0.7,27300.0,0.19167724,0.17261599,0.09297639,0.21
0.81128174,-18.773132,273,5480.0,0.4,27400.0,0.1916831,0.17265987,0.09300265,0.27
0.8112901,-7.964708,274,5500.0,0.8,27500.0,0.19170219,0.17269523,0.09301587,0.15
0.81139827,-15.085309,275,5520.0,0.45,27600.0,0.19172394,0.17262967,0.092998974,0.18
0.81142884,-14.85479,276,5540.0,0.55,27700.0,0.19173947,0.17261767,0.093010776,0.22
0.8114839,-13.672282,277,5560.0,0.5,27800.0,0.19176027,0.17264843,0.093002826,0.16
0.8115122,-10.754744,278,5580.0,0.7,27900.0,0.19178218,0.17261408,0.09306216,0.15
0.811495,-10.060408,279,5600.0,0.75,28000.0,0.19177389,0.17262667,0.093096085,0.15
0.8115604,-10.308748,280,5620.0,0.6,28100.0,0.19179693,0.17262006,0.09311108,0.17
0.81153876,-12.313319,281,5640.0,0.5,28200.0,0.19179371,0.17261367,0.09311997,0.18
0.8115967,-11.360248,282,5660.0,0.45,28300.0,0.19180822,0.1726213,0.09317582,0.13
0.8115818,-11.169295,283,5680.0,0.6,28400.0,0.19182055,0.1726561,0.093228675,0.2
0.8116243,-9.604952,284,5700.0,0.7,28500.0,0.19182749,0.17268205,0.09330596,0.19
0.81161195,-7.215184,285,5720.0,0.8,28600.0,0.19183873,0.17278695,0.09334439,0.17
0.8116369,-7.3548455,286,5740.0,0.5,28700.0,0.19184302,0.17290331,0.09343164,0.11
0.8116186,-10.571894,287,5760.0,0.55,28800.0,0.19184509,0.17297854,0.09346728,0.18
0.81167775,-9.910012,288,5780.0,0.4,28900.0,0.1918546,0.17306787,0.09354788,0.18
0.8117352,-8.570488,289,5800.0,0.6,29000.0,0.19186631,0.17303872,0.09359241,0.14
0.81182194,-8.681574,290,5820.0,0.55,29100.0,0.19189166,0.1730467,0.093584105,0.13
0.81193304,-12.073392,291,5840.0,0.2,29200.0,0.19191729,0.1730188,0.09359237,0.2
0.8119797,-14.3731365,292,5860.0,0.25,29300.0,0.19192284,0.173077,0.09360898,0.11
0.81198144,-11.433502,293,5880.0,0.4,29400.0,0.19193049,0.17316164,0.093633026,0.2
0.8120413,-12.564275,294,5900.0,0.4,29500.0,0.19193664,0.17316253,0.0936598,0.12
0.8120573,-13.241447,295,5920.0,0.45,29600.0,0.19194499,0.17314345,0.09366334,0.15
0.81212646,-10.31901,296,5940.0,0.55,29700.0,0.19196074,0.17312889,0.09367549,0.17
0.8121652,-11.62438,297,5960.0,0.7,29800.0,0.19198221,0.17313091,0.09366758,0.22
0.8122242,-14.003965,298,5980.0,0.45,29900.0,0.19200104,0.17315541,0.09367731,0.11
0.8122068,-11.695899,299,6000.0,0.65,30000.0,0.1920017,0.17318739,0.093714625,0.15
0.81219196,-16.677086,300,6020.0,0.35,30100.0,0.19200402,0.17316759,0.09375228,0.19
0.81220216,-11.236103,301,6040.0,0.65,30200.0,0.19200645,0.17325647,0.09382046,0.17
0.81223696,-11.529037,302,6060.0,0.7,30300.0,0.19201164,0.17328191,0.093835704,0.2
0.8122422,-12.316224,303,6080.0,0.65,30400.0,0.19202037,0.17328657,0.09385595,0.21
0.81229347,-15.208731,304,6100.0,0.6,30500.0,0.19202618,0.17328005,0.093835615,0.24
0.81233805,-18.27766,305,6120.0,0.2,30600.0,0.19203874,0.17337479,0.093867615,0.16
0.81236124,-14.472089,306,6140.0,0.6,30700.0,0.19203342,0.17350711,0.09398713,0.15
0.81238455,-8.9605,307,6160.0,0.75,30800.0,0.19201763,0.17358798,0.09404529,0.13
0.81240344,-18.745861,308,6180.0,0.3,30900.0,0.19202954,0.1736716,0.09408549,0.17
0.812434,-13.846422,309,6200.0,0.45,31000.0,0.1920329,0.17371659,0.094147354,0.17
0.8124628,-14.564181,310,6220.0,0.6,31100.0,0.19203958,0.17372747,0.09418541,0.2
0.81242627,-15.419592,311,6240.0,0.4,31200.0,0.19202505,0.17381747,0.09422619,0.19
0.8124339,-15.147406,312,6260.0,0.6,31300.0,0.19202457,0.17385192,0.09425726,0.17
0.8124485,-15.022585,313,6280.0,0.65,31400.0,0.19203594,0.17389323,0.094311915,0.23
0.81249315,-11.871298,314,6300.0,0.65,31500.0,0.1920455,0.17388175,0.0943184,0.22
0.8125132,-11.527764,315,6320.0,0.7,31600.0,0.19204485,0.17393772,0.094381094,0.2
0.8125245,-16.026318,316,6340.0,0.6,31700.0,0.19203871,0.17398818,0.09443559,0.16
0.81257886,-15.540886,317,6360.0,0.5,31800.0,0.19203848,0.1740491,0.094466105,0.21
0.81260866,-9.2349615,318,6380.0,0.7,31900.0,0.19204631,0.17408901,0.09448388,0.17
0.8126543,-14.322179,319,6400.0,0.5,32000.0,0.19205762,0.17404501,0.09445939,0.22
0.8126488,-12.142382,320,6420.0,0.45,32100.0,0.19206838,0.17406726,0.094461754,0.21
0.8126828,-13.981189,321,6440.0,0.55,32200.0,0.19207221,0.1740175,0.09448684,0.19
0.8127043,-17.801842,322,6460.0,0.35,32300.0,0.19207911,0.17398858,0.094480604,0.27
0.8127174,-14.423883,323,6480.0,0.55,32400.0,0.19209047,0.17404038,0.0945469,0.2
0.81277686,-12.189546,324,6500.0,0.7,32500.0,0.19209887,0.17405659,0.09455899,0.25
0.81283885,-17.362148,325,6520.0,0.4,32600.0,0.19210634,0.17405379,0.094566084,0.24
0.8128087,-14.823366,326,6540.0,0.55,32700.0,0.19210216,0.17405166,0.09457023,0.21
0.8128485,-9.790036,327,6560.0,0.65,32800.0,0.19210549,0.17406417,0.09461179,0.25
0.8128929,-11.348075,328,6580.0,0.6,32900.0,0.1921198,0.17403942,0.09464086,0.12
0.812907,-12.467955,329,6600.0,0.6,33000.0,0.19211917,0.17407292,0.09463826,0.25
0.8129254,-12.533888,330,6620.0,0.55,33100.0,0.1921203,0.17403948,0.09469804,0.17
0.8129608,-12.953276,331,6640.0,0.35,33200.0,0.19212212,0.17406903,0.09473355,0.14
0.812979,-9.805769,332,6660.0,0.6,33300.0,0.19212116,0.17409205,0.09481906,0.18
0.8130575,-10.043729,333,6680.0,0.4,33400.0,0.19212738,0.17414643,0.09485677,0.18
0.813118,-8.560623,334,6700.0,0.75,33500.0,0.19213164,0.17417924,0.09490763,0.19
0.8131611,-8.741621,335,6720.0,0.65,33600.0,0.19213289,0.17417414,0.094952144,0.21
0.81319094,-9.400765,336,6740.0,0.55,33700.0,0.19214012,0.17417479,0.09498092,0.26
0.8132102,-9.261911,337,6760.0,0.6,33800.0,0.19215487,0.17417216,0.095019095,0.2
0.8132377,-9.184901,338,6780.0,0.6,33900.0,0.19216585,0.17418563,0.095088094,0.25
0.8132958,-9.833854,339,6800.0,0.7,34000.0,0.19216706,0.1741698,0.09511812,0.23
0.8132703,-12.8778,340,6820.0,0.3,34100.0,0.19216628,0.17421114,0.09516943,0.2
0.8132839,-11.481222,341,6840.0,0.45,34200.0,0.19216798,0.17422402,0.09522572,0.2
0.8133139,-9.933134,342,6860.0,0.75,34300.0,0.1921653,0.17428511,0.09530276,0.24
0.8133163,-11.299455,343,6880.0,0.5,34400.0,0.19216225,0.17428793,0.095328666,0.18
0.8133149,-14.202078,344,6900.0,0.35,34500.0,0.19216637,0.17424233,0.09531773,0.21
0.8133672,-9.721073,345,6920.0,0.5,34600.0,0.19216788,0.17421782,0.09533513,0.16
0.8134284,-13.1486635,346,6940.0,0.45,34700.0,0.19216871,0.17426614,0.09534322,0.18
0.81345505,-8.201067,347,6960.0,0.65,34800.0,0.19216123,0.17428255,0.095364615,0.28
0.81345916,-10.862683,348,6980.0,0.65,34900.0,0.19216076,0.17433554,0.09545116,0.17
0.81347924,-12.962526,349,7000.0,0.6,35000.0,0.19216308,0.17437524,0.095465735,0.2
0.8135516,-10.42786,350,7020.0,0.7,35100.0,0.19217071,0.17440574,0.095462054,0.19
0.81361455,-12.443181,351,7040.0,0.6,35200.0,0.19217157,0.17435835,0.09545797,0.22
0.81362504,-10.861754,352,7060.0,0.55,35300.0,0.1921612,0.17435884,0.09546559,0.22
0.8136363,-10.618925,353,7080.0,0.75,35400.0,0.19215347,0.17437565,0.09548517,0.21
0.81363887,-9.492781,354,7100.0,0.75,35500.0,0.19213659,0.17448594,0.09552544,0.16
0.8136795,-12.663752,355,7120.0,0.5,35600.0,0.19214854,0.1744933,0.09555628,0.17
0.81371313,-10.287378,356,7140.0,0.6,35700.0,0.19215031,0.17448819,0.09557128,0.18
0.81375664,-13.689166,357,7160.0,0.4,35800.0,0.1921604,0.1744923,0.09560298,0.23
0.81378835,-13.461639,358,7180.0,0.5,35900.0,0.1921562,0.17447327,0.0956477,0.21
0.8138282,-12.5065565,359,7200.0,0.55,36000.0,0.1921688,0.1744708,0.09563342,0.19
0.8138006,-12.1557665,360,7220.0,0.6,36100.0,0.19217148,0.1745208,0.095683396,0.18
0.813875,-13.65583,361,7240.0,0.55,36200.0,0.19218335,0.17457034,0.095687225,0.13
0.81389624,-13.599078,362,7260.0,0.7,36300.0,0.19219689,0.17451471,0.09569314,0.21
0.8139682,-9.390876,363,7280.0,0.65,36400.0,0.19220062,0.17445533,0.09569339,0.15
0.8140035,-10.537184,364,7300.0,0.7,36500.0,0.19219863,0.1744204,0.095760085,0.23
0.8140233,-13.013568,365,7320.0,0.6,36600.0,0.19220713,0.17442113,0.09582761,0.19
0.814055,-11.7866335,366,7340.0,0.7,36700.0,0.19222178,0.1743988,0.09585063,0.26
0.8140568,-12.433897,367,7360.0,0.5,36800.0,0.19222389,0.17448686,0.095872395,0.21
0.81409097,-9.150398,368,7380.0,0.75,36900.0,0.19224077,0.17448331,0.0958787,0.12
0.81415397,-8.547209,369,7400.0,0.6,37000.0,0.19225223,0.17443107,0.09587899,0.18
0.81424314,-12.414195,370,7420.0,0.6,37100.0,0.19226629,0.17443271,0.09590667,0.15
0.8142617,-9.230029,371,7440.0,0.75,37200.0,0.19227909,0.1744445,0.09591593,0.18
0.8142937,-10.0771675,372,7460.0,0.55,37300.0,0.1922738,0.17449975,0.09594506,0.17
0.8143218,-12.03166,373,7480.0,0.6,37400.0,0.19227715,0.17455281,0.09596643,0.29
0.814373,-11.29167,374,7500.0,0.65,37500.0,0.19229083,0.17450853,0.09594693,0.17
0.81438977,-8.1717,375,7520.0,0.7,37600.0,0.19229992,0.17446172,0.09598731,0.21
0.8144014,-9.416745,376,7540.0,0.75,37700.0,0.1923042,0.17442672,0.0959785,0.19
0.8143783,-9.589109,377,7560.0,0.7,37800.0,0.19230187,0.1744443,0.096006386,0.24
0.8144531,-8.412257,378,7580.0,0.8,37900.0,0.19231796,0.17437835,0.09597622,0.19
0.8144601,-7.588591,379,7600.0,0.7,38000.0,0.19231723,0.17447548,0.096013874,0.26
0.81444186,-11.766229,380,7620.0,0.55,38100.0,0.19232504,0.17447202,0.096030645,0.26
0.8144633,-10.823511,381,7640.0,0.6,38200.0,0.19232984,0.17444463,0.09607141,0.29
0.814477,-14.024671,382,7660.0,0.45,38300.0,0.19233,0.17440486,0.09607762,0.24
0.8145213,-13.928398,383,7680.0,0.55,38400.0,0.19234112,0.1744258,0.096092045,0.21
0.81454176,-12.73629,384,7700.0,0.55,38500.0,0.1923369,0.17440383,0.09613288,0.2
0.8145587,-8.153391,385,7720.0,0.7,38600.0,0.19234866,0.17449017,0.096189454,0.2
0.81459117,-13.399727,386,7740.0,0.65,38700.0,0.19235851,0.17450096,0.09623828,0.18
0.81460494,-10.635212,387,7760.0,0.65,38800.0,0.19235654,0.17453854,0.096244335,0.19
0.8145902,-11.012186,388,7780.0,0.55,38900.0,0.19235027,0.17453597,0.096254244,0.18
0.81459266,-10.671726,389,7800.0,0.7,39000.0,0.1923536,0.17452556,0.09624858,0.23
0.81465477,-11.627479,390,7820.0,0.5,39100.0,0.19236694,0.17452322,0.09625742,0.22
0.8147258,-10.884981,391,7840.0,0.6,39200.0,0.19236754,0.17448497,0.09623781,0.21
0.8147797,-13.553986,392,7860.0,0.4,39300.0,0.19237605,0.17448787,0.09627574,0.2
0.8148132,-10.002587,393,7880.0,0.7,39400.0,0.1923736,0.17445396,0.09630664,0.21
0.8148481,-12.828178,394,7900.0,0.35,39500.0,0.19237593,0.17444396,0.09633055,0.16
0.81489587,-14.008955,395,7920.0,0.45,39600.0,0.19239153,0.17441754,0.0963244,0.19
0.81489414,-8.742773,396,7940.0,0.7,39700.0,0.19238588,0.17443061,0.096332595,0.27
0.81491065,-11.761635,397,7960.0,0.65,39800.0,0.19239208,0.174387,0.09632645,0.22
0.8149407,-9.719942,398,7980.0,0.7,39900.0,0.1924038,0.1743532,0.096322775,0.24
0.8149784,-14.263608,399,8000.0,0.45,40000.0,0.19241488,0.17432545,0.09631975,0.18
0.81496984,-12.570822,400,8020.0,0.55,40100.0,0.19241707,0.17437844,0.09633964,0.19
0.8150193,-9.830997,401,8040.0,0.7,40200.0,0.19242251,0.1743366,0.09632871,0.19
0.8150212,-13.185446,402,8060.0,0.65,40300.0,0.19242884,0.1743354,0.09631118,0.28
0.8150558,-8.598713,403,8080.0,0.55,40400.0,0.1924406,0.17429571,0.09631645,0.25
0.8151005,-13.8995695,404,8100.0,0.6,40500.0,0.19245224,0.17437546,0.09633719,0.18
0.8151292,-13.977858,405,8120.0,0.45,40600.0,0.19245797,0.17437911,0.096360914,0.29
0.81509215,-12.014829,406,8140.0,0.55,40700.0,0.19244869,0.17437883,0.09635043,0.3
0.8151486,-10.0699005,407,8160.0,0.75,40800.0,0.1924503,0.17433085,0.096356936,0.25
0.81517625,-11.3789,408,8180.0,0.75,40900.0,0.19244902,0.1743865,0.09638741,0.2
0.8152065,-10.083079,409,8200.0,0.6,41000.0,0.19244945,0.17442165,0.096421406,0.21
0.81524915,-9.279743,410,8220.0,0.75,41100.0,0.19244272,0.17448677,0.09646123,0.17
0.81527346,-10.854815,411,8240.0,0.65,41200.0,0.192445,0.17447829,0.096486636,0.17
0.81527954,-12.038022,412,8260.0,0.65,41300.0,0.1924485,0.17449649,0.09653659,0.22
0.81533414,-11.059073,413,8280.0,0.6,41400.0,0.1924514,0.17446889,0.09653108,0.24
0.8153766,-10.360754,414,8300.0,0.75,41500.0,0.19245237,0.17447555,0.09655156,0.09
0.81545204,-15.495783,415,8320.0,0.45,41600.0,0.19245106,0.17446649,0.09658634,0.13
0.8154843,-11.238501,416,8340.0,0.55,41700.0,0.19245426,0.1744427,0.0965843,0.28
0.8154776,-9.124758,417,8360.0,0.7,41800.0,0.19244467,0.17449324,0.09659957,0.21
0.81549597,-9.741119,418,8380.0,0.7,41900.0,0.1924488,0.17449433,0.09659627,0.16
0.8154981,-10.149102,419,8400.0,0.85,42000.0,0.19244473,0.17456561,0.09661549,0.13
0.8155596,-9.784111,420,8420.0,0.65,42100.0,0.19244237,0.1745586,0.09659287,0.26
0.81558317,-11.218615,421,8440.0,0.5,42200.0,0.1924406,0.17461067,0.09661991,0.22
0.81557703,-12.029542,422,8460.0,0.6,42300.0,0.19243358,0.17468746,0.0966369,0.24
0.81558704,-13.140376,423,8480.0,0.7,42400.0,0.19243151,0.1746497,0.09661267,0.27
0.81561524,-12.742491,424,8500.0,0.8,42500.0,0.19243519,0.17459597,0.09660462,0.21
0.8156596,-10.499793,425,8520.0,0.65,42600.0,0.19243635,0.174576,0.09660012,0.22
0.81568694,-12.231653,426,8540.0,0.5,42700.0,0.19243397,0.17454143,0.096578404,0.23
0.81571335,-14.617659,427,8560.0,0.4,42800.0,0.19243614,0.17453378,0.09659698,0.18
0.8157465,-14.043051,428,8580.0,0.4,42900.0,0.19243725,0.1745553,0.09662781,0.14
0.8157821,-12.18325,429,8600.0,0.7,43000.0,0.19243664,0.17453533,0.09664211,0.2
0.81580883,-9.4497,430,8620.0,0.65,43100.0,0.19243427,0.17463255,0.09670167,0.16
0.815808,-10.569671,431,8640.0,0.7,43200.0,0.19242477,0.17467391,0.09671466,0.17
0.8157789,-13.988965,432,8660.0,0.35,43300.0,0.19242115,0.17467046,0.09671436,0.27
0.8158118,-10.814498,433,8680.0,0.75,43400.0,0.19242033,0.17462522,0.09668954,0.18
0.8158122,-11.915048,434,8700.0,0.7,43500.0,0.19240801,0.17455478,0.09666108,0.23
0.81585956,-13.085689,435,8720.0,0.55,43600.0,0.19241184,0.17450093,0.09663422,0.25
0.81587195,-11.015164,436,8740.0,0.7,43700.0,0.19241291,0.17459494,0.096644916,0.22
0.8158608,-12.419246,437,8760.0,0.65,43800.0,0.19240484,0.17467467,0.096696064,0.12
0.8159073,-13.662188,438,8780.0,0.7,43900.0,0.19240542,0.17466293,0.09673074,0.15
0.8159533,-12.338523,439,8800.0,0.65,44000.0,0.19241165,0.17468935,0.09672935,0.15
0.8159422,-12.180911,440,8820.0,0.7,44100.0,0.1924015,0.17474829,0.09678312,0.22
0.8159277,-8.175585,441,8840.0,0.9,44200.0,0.1923913,0.17478408,0.09681718,0.13
0.8159406,-12.430313,442,8860.0,0.65,44300.0,0.19239557,0.17473632,0.09681718,0.19
0.8159954,-13.136625,443,8880.0,0.65,44400.0,0.19239515,0.17470823,0.096815355,0.26
0.81599885,-14.171438,444,8900.0,0.5,44500.0,0.19239968,0.17466028,0.09681125,0.29
0.8160102,-12.45293,445,8920.0,0.75,44600.0,0.19240694,0.1746154,0.096823566,0.26
0.81599385,-9.219859,446,8940.0,0.85,44700.0,0.19240364,0.17461757,0.09682809,0.17
0.8160062,-11.829346,447,8960.0,0.75,44800.0,0.19241086,0.17464598,0.096835285,0.21
0.81602496,-9.6530485,448,8980.0,0.7,44900.0,0.19240917,0.17466266,0.096873,0.26
0.81603783,-11.406667,449,9000.0,0.6,45000.0,0.19241682,0.1746773,0.09686679,0.24
0.816058,-10.584375,450,9020.0,0.6,45100.0,0.19242102,0.17462094,0.096889436,0.14
0.8160545,-11.715251,451,9040.0,0.7,45200.0,0.19242716,0.17461117,0.09690502,0.21
0.81605786,-11.672124,452,9060.0,0.75,45300.0,0.19243295,0.174641,0.096950404,0.19
0.8160483,-14.466272,453,9080.0,0.35,45400.0,0.19242945,0.17470516,0.09699061,0.14
0.81604713,-12.334897,454,9100.0,0.55,45500.0,0.19242746,0.17474188,0.09702535,0.21
0.8160328,-12.323782,455,9120.0,0.75,45600.0,0.19241443,0.1747214,0.0970381,0.26
0.8160333,-8.670114,456,9140.0,0.85,45700.0,0.19241756,0.17475037,0.09708241,0.22
0.8160464,-11.911106,457,9160.0,0.7,45800.0,0.19241318,0.1748119,0.09712577,0.19
0.81604093,-9.890684,458,9180.0,0.7,45900.0,0.19241107,0.17484295,0.097154,0.25
0.8160623,-11.414515,459,9200.0,0.6,46000.0,0.19241315,0.1749007,0.09719192,0.17
0.81608564,-9.850454,460,9220.0,0.65,46100.0,0.19241515,0.17491901,0.097212225,0.19
0.8161239,-7.53794,461,9240.0,0.85,46200.0,0.19242452,0.1748944,0.097236186,0.21
0.8161233,-8.173058,462,9260.0,0.85,46300.0,0.19241488,0.17488103,0.09725623,0.21
0.81614226,-11.00107,463,9280.0,0.75,46400.0,0.19241497,0.17501621,0.09725055,0.22
0.8161606,-8.429984,464,9300.0,0.75,46500.0,0.19242609,0.17510016,0.09726742,0.2
0.81619424,-8.6494465,465,9320.0,0.7,46600.0,0.19243549,0.17508845,0.09726701,0.21
0.81623477,-11.006761,466,9340.0,0.65,46700.0,0.19244228,0.17505687,0.09727679,0.23
0.81624246,-12.795435,467,9360.0,0.6,46800.0,0.19245166,0.17503183,0.097289994,0.3
0.81625646,-10.182048,468,9380.0,0.55,46900.0,0.1924467,0.17505895,0.097359076,0.19
0.81630784,-11.228037,469,9400.0,0.65,47000.0,0.19244866,0.17502938,0.09735438,0.28
0.81633466,-7.3767395,470,9420.0,0.85,47100.0,0.19245541,0.1750304,0.0973783,0.18
0.8163741,-9.596403,471,9440.0,0.7,47200.0,0.192466,0.17508705,0.097442254,0.14
0.8164162,-10.198435,472,9460.0,0.7,47300.0,0.19247547,0.17504041,0.09744683,0.11
0.8164454,-9.486946,473,9480.0,0.65,47400.0,0.19248907,0.17499273,0.09745164,0.3
0.8164916,-9.476925,474,9500.0,0.7,47500.0,0.19250092,0.17499651,0.097473785,0.22
0.8165016,-9.056419,475,9520.0,0.8,47600.0,0.19250368,0.17504871,0.09749461,0.18
0.81652427,-10.469895,476,9540.0,0.45,47700.0,0.19250679,0.17506771,0.09752174,0.27
0.8165409,-8.536931,477,9560.0,0.75,47800.0,0.19251671,0.17507564,0.09756364,0.17
0.8165707,-8.694563,478,9580.0,0.65,47900.0,0.192536,0.17508334,0.09759389,0.15
0.8166,-9.727022,479,9600.0,0.55,48000.0,0.19253704,0.17508404,0.097635366,0.18
0.816613,-6.0539956,480,9620.0,0.85,48100.0,0.19253992,0.17508477,0.09765142,0.19
0.81664115,-9.741222,481,9640.0,0.55,48200.0,0.1925379,0.17508452,0.09765317,0.23
0.81662685,-7.5023794,482,9660.0,0.75,48300.0,0.19253671,0.17514072,0.09770973,0.22
0.8166644,-15.377693,483,9680.0,0.35,48400.0,0.19253431,0.17520122,0.09779978,0.2
0.81669474,-10.986849,484,9700.0,0.35,48500.0,0.19253805,0.17517829,0.09783139,0.18
0.81669354,-10.658346,485,9720.0,0.4,48600.0,0.19254202,0.17519794,0.09785216,0.17
0.8167235,-7.7592497,486,9740.0,0.5,48700.0,0.19254485,0.17518966,0.09789898,0.1
0.81673366,-10.255098,487,9760.0,0.45,48800.0,0.19254945,0.17523563,0.09795938,0.21
0.8167538,-8.279205,488,9780.0,0.55,48900.0,0.19255324,0.17529146,0.09802362,0.18
0.81678504,-9.35934,489,9800.0,0.4,49000.0,0.19256346,0.1753032,0.09805787,0.14
0.8167989,-11.453083,490,9820.0,0.3,49100.0,0.19256563,0.17532955,0.09810851,0.17
0.8168497,-9.441228,491,9840.0,0.65,49200.0,0.19257334,0.17534418,0.09813203,0.16
0.816891,-12.698698,492,9860.0,0.5,49300.0,0.19257931,0.17533337,0.09813339,0.15
0.816878,-9.297506,493,9880.0,0.75,49400.0,0.19256428,0.17542021,0.098159015,0.28
0.8168905,-12.170421,494,9900.0,0.6,49500.0,0.19256723,0.17542827,0.098193124,0.16
0.8169179,-12.4473505,495,9920.0,0.55,49600.0,0.19256619,0.17543454,0.0982223,0.21
0.816945,-11.248298,496,9940.0,0.65,49700.0,0.19257377,0.1754386,0.098230354,0.14
0.81695884,-11.90398,497,9960.0,0.55,49800.0,0.1925762,0.17548467,0.09826724,0.17
0.8170101,-15.218477,498,9980.0,0.65,49900.0,0.19258577,0.17546797,0.098262675,0.15
0.81702965,-13.363153,499,10000.0,0.65,50000.0,0.19258405,0.17548221,0.098276354,0.15
0.8170159,-10.441348,500,10020.0,0.7,50100.0,0.19257602,0.17548303,0.09829023,0.2
0.8170147,-9.999098,501,10040.0,0.75,50200.0,0.19257483,0.17550541,0.09833305,0.19
0.8170031,-10.310669,502,10060.0,0.7,50300.0,0.192568,0.17554931,0.09834978,0.09
