test/success_rate,train/episode,stats_o/mean,stats_g/std,test/mean_Q,stats_g/mean,test/episode,epoch,train/success_rate,stats_o/std
0.6,75200.0,0.192108,0.16845925,-11.563873,0.8208177,15040.0,751,0.21,0.10290928
0.3,75300.0,0.19210596,0.16845143,-11.343324,0.8208165,15060.0,752,0.21,0.1029233
0.65,75400.0,0.19211048,0.16843235,-11.415275,0.8208056,15080.0,753,0.22,0.10292146
0.5,75500.0,0.19210939,0.1684243,-12.031928,0.8207998,15100.0,754,0.19,0.10292388
0.5,75600.0,0.19211179,0.16842069,-13.231668,0.82081574,15120.0,755,0.16,0.102925666
0.45,75700.0,0.19211735,0.16841643,-12.265592,0.8208308,15140.0,756,0.13,0.10292027
0.6,75800.0,0.19212711,0.16839693,-8.895572,0.82084876,15160.0,757,0.22,0.1029407
0.7,75900.0,0.19213068,0.16839914,-8.630397,0.8208572,15180.0,758,0.24,0.102945864
0.65,76000.0,0.19213669,0.16841106,-8.292219,0.82087225,15200.0,759,0.09,0.10296157
0.35,76100.0,0.19213895,0.16842498,-11.776685,0.8208816,15220.0,760,0.19,0.10297091
0.6,76200.0,0.19214912,0.16843702,-7.260423,0.8209012,15240.0,761,0.22,0.1029944
0.5,76300.0,0.19215025,0.16840701,-12.938883,0.820898,15260.0,762,0.25,0.10300004
0.4,76400.0,0.19215113,0.16841131,-10.640173,0.82091254,15280.0,763,0.2,0.10301556
0.5,76500.0,0.1921549,0.16840394,-10.766184,0.82091707,15300.0,764,0.22,0.10301144
0.55,76600.0,0.19215705,0.1683913,-10.867713,0.82092285,15320.0,765,0.24,0.103009984
0.6,76700.0,0.19215664,0.16841705,-9.899407,0.8209265,15340.0,766,0.23,0.10301555
0.4,76800.0,0.19215474,0.1684102,-14.045217,0.8209155,15360.0,767,0.28,0.103009745
0.55,76900.0,0.1921544,0.16840209,-10.874661,0.82092637,15380.0,768,0.21,0.10300186
0.45,77000.0,0.19216171,0.16840583,-11.435625,0.82095236,15400.0,769,0.2,0.10300833
0.55,77100.0,0.19216523,0.16841471,-11.867231,0.82094574,15420.0,770,0.21,0.10301797
0.4,77200.0,0.19216946,0.16841072,-12.389037,0.8209653,15440.0,771,0.29,0.103023395
0.3,77300.0,0.19217023,0.16839635,-10.598788,0.8209801,15460.0,772,0.14,0.10301576
0.6,77400.0,0.19216894,0.1683756,-7.5053077,0.8209782,15480.0,773,0.2,0.103040226
0.3,77500.0,0.1921723,0.1683708,-14.11922,0.8209948,15500.0,774,0.15,0.10305678
0.45,77600.0,0.19216897,0.1683753,-12.745554,0.82100004,15520.0,775,0.21,0.103058234
0.55,77700.0,0.19217527,0.16834725,-11.911657,0.82102174,15540.0,776,0.22,0.103051804
0.55,77800.0,0.19218008,0.1683572,-11.323108,0.8210458,15560.0,777,0.18,0.10306189
0.25,77900.0,0.19217137,0.16836725,-11.593775,0.8210332,15580.0,778,0.16,0.103087634
0.4,78000.0,0.19216776,0.16835903,-7.196463,0.8210373,15600.0,779,0.22,0.103099495
0.4,78100.0,0.19217464,0.1683401,-12.794148,0.8210558,15620.0,780,0.25,0.10309566
0.55,78200.0,0.19217722,0.16833381,-11.511594,0.8210648,15640.0,781,0.24,0.10308611
0.5,78300.0,0.19218385,0.16835509,-11.813722,0.8210852,15660.0,782,0.16,0.103113644
0.6,78400.0,0.19218685,0.16834033,-10.143636,0.8211135,15680.0,783,0.18,0.10310962
0.45,78500.0,0.1921878,0.16833697,-13.233243,0.8211264,15700.0,784,0.15,0.10310918
0.4,78600.0,0.19219188,0.16832618,-12.704233,0.821142,15720.0,785,0.19,0.1031008
0.6,78700.0,0.19219472,0.16833155,-9.778083,0.82115155,15740.0,786,0.18,0.10311945
0.45,78800.0,0.1921957,0.16832657,-9.786433,0.8211679,15760.0,787,0.19,0.103134416
0.4,78900.0,0.1921969,0.16830653,-13.729414,0.8211856,15780.0,788,0.16,0.10314206
0.6,79000.0,0.19220623,0.16831279,-9.865524,0.82120854,15800.0,789,0.14,0.10314553
0.6,79100.0,0.19220906,0.16830446,-11.849141,0.8212275,15820.0,790,0.26,0.103129014
0.5,79200.0,0.19221273,0.16828327,-9.72765,0.8212425,15840.0,791,0.22,0.10312172
0.65,79300.0,0.192214,0.16825627,-12.252517,0.8212466,15860.0,792,0.18,0.10311141
0.2,79400.0,0.19221586,0.16825908,-16.793797,0.8212645,15880.0,793,0.14,0.10310753
0.45,79500.0,0.192219,0.16823243,-12.994865,0.82127076,15900.0,794,0.22,0.103110164
0.45,79600.0,0.19222704,0.16821706,-13.679378,0.8212971,15920.0,795,0.15,0.1031145
0.4,79700.0,0.19222902,0.16819178,-17.523157,0.8213155,15940.0,796,0.18,0.103102334
0.4,79800.0,0.19222566,0.16821545,-14.103274,0.82130384,15960.0,797,0.22,0.10311882
0.35,79900.0,0.19223364,0.16819255,-17.045996,0.82133126,15980.0,798,0.16,0.10312642
0.5,80000.0,0.19222702,0.16821377,-10.545903,0.8213232,16000.0,799,0.18,0.103155985
0.55,80100.0,0.19222756,0.16821106,-13.085858,0.82132727,16020.0,800,0.17,0.10316409
0.65,80200.0,0.19223,0.16817968,-13.533391,0.8213537,16040.0,801,0.21,0.10315255
0.6,80300.0,0.19223358,0.16818547,-11.719307,0.8213485,16060.0,802,0.2,0.10316022
0.45,80400.0,0.19223729,0.16816278,-15.81707,0.8213735,16080.0,803,0.24,0.10316201
0.5,80500.0,0.19224125,0.16814826,-12.621811,0.8213851,16100.0,804,0.26,0.103151314
0.65,80600.0,0.19224073,0.16813879,-14.384638,0.82140523,16120.0,805,0.19,0.103150226
0.5,80700.0,0.19223733,0.16813834,-11.573041,0.82138973,16140.0,806,0.18,0.10314694
0.6,80800.0,0.19224106,0.16811888,-10.168691,0.8213951,16160.0,807,0.2,0.10313525
0.55,80900.0,0.19224733,0.1681187,-14.743347,0.8214213,16180.0,808,0.23,0.103140146
0.45,81000.0,0.19224577,0.16809331,-15.730855,0.82142854,16200.0,809,0.21,0.103137515
0.6,81100.0,0.19224411,0.16807576,-10.485576,0.82144237,16220.0,810,0.27,0.103125714
0.4,81200.0,0.19224569,0.16806708,-13.908583,0.8214579,16240.0,811,0.19,0.10313073
0.6,81300.0,0.19223921,0.16805686,-11.56996,0.8214446,16260.0,812,0.14,0.10314403
0.45,81400.0,0.19223863,0.16805953,-13.8181505,0.82145005,16280.0,813,0.22,0.10314999
0.6,81500.0,0.19223656,0.16805589,-12.656463,0.8214473,16300.0,814,0.23,0.10315841
0.5,81600.0,0.19223733,0.16806094,-12.053116,0.821444,16320.0,815,0.17,0.10315207
0.4,81700.0,0.19223906,0.16805434,-14.265073,0.82143927,16340.0,816,0.23,0.10314437
0.75,81800.0,0.19223805,0.16807912,-10.62747,0.8214135,16360.0,817,0.27,0.10315646
0.5,81900.0,0.19223282,0.16807197,-13.910902,0.8213868,16380.0,818,0.24,0.10316651
0.7,82000.0,0.19223243,0.16807036,-11.532826,0.821389,16400.0,819,0.22,0.10316749
0.45,82100.0,0.19222718,0.16807723,-13.06568,0.8213773,16420.0,820,0.17,0.103167124
0.75,82200.0,0.19222103,0.16810648,-12.3594055,0.8213532,16440.0,821,0.18,0.103195526
0.4,82300.0,0.19221593,0.16809171,-14.985906,0.82134676,16460.0,822,0.29,0.10319914
0.45,82400.0,0.1922193,0.16808484,-17.230984,0.8213584,16480.0,823,0.16,0.10321487
0.8,82500.0,0.19221714,0.16808312,-10.398445,0.82136416,16500.0,824,0.2,0.10321126
0.55,82600.0,0.19221154,0.16805707,-13.529722,0.8213654,16520.0,825,0.32,0.10320677
0.6,82700.0,0.19221236,0.16806619,-15.506635,0.8213671,16540.0,826,0.2,0.10321918
0.45,82800.0,0.19221292,0.16803704,-18.306362,0.8213832,16560.0,827,0.15,0.10320073
0.55,82900.0,0.19221266,0.16802871,-12.021978,0.8213807,16580.0,828,0.24,0.10319055
0.6,83000.0,0.19221587,0.16802235,-10.634022,0.8213792,16600.0,829,0.17,0.103190765
0.5,83100.0,0.19221185,0.16802238,-14.622174,0.8213746,16620.0,830,0.21,0.10320312
0.5,83200.0,0.1922096,0.16801582,-14.527716,0.821377,16640.0,831,0.2,0.10321068
0.6,83300.0,0.19221427,0.16805482,-14.036464,0.8213897,16660.0,832,0.26,0.10324233
0.55,83400.0,0.19221675,0.16804053,-12.0824175,0.821382,16680.0,833,0.2,0.10323398
0.7,83500.0,0.19221015,0.1680365,-10.837603,0.821369,16700.0,834,0.24,0.103241414
0.65,83600.0,0.19220984,0.16801512,-12.857092,0.8213722,16720.0,835,0.3,0.103241965
0.7,83700.0,0.19221291,0.16800255,-11.999514,0.82139254,16740.0,836,0.16,0.10325208
0.55,83800.0,0.19221921,0.16801287,-14.505945,0.82141274,16760.0,837,0.25,0.103263654
0.6,83900.0,0.19222888,0.16800152,-11.7892885,0.8214285,16780.0,838,0.23,0.10328229
0.5,84000.0,0.19223723,0.16799772,-14.563704,0.8214497,16800.0,839,0.25,0.10329543
0.7,84100.0,0.19224311,0.16800034,-9.730245,0.82144505,16820.0,840,0.26,0.103309385
0.45,84200.0,0.19224285,0.16799428,-7.521257,0.82145983,16840.0,841,0.23,0.10334173
0.5,84300.0,0.19224611,0.16799013,-8.196459,0.82149315,16860.0,842,0.14,0.103346035
0.25,84400.0,0.19224887,0.1679703,-13.250493,0.8214925,16880.0,843,0.21,0.10335765
0.6,84500.0,0.19225419,0.16796814,-9.321127,0.8215132,16900.0,844,0.22,0.103369646
0.55,84600.0,0.19225892,0.16796608,-8.177034,0.8215205,16920.0,845,0.25,0.10338657
0.45,84700.0,0.19225729,0.16794892,-11.477849,0.82151705,16940.0,846,0.3,0.1034092
0.55,84800.0,0.19225925,0.16791935,-11.578804,0.82153255,16960.0,847,0.18,0.10341558
0.55,84900.0,0.19225927,0.16788475,-7.511281,0.8215334,16980.0,848,0.22,0.103415325
0.55,85000.0,0.19226584,0.16788404,-7.347005,0.8215499,17000.0,849,0.16,0.103432104
0.5,85100.0,0.19226822,0.16786619,-10.061809,0.821572,17020.0,850,0.16,0.10342917
0.45,85200.0,0.19226608,0.16786748,-9.000408,0.8215843,17040.0,851,0.16,0.10344188
0.5,85300.0,0.19226721,0.16789179,-8.421532,0.8216043,17060.0,852,0.26,0.103465885
0.6,85400.0,0.19227259,0.16791047,-9.619734,0.82161015,17080.0,853,0.18,0.10349001
0.3,85500.0,0.19227387,0.16790949,-9.689445,0.82161015,17100.0,854,0.23,0.10349648
0.5,85600.0,0.19227159,0.16789436,-9.677976,0.82160777,17120.0,855,0.25,0.103519775
0.45,85700.0,0.19227384,0.16790909,-11.995413,0.82161397,17140.0,856,0.17,0.103534356
0.65,85800.0,0.19227463,0.16794515,-7.226023,0.82160527,17160.0,857,0.25,0.10355125
0.45,85900.0,0.19227901,0.16796255,-10.861479,0.82162577,17180.0,858,0.12,0.10356202
0.45,86000.0,0.19228306,0.16796905,-11.502278,0.82163805,17200.0,859,0.18,0.103557795
0.5,86100.0,0.19228584,0.16794263,-15.826399,0.82164294,17220.0,860,0.22,0.103545934
0.35,86200.0,0.1922875,0.16795118,-13.724173,0.8216602,17240.0,861,0.16,0.10354852
0.45,86300.0,0.1922863,0.16793902,-13.14049,0.82166845,17260.0,862,0.21,0.10356201
0.55,86400.0,0.19228262,0.16793446,-11.88365,0.82166934,17280.0,863,0.18,0.103566624
0.65,86500.0,0.1922837,0.16796915,-10.444889,0.8216562,17300.0,864,0.17,0.10357526
0.55,86600.0,0.19228163,0.16798277,-10.938852,0.82164425,17320.0,865,0.22,0.1036098
0.35,86700.0,0.1922833,0.16797908,-12.554398,0.8216538,17340.0,866,0.2,0.10361034
0.35,86800.0,0.19228363,0.16799778,-18.062294,0.82165164,17360.0,867,0.18,0.103622176
0.4,86900.0,0.19228584,0.16799368,-12.818953,0.8216637,17380.0,868,0.2,0.10361853
0.65,87000.0,0.1922846,0.1679721,-13.558647,0.8216605,17400.0,869,0.22,0.10362035
0.65,87100.0,0.19228393,0.16799076,-8.734648,0.8216761,17420.0,870,0.13,0.103619754
0.45,87200.0,0.19228786,0.16800058,-16.043009,0.82167894,17440.0,871,0.27,0.10363843
0.8,87300.0,0.19229405,0.16800706,-9.2598295,0.8216875,17460.0,872,0.23,0.103653215
0.6,87400.0,0.19229236,0.16799231,-11.817796,0.82167953,17480.0,873,0.29,0.10365504
0.4,87500.0,0.19229583,0.16798057,-14.946802,0.8216951,17500.0,874,0.27,0.10367103
0.6,87600.0,0.19230093,0.16796596,-10.268927,0.8217074,17520.0,875,0.19,0.103661545
0.45,87700.0,0.1923032,0.1679789,-15.44486,0.8217225,17540.0,876,0.17,0.10368362
0.6,87800.0,0.192295,0.16800238,-14.43881,0.82171303,17560.0,877,0.22,0.10371556
0.5,87900.0,0.19229832,0.1680165,-13.347363,0.8217291,17580.0,878,0.15,0.10372227
0.55,88000.0,0.19230112,0.16803795,-11.807082,0.8217388,17600.0,879,0.15,0.10374308
0.65,88100.0,0.19230337,0.16804242,-10.101468,0.821753,17620.0,880,0.19,0.10374583
0.3,88200.0,0.1923052,0.16803963,-15.743042,0.8217514,17640.0,881,0.26,0.10374334
0.35,88300.0,0.19230486,0.1680374,-11.849574,0.8217657,17660.0,882,0.13,0.103749186
0.45,88400.0,0.19230427,0.16803424,-14.391314,0.82175803,17680.0,883,0.25,0.10375579
0.2,88500.0,0.19230822,0.16803914,-16.221352,0.8217795,17700.0,884,0.24,0.10374648
0.45,88600.0,0.19230863,0.16801105,-12.572326,0.8217838,17720.0,885,0.25,0.10373501
0.4,88700.0,0.19231096,0.16801547,-15.033809,0.8217812,17740.0,886,0.24,0.10375659
0.8,88800.0,0.19231178,0.16801943,-8.669401,0.82177395,17760.0,887,0.18,0.10376031
0.6,88900.0,0.19231597,0.16801496,-10.376309,0.82178694,17780.0,888,0.28,0.10375827
0.35,89000.0,0.19231705,0.16803806,-15.471651,0.8217874,17800.0,889,0.29,0.103760675
0.55,89100.0,0.19231682,0.16803902,-9.861757,0.821791,17820.0,890,0.22,0.10375585
0.6,89200.0,0.19231951,0.16803028,-9.468747,0.82180715,17840.0,891,0.25,0.10374959
0.75,89300.0,0.19231874,0.16804838,-6.6370125,0.82179993,17860.0,892,0.19,0.103754185
0.4,89400.0,0.19231823,0.16806822,-15.27827,0.8218059,17880.0,893,0.2,0.1037563
0.55,89500.0,0.19231606,0.16811232,-10.675838,0.8217978,17900.0,894,0.19,0.103785515
0.7,89600.0,0.19231904,0.1680979,-8.768272,0.8217955,17920.0,895,0.29,0.103776865
0.45,89700.0,0.192323,0.16807432,-13.241827,0.8218089,17940.0,896,0.24,0.10376475
0.6,89800.0,0.19231857,0.16810821,-9.321608,0.8217991,17960.0,897,0.14,0.103791915
0.4,89900.0,0.19231614,0.16809167,-14.836093,0.82179993,17980.0,898,0.25,0.1037893
0.55,90000.0,0.19232655,0.16807896,-9.450211,0.8218234,18000.0,899,0.2,0.1037848
0.5,90100.0,0.19232386,0.16809826,-12.020044,0.8218312,18020.0,900,0.21,0.103806674
0.55,90200.0,0.19232398,0.16812724,-9.867917,0.82183903,18040.0,901,0.21,0.103813335
0.5,90300.0,0.19232628,0.16811256,-12.942067,0.8218321,18060.0,902,0.25,0.1038245
0.45,90400.0,0.19232693,0.16810702,-11.40289,0.8218462,18080.0,903,0.2,0.10383616
0.45,90500.0,0.19233197,0.16810668,-9.133322,0.8218565,18100.0,904,0.22,0.10384566
0.45,90600.0,0.19233085,0.16810937,-8.619468,0.82185936,18120.0,905,0.16,0.10385657
0.05,90700.0,0.19233474,0.16812275,-13.075421,0.82187134,18140.0,906,0.18,0.10387948
0.15,90800.0,0.19234264,0.16812862,-10.633806,0.8219056,18160.0,907,0.05,0.1039194
0.1,90900.0,0.19234917,0.16814405,-13.464096,0.8219574,18180.0,908,0.05,0.10394351
0.05,91000.0,0.19235958,0.1681201,-15.55325,0.8219974,18200.0,909,0.04,0.103947066
0.1,91100.0,0.19236536,0.16813594,-16.452982,0.8220288,18220.0,910,0.08,0.10394261
0.15,91200.0,0.19236249,0.1681695,-16.910213,0.822043,18240.0,911,0.1,0.10396701
0.2,91300.0,0.19236477,0.16820204,-12.116643,0.8220361,18260.0,912,0.09,0.1039754
0.25,91400.0,0.1923687,0.1682375,-11.701798,0.82206225,18280.0,913,0.13,0.10398973
0.35,91500.0,0.19237584,0.16825068,-13.042111,0.8220794,18300.0,914,0.13,0.10397777
0.45,91600.0,0.19238347,0.16826053,-11.225836,0.82209533,18320.0,915,0.12,0.10396851
0.4,91700.0,0.19238934,0.1682697,-11.396382,0.82209843,18340.0,916,0.23,0.1039691
0.55,91800.0,0.19238555,0.16828519,-10.795829,0.8220776,18360.0,917,0.23,0.103980854
0.4,91900.0,0.19238807,0.16828875,-12.233263,0.822088,18380.0,918,0.23,0.10398759
0.5,92000.0,0.19239499,0.16828872,-14.069226,0.822088,18400.0,919,0.16,0.103979826
0.65,92100.0,0.19240156,0.1682859,-8.571536,0.8221039,18420.0,920,0.2,0.10396844
0.45,92200.0,0.19240612,0.16829503,-12.836014,0.8221049,18440.0,921,0.21,0.10397088
0.4,92300.0,0.19241178,0.16828793,-13.014049,0.8221078,18460.0,922,0.28,0.10397449
0.6,92400.0,0.19241396,0.1682989,-11.233836,0.8221133,18480.0,923,0.21,0.103982665
0.35,92500.0,0.19242416,0.16829886,-17.059723,0.82213145,18500.0,924,0.18,0.10398438
0.8,92600.0,0.19242807,0.16831636,-6.132833,0.8221372,18520.0,925,0.23,0.10398153
0.5,92700.0,0.19242807,0.16831505,-12.845358,0.8221431,18540.0,926,0.18,0.10397174
0.4,92800.0,0.1924314,0.16832429,-14.648028,0.8221498,18560.0,927,0.21,0.10398464
0.4,92900.0,0.19243215,0.16834019,-14.499596,0.8221586,18580.0,928,0.23,0.10401031
0.55,93000.0,0.19243076,0.1683414,-14.160649,0.82215,18600.0,929,0.24,0.10400571
0.55,93100.0,0.19243225,0.16836137,-13.836789,0.822154,18620.0,930,0.17,0.10401664
0.7,93200.0,0.19243287,0.16837059,-11.440291,0.8221453,18640.0,931,0.25,0.104024686
0.7,93300.0,0.19243488,0.16835447,-13.560405,0.82214713,18660.0,932,0.22,0.10402558
0.65,93400.0,0.1924401,0.16834545,-12.497985,0.82215816,18680.0,933,0.27,0.10402687
0.45,93500.0,0.192447,0.1683438,-17.740343,0.8221697,18700.0,934,0.16,0.10402194
0.6,93600.0,0.19244969,0.1683405,-11.097004,0.82217216,18720.0,935,0.25,0.10401845
0.65,93700.0,0.1924497,0.16834264,-10.996672,0.82215804,18740.0,936,0.24,0.104025215
0.65,93800.0,0.19245149,0.16834788,-10.99627,0.8221503,18760.0,937,0.18,0.10403084
0.6,93900.0,0.19244646,0.16836776,-9.517557,0.8221441,18780.0,938,0.2,0.10404161
0.5,94000.0,0.19244903,0.16835254,-16.536736,0.82214814,18800.0,939,0.26,0.10403905
0.65,94100.0,0.19245167,0.16834824,-11.700498,0.8221476,18820.0,940,0.19,0.10404014
0.8,94200.0,0.1924517,0.1683436,-11.055544,0.82216257,18840.0,941,0.19,0.10403549
0.7,94300.0,0.19245398,0.16832583,-11.612921,0.8221889,18860.0,942,0.24,0.10403449
0.65,94400.0,0.19245644,0.16832423,-9.347415,0.82219654,18880.0,943,0.18,0.10403264
0.6,94500.0,0.19245699,0.1683257,-14.39771,0.82219934,18900.0,944,0.19,0.10403572
0.5,94600.0,0.1924587,0.16831876,-17.510672,0.8222011,18920.0,945,0.2,0.10403098
0.55,94700.0,0.19245945,0.16833675,-10.89661,0.82220435,18940.0,946,0.23,0.104042195
0.45,94800.0,0.19246249,0.16833918,-11.917805,0.8222232,18960.0,947,0.2,0.10403145
0.65,94900.0,0.19246529,0.168346,-9.74679,0.82221717,18980.0,948,0.3,0.10405046
0.7,95000.0,0.1924694,0.16833597,-11.468834,0.82221705,19000.0,949,0.21,0.10403411
0.6,95100.0,0.19246942,0.16831644,-11.966457,0.8222217,19020.0,950,0.29,0.10402299
0.4,95200.0,0.19247301,0.16830708,-11.452754,0.8222378,19040.0,951,0.21,0.104018964
0.4,95300.0,0.19247471,0.16830306,-14.378741,0.82223743,19060.0,952,0.27,0.10402418
0.55,95400.0,0.19247587,0.16829312,-10.841878,0.82223135,19080.0,953,0.3,0.10401422
0.55,95500.0,0.19247627,0.1682905,-13.7632885,0.82222825,19100.0,954,0.25,0.104011394
0.85,95600.0,0.19247442,0.16828437,-8.333746,0.8222206,19120.0,955,0.26,0.10399434
0.6,95700.0,0.19248065,0.16826917,-14.535396,0.8222301,19140.0,956,0.27,0.10398023
0.8,95800.0,0.19248793,0.16826774,-9.352472,0.8222465,19160.0,957,0.23,0.10397391
0.7,95900.0,0.19249459,0.16828682,-9.786485,0.82225305,19180.0,958,0.23,0.10396546
0.4,96000.0,0.19249417,0.16826652,-16.879301,0.82225114,19200.0,959,0.17,0.10395778
0.7,96100.0,0.19249621,0.16825764,-9.652872,0.82226545,19220.0,960,0.26,0.10396054
0.5,96200.0,0.19249502,0.16825557,-12.073369,0.8222634,19240.0,961,0.25,0.103951454
0.6,96300.0,0.19249812,0.16823822,-11.986605,0.8222863,19260.0,962,0.23,0.10394286
0.75,96400.0,0.19250087,0.16823298,-10.5793495,0.82228726,19280.0,963,0.24,0.10393706
0.65,96500.0,0.1925006,0.16823989,-10.113515,0.8222855,19300.0,964,0.14,0.10393327
0.7,96600.0,0.19249994,0.16823621,-11.187342,0.8222847,19320.0,965,0.32,0.10393882
0.9,96700.0,0.1924961,0.1682539,-9.140757,0.8222869,19340.0,966,0.14,0.10394712
0.45,96800.0,0.19249374,0.16824813,-13.565527,0.82229143,19360.0,967,0.28,0.10395183
0.6,96900.0,0.19249403,0.16825414,-10.213602,0.8223002,19380.0,968,0.17,0.103953965
0.75,97000.0,0.19249555,0.16822542,-10.629966,0.82230514,19400.0,969,0.22,0.103944235
0.6,97100.0,0.19249707,0.1682328,-13.111567,0.8223045,19420.0,970,0.19,0.10394538
0.5,97200.0,0.1924985,0.16823679,-14.62637,0.82231814,19440.0,971,0.16,0.10394324
0.7,97300.0,0.19249952,0.1682309,-13.273209,0.82232314,19460.0,972,0.29,0.103936106
0.7,97400.0,0.19249867,0.16823049,-13.523874,0.82233244,19480.0,973,0.3,0.103935726
0.8,97500.0,0.1924969,0.16822727,-10.082534,0.8223255,19500.0,974,0.22,0.10393075
0.65,97600.0,0.19249316,0.16822584,-10.7280445,0.822318,19520.0,975,0.18,0.10395067
0.85,97700.0,0.19249432,0.16822974,-8.602252,0.82233953,19540.0,976,0.14,0.103949696
0.65,97800.0,0.19249883,0.1682046,-12.038256,0.8223467,19560.0,977,0.18,0.10393797
0.45,97900.0,0.1924971,0.16819264,-11.156509,0.8223601,19580.0,978,0.19,0.10393262
0.45,98000.0,0.19249697,0.16819543,-15.586408,0.82235926,19600.0,979,0.27,0.10392907
0.5,98100.0,0.19249529,0.16818546,-11.67304,0.8223605,19620.0,980,0.28,0.103930615
0.65,98200.0,0.19249673,0.16820104,-9.848696,0.82236475,19640.0,981,0.22,0.10393912
0.6,98300.0,0.19249895,0.1682389,-14.636078,0.8223521,19660.0,982,0.23,0.10394986
0.5,98400.0,0.19249769,0.16824107,-12.015452,0.8223503,19680.0,983,0.26,0.103943475
0.5,98500.0,0.19249876,0.16823633,-15.366272,0.82235855,19700.0,984,0.18,0.10395609
0.7,98600.0,0.19249901,0.16822417,-11.4624815,0.8223493,19720.0,985,0.18,0.10395488
0.7,98700.0,0.19249474,0.16823329,-12.7633505,0.8223407,19740.0,986,0.16,0.10396422
0.55,98800.0,0.19249748,0.16823502,-9.546053,0.82233113,19760.0,987,0.17,0.1039721
0.35,98900.0,0.19249791,0.16823538,-11.311984,0.8223303,19780.0,988,0.24,0.103995524
0.35,99000.0,0.19250053,0.16826826,-13.1715145,0.8223303,19800.0,989,0.22,0.104006015
0.3,99100.0,0.19250315,0.1682806,-13.220438,0.8223445,19820.0,990,0.15,0.10403296
0.55,99200.0,0.19250378,0.16827329,-8.029035,0.82235956,19840.0,991,0.2,0.10404096
0.35,99300.0,0.19250298,0.16830166,-14.045868,0.82236177,19860.0,992,0.18,0.10404938
0.65,99400.0,0.19250354,0.1682934,-8.191065,0.8223645,19880.0,993,0.15,0.10406544
0.3,99500.0,0.19250341,0.16829652,-12.902362,0.8223757,19900.0,994,0.18,0.10406806
0.45,99600.0,0.19250363,0.16830833,-9.6705065,0.82236403,19920.0,995,0.2,0.1040805
0.55,99700.0,0.19250168,0.16831978,-10.019283,0.82236797,19940.0,996,0.25,0.104079664
0.65,99800.0,0.19249958,0.16832717,-8.899014,0.82237023,19960.0,997,0.2,0.10407734
0.55,99900.0,0.19249822,0.16834103,-9.344992,0.822373,19980.0,998,0.17,0.104079634
0.7,100000.0,0.19249643,0.16835888,-8.442587,0.82237816,20000.0,999,0.2,0.104098365
