test/success_rate,test/episode,stats_g/mean,train/episode,train/success_rate,stats_o/mean,stats_g/std,test/mean_Q,stats_o/std,epoch
1.0,5060.0,0.8377407,25300.0,0.97,0.20161122,0.075166404,-1.353669,0.111863434,252
1.0,5080.0,0.83772826,25400.0,0.98,0.20161405,0.07512184,-1.2816648,0.1118817,253
1.0,5100.0,0.8377443,25500.0,1.0,0.20161921,0.075070985,-1.0776507,0.11187759,254
1.0,5120.0,0.8377531,25600.0,0.94,0.2016411,0.07510206,-1.174226,0.1119188,255
1.0,5140.0,0.8377568,25700.0,0.95,0.20164393,0.07510968,-1.1230986,0.11198104,256
1.0,5160.0,0.83776635,25800.0,0.97,0.20164724,0.075093076,-0.9471122,0.11199348,257
1.0,5180.0,0.8377559,25900.0,0.94,0.20163919,0.07505181,-0.8222969,0.11201645,258
0.95,5200.0,0.8377902,26000.0,0.95,0.20164658,0.075014405,-2.7315197,0.11198963,259
1.0,5220.0,0.83779025,26100.0,0.95,0.20168613,0.07498374,-1.2544252,0.11200282,260
1.0,5240.0,0.8377734,26200.0,0.97,0.20168924,0.074941166,-1.1988778,0.112017624,261
0.95,5260.0,0.83775395,26300.0,0.93,0.20168974,0.07492464,-2.3433528,0.11206931,262
0.95,5280.0,0.8377207,26400.0,0.99,0.20168331,0.07488425,-1.2520062,0.112126544,263
0.95,5300.0,0.83774155,26500.0,0.97,0.20169967,0.07485229,-1.6637819,0.112218425,264
1.0,5320.0,0.8377622,26600.0,0.96,0.20170145,0.074816786,-1.0270536,0.112231515,265
1.0,5340.0,0.8377573,26700.0,0.94,0.20171028,0.07477031,-1.2057717,0.11221759,266
1.0,5360.0,0.8377556,26800.0,0.96,0.20169769,0.07473422,-0.9496583,0.11220126,267
1.0,5380.0,0.8377741,26900.0,0.98,0.20170745,0.07469349,-1.2178738,0.112272255,268
0.95,5400.0,0.8377722,27000.0,0.96,0.2017177,0.074693926,-2.1819136,0.112246715,269
1.0,5420.0,0.8377712,27100.0,0.99,0.2017394,0.074651726,-1.3323386,0.11225036,270
1.0,5440.0,0.83777285,27200.0,0.93,0.2017199,0.07462704,-1.1707616,0.11222219,271
1.0,5460.0,0.83780104,27300.0,0.97,0.20174332,0.07459161,-1.2640642,0.112189904,272
1.0,5480.0,0.8378096,27400.0,0.96,0.20174974,0.07456437,-1.2243214,0.112202875,273
1.0,5500.0,0.83781123,27500.0,1.0,0.20173919,0.074523024,-1.0344547,0.1121833,274
1.0,5520.0,0.83783656,27600.0,0.98,0.2017449,0.07449355,-1.1190529,0.11218804,275
0.95,5540.0,0.8378532,27700.0,0.96,0.20175892,0.07445335,-3.2221866,0.112162784,276
1.0,5560.0,0.8378582,27800.0,0.97,0.20177442,0.074437626,-0.90802926,0.11213721,277
1.0,5580.0,0.83786154,27900.0,0.94,0.2017861,0.074393384,-1.012935,0.11210814,278
1.0,5600.0,0.83784366,28000.0,0.98,0.20179427,0.074385285,-1.1444637,0.112153746,279
1.0,5620.0,0.83786297,28100.0,0.98,0.20179988,0.07435073,-1.1800297,0.11215783,280
1.0,5640.0,0.83785135,28200.0,0.96,0.201805,0.0743202,-1.0623314,0.11213729,281
1.0,5660.0,0.8378599,28300.0,0.96,0.20180579,0.07430785,-1.2137449,0.112128764,282
1.0,5680.0,0.8378665,28400.0,0.96,0.2017911,0.07425697,-0.8736037,0.11211297,283
1.0,5700.0,0.8378696,28500.0,0.95,0.20178565,0.07430888,-1.0816687,0.112133205,284
1.0,5720.0,0.83786184,28600.0,0.98,0.2017784,0.074264236,-1.0156405,0.112134926,285
1.0,5740.0,0.8378714,28700.0,0.96,0.20177919,0.07421932,-1.2142909,0.11214862,286
1.0,5760.0,0.83786345,28800.0,0.96,0.20178282,0.07420643,-1.2113938,0.11214303,287
1.0,5780.0,0.83785844,28900.0,0.95,0.20180012,0.07419837,-0.9828025,0.11217805,288
1.0,5800.0,0.8378632,29000.0,0.98,0.20180377,0.07416058,-1.0451493,0.1122228,289
1.0,5820.0,0.837893,29100.0,0.94,0.20181146,0.07417431,-1.2181886,0.112206146,290
1.0,5840.0,0.837919,29200.0,0.97,0.20181848,0.074138485,-1.0192595,0.112156995,291
1.0,5860.0,0.837903,29300.0,0.99,0.20181432,0.07410055,-1.0609727,0.11217655,292
1.0,5880.0,0.83791524,29400.0,0.98,0.2018211,0.07406148,-0.8431452,0.11219395,293
1.0,5900.0,0.837926,29500.0,0.95,0.2018147,0.07408721,-0.9865409,0.11220748,294
0.95,5920.0,0.8379286,29600.0,0.97,0.20182295,0.07405453,-1.1393605,0.11219958,295
1.0,5940.0,0.837918,29700.0,0.96,0.20184007,0.07404905,-1.3671242,0.11220107,296
1.0,5960.0,0.83793205,29800.0,0.97,0.20182835,0.07403107,-1.3211161,0.112214655,297
0.95,5980.0,0.83793265,29900.0,0.99,0.20181423,0.07400276,-2.2776084,0.11215339,298
1.0,6000.0,0.83792955,30000.0,0.96,0.20180763,0.07398995,-1.320043,0.1121495,299
1.0,6020.0,0.8379569,30100.0,0.97,0.2018175,0.07395465,-0.83021516,0.11213145,300
1.0,6040.0,0.8379448,30200.0,0.95,0.20182791,0.07392558,-1.1739756,0.11213351,301
1.0,6060.0,0.83793765,30300.0,0.96,0.20182867,0.07389303,-1.1594895,0.11213913,302
1.0,6080.0,0.8379516,30400.0,0.94,0.20184107,0.07390726,-1.1597584,0.112182505,303
1.0,6100.0,0.8379448,30500.0,0.95,0.20185265,0.07391454,-1.0362469,0.11218715,304
1.0,6120.0,0.8379361,30600.0,0.98,0.20186478,0.07387627,-1.0023907,0.112188295,305
1.0,6140.0,0.83793074,30700.0,0.93,0.20187044,0.073855795,-1.5127465,0.112211406,306
1.0,6160.0,0.83794004,30800.0,0.92,0.20187889,0.07383961,-1.3358413,0.11226782,307
1.0,6180.0,0.8379567,30900.0,0.86,0.20187469,0.073806696,-1.1211216,0.11229354,308
1.0,6200.0,0.8379609,31000.0,0.96,0.20187312,0.073799446,-1.010109,0.1122568,309
0.95,6220.0,0.8379534,31100.0,0.95,0.20186722,0.07380828,-1.3005183,0.11225135,310
1.0,6240.0,0.83797497,31200.0,0.97,0.20186907,0.07377148,-0.8339292,0.11222176,311
1.0,6260.0,0.8379962,31300.0,0.95,0.2018746,0.07374982,-1.0589674,0.112233266,312
1.0,6280.0,0.8380025,31400.0,0.97,0.20188831,0.07371779,-0.82821923,0.112219706,313
1.0,6300.0,0.8380019,31500.0,0.94,0.2018801,0.07369472,-1.0337343,0.11223905,314
1.0,6320.0,0.83798105,31600.0,0.94,0.20187452,0.07369298,-1.1501744,0.112271816,315
0.95,6340.0,0.8379752,31700.0,0.97,0.20185824,0.073646985,-1.2341655,0.11226697,316
1.0,6360.0,0.8379889,31800.0,0.95,0.20186415,0.07360975,-1.0277321,0.11229085,317
1.0,6380.0,0.8379814,31900.0,0.97,0.2018622,0.07360012,-0.9978477,0.11228803,318
1.0,6400.0,0.8379819,32000.0,0.99,0.2018506,0.07357033,-0.88878536,0.11232004,319
1.0,6420.0,0.8379836,32100.0,0.94,0.20184927,0.07353311,-1.2923024,0.11233871,320
1.0,6440.0,0.83798856,32200.0,0.95,0.20184666,0.07352182,-1.2711782,0.112381466,321
0.95,6460.0,0.83798665,32300.0,0.94,0.20184143,0.073529236,-1.4812433,0.112417124,322
1.0,6480.0,0.83798313,32400.0,0.98,0.20184876,0.0734901,-1.0718341,0.112455904,323
1.0,6500.0,0.83798105,32500.0,0.97,0.20183994,0.073497124,-1.4138062,0.11242524,324
1.0,6520.0,0.8379965,32600.0,0.97,0.20184498,0.07347688,-1.201719,0.11241208,325
1.0,6540.0,0.83799165,32700.0,0.96,0.20183586,0.073457114,-1.1019236,0.11235189,326
1.0,6560.0,0.8379987,32800.0,0.93,0.20184165,0.073427506,-1.1471932,0.112395085,327
1.0,6580.0,0.83800405,32900.0,0.95,0.20183079,0.07339705,-0.8594223,0.11244205,328
1.0,6600.0,0.8380113,33000.0,0.93,0.20183088,0.0734132,-1.0670408,0.11245873,329
1.0,6620.0,0.83802223,33100.0,0.92,0.20184642,0.07338135,-0.92304003,0.11246394,330
1.0,6640.0,0.8380217,33200.0,0.98,0.20184189,0.07335045,-1.1031332,0.11244698,331
1.0,6660.0,0.8380293,33300.0,0.95,0.2018352,0.07333758,-1.7395312,0.11243562,332
0.95,6680.0,0.838006,33400.0,0.96,0.20182256,0.073338814,-1.1653311,0.11245451,333
1.0,6700.0,0.8379728,33500.0,0.99,0.20179671,0.073326506,-1.0752946,0.11247769,334
1.0,6720.0,0.8379586,33600.0,0.98,0.20180061,0.07330477,-0.92416155,0.112438895,335
1.0,6740.0,0.8379684,33700.0,0.96,0.20181575,0.0732796,-0.885214,0.11242482,336
1.0,6760.0,0.8379843,33800.0,0.98,0.20181227,0.07326201,-1.1728715,0.11241956,337
1.0,6780.0,0.83798146,33900.0,0.98,0.20180602,0.07325394,-0.9567342,0.11241357,338
1.0,6800.0,0.8379941,34000.0,0.96,0.2018043,0.07323419,-1.1034794,0.11240851,339
1.0,6820.0,0.8379891,34100.0,0.96,0.20179318,0.07320334,-1.0551517,0.112400636,340
1.0,6840.0,0.83797956,34200.0,0.92,0.20178093,0.07319219,-0.89679134,0.112371475,341
1.0,6860.0,0.8379757,34300.0,0.94,0.20178127,0.07322812,-0.9690382,0.11238442,342
1.0,6880.0,0.8379863,34400.0,0.98,0.20179196,0.073195204,-1.2494358,0.112412386,343
1.0,6900.0,0.8380017,34500.0,0.98,0.2017988,0.07318204,-0.9388173,0.11240473,344
1.0,6920.0,0.83799237,34600.0,0.94,0.20179488,0.07315252,-0.96584004,0.11236949,345
1.0,6940.0,0.8379894,34700.0,0.97,0.20179954,0.07312473,-0.9615471,0.112321384,346
1.0,6960.0,0.8379958,34800.0,0.95,0.20181446,0.07309898,-1.2392268,0.112336285,347
1.0,6980.0,0.8379814,34900.0,0.95,0.20181076,0.073075406,-0.97536695,0.11231934,348
1.0,7000.0,0.8379901,35000.0,0.96,0.20182042,0.073055215,-1.1212093,0.112337045,349
1.0,7020.0,0.8380025,35100.0,0.95,0.20181446,0.073048115,-1.0320114,0.112337865,350
1.0,7040.0,0.8380092,35200.0,0.96,0.201815,0.07301571,-1.1151865,0.11234863,351
1.0,7060.0,0.8380062,35300.0,0.93,0.20179853,0.07303541,-1.0602591,0.11233974,352
0.95,7080.0,0.8379998,35400.0,0.95,0.20180601,0.073030405,-1.2217982,0.11236401,353
0.95,7100.0,0.83800226,35500.0,0.98,0.20181179,0.0730018,-1.3165233,0.11238094,354
1.0,7120.0,0.83801794,35600.0,0.95,0.2018133,0.07299237,-1.0746382,0.11236954,355
1.0,7140.0,0.83801955,35700.0,0.96,0.2018163,0.0729642,-1.2935927,0.112356484,356
1.0,7160.0,0.83803296,35800.0,0.99,0.20180611,0.07293976,-1.0219592,0.112396,357
1.0,7180.0,0.83801895,35900.0,0.95,0.2017958,0.072919734,-0.7003856,0.11240981,358
1.0,7200.0,0.83800715,36000.0,0.96,0.20178221,0.07290741,-0.77061325,0.11240935,359
1.0,7220.0,0.83800083,36100.0,0.96,0.20177187,0.07289097,-1.0652643,0.112420395,360
1.0,7240.0,0.8380115,36200.0,0.96,0.20176943,0.072891,-1.2334073,0.112458356,361
1.0,7260.0,0.83800775,36300.0,0.94,0.20176923,0.07288443,-1.0831959,0.11247754,362
1.0,7280.0,0.83802253,36400.0,0.98,0.20177904,0.07286284,-1.0148395,0.11249007,363
1.0,7300.0,0.83802295,36500.0,0.94,0.20177957,0.072855756,-0.7715371,0.112480976,364
1.0,7320.0,0.8380247,36600.0,0.91,0.20179756,0.07285302,-1.3295357,0.11252025,365
0.95,7340.0,0.83803463,36700.0,0.96,0.2017908,0.07287121,-1.2833736,0.11255481,366
0.95,7360.0,0.8380398,36800.0,0.93,0.20179349,0.072848625,-1.5402617,0.112554416,367
1.0,7380.0,0.83804244,36900.0,0.95,0.20179485,0.072832055,-1.1603054,0.112602815,368
1.0,7400.0,0.8380577,37000.0,0.96,0.20180473,0.07280377,-1.2726709,0.11260974,369
1.0,7420.0,0.83806515,37100.0,0.93,0.20181528,0.0727855,-1.3056711,0.112613685,370
1.0,7440.0,0.83808225,37200.0,0.94,0.20181808,0.07278881,-1.0599906,0.11262181,371
1.0,7460.0,0.83808184,37300.0,0.95,0.20182289,0.07277219,-0.9286858,0.11262342,372
1.0,7480.0,0.83806276,37400.0,0.95,0.20183592,0.07274928,-1.1108221,0.11266866,373
1.0,7500.0,0.83805174,37500.0,0.95,0.20183745,0.072723754,-1.0253332,0.112692595,374
1.0,7520.0,0.83804154,37600.0,0.93,0.20183794,0.0727368,-1.1422399,0.11270186,375
1.0,7540.0,0.83804804,37700.0,0.96,0.20183429,0.072734796,-1.093645,0.11273887,376
1.0,7560.0,0.83805937,37800.0,0.98,0.20183025,0.072713405,-1.21999,0.11272866,377
0.95,7580.0,0.8380638,37900.0,0.98,0.20182635,0.07270818,-1.1940401,0.11273671,378
1.0,7600.0,0.83806545,38000.0,0.96,0.20182577,0.07270496,-1.116416,0.11272191,379
1.0,7620.0,0.8380789,38100.0,0.94,0.20182154,0.07271357,-1.1741893,0.11274776,380
1.0,7640.0,0.838106,38200.0,0.98,0.2018167,0.07271861,-0.884981,0.11275634,381
0.95,7660.0,0.8381045,38300.0,0.99,0.20182553,0.07269207,-1.1292176,0.112768345,382
1.0,7680.0,0.83810616,38400.0,0.96,0.20181946,0.072714515,-1.0347009,0.112763315,383
1.0,7700.0,0.8381016,38500.0,0.96,0.20181838,0.07268823,-0.9886284,0.112742774,384
1.0,7720.0,0.83810306,38600.0,0.92,0.20180473,0.07267341,-0.84077054,0.1127542,385
1.0,7740.0,0.8381099,38700.0,0.9,0.20181948,0.072679944,-1.1620768,0.11276745,386
1.0,7760.0,0.83810616,38800.0,0.97,0.20180614,0.07265624,-1.2082962,0.11275016,387
1.0,7780.0,0.83812195,38900.0,0.97,0.20179707,0.07263034,-0.9795495,0.11274541,388
1.0,7800.0,0.8381255,39000.0,0.94,0.2017892,0.07264932,-0.94736546,0.11277839,389
1.0,7820.0,0.8381233,39100.0,0.97,0.20177785,0.07262401,-1.0680041,0.11278222,390
1.0,7840.0,0.8381319,39200.0,0.95,0.20178466,0.07260711,-1.2964274,0.11282059,391
1.0,7860.0,0.8381317,39300.0,0.96,0.20178527,0.072595626,-0.6141583,0.11281282,392
1.0,7880.0,0.8381228,39400.0,0.97,0.20179348,0.07256947,-0.68543845,0.11279996,393
1.0,7900.0,0.8381311,39500.0,0.94,0.20179874,0.072538905,-0.92815626,0.112814404,394
1.0,7920.0,0.83813643,39600.0,0.97,0.2018005,0.07251679,-1.1682647,0.112788804,395
1.0,7940.0,0.8381333,39700.0,0.94,0.20180213,0.072497435,-1.0572689,0.112796165,396
1.0,7960.0,0.8381441,39800.0,0.93,0.20182423,0.07249356,-0.7784888,0.11282952,397
1.0,7980.0,0.8381621,39900.0,0.93,0.20183152,0.07249141,-0.94279414,0.11285614,398
1.0,8000.0,0.8381565,40000.0,0.99,0.2018379,0.0724841,-1.1969844,0.1128827,399
1.0,8020.0,0.8381528,40100.0,0.92,0.20182878,0.07246449,-1.0077208,0.1129231,400
0.95,8040.0,0.8381466,40200.0,0.96,0.20181158,0.07244485,-1.9643085,0.1129362,401
1.0,8060.0,0.8381543,40300.0,0.96,0.20180278,0.072428085,-0.9949978,0.11292705,402
0.95,8080.0,0.83814335,40400.0,0.96,0.20179094,0.07242807,-1.2588468,0.11292142,403
1.0,8100.0,0.83814913,40500.0,0.96,0.2017823,0.07241679,-0.83890754,0.1129412,404
1.0,8120.0,0.8381483,40600.0,0.95,0.20177935,0.07239867,-0.95834625,0.11292583,405
1.0,8140.0,0.8381342,40700.0,0.95,0.2017766,0.072373636,-0.9230441,0.1129567,406
1.0,8160.0,0.8381545,40800.0,0.95,0.20176241,0.072357215,-1.2450311,0.1129773,407
1.0,8180.0,0.83816695,40900.0,0.95,0.20176692,0.07233819,-0.9369453,0.112991735,408
0.95,8200.0,0.83816606,41000.0,0.97,0.20177996,0.07231191,-2.3581872,0.11300602,409
1.0,8220.0,0.8381686,41100.0,0.98,0.20175496,0.072286464,-0.785519,0.11300371,410
0.95,8240.0,0.8381632,41200.0,0.92,0.20175274,0.07231732,-1.1706611,0.11300496,411
1.0,8260.0,0.8381613,41300.0,0.97,0.20175457,0.07230214,-1.1467247,0.113012664,412
1.0,8280.0,0.8381638,41400.0,0.93,0.20174617,0.07227765,-1.0279833,0.11300094,413
0.95,8300.0,0.83815783,41500.0,0.95,0.20174152,0.07226266,-1.1288704,0.113008946,414
1.0,8320.0,0.8381613,41600.0,0.95,0.20173925,0.072256416,-1.0552957,0.1130259,415
1.0,8340.0,0.8381625,41700.0,0.94,0.2017301,0.07226149,-1.0671827,0.113023825,416
1.0,8360.0,0.8381564,41800.0,0.96,0.20174095,0.07223794,-1.3359612,0.11303824,417
1.0,8380.0,0.83816934,41900.0,0.96,0.20173173,0.07221294,-1.057964,0.11306735,418
1.0,8400.0,0.8381764,42000.0,0.97,0.20172895,0.07220555,-1.2114323,0.113051325,419
1.0,8420.0,0.83816725,42100.0,0.94,0.2017224,0.07218043,-1.1340164,0.11303176,420
1.0,8440.0,0.8381648,42200.0,0.91,0.20171623,0.072201915,-0.7811369,0.11303814,421
1.0,8460.0,0.8381679,42300.0,0.95,0.20170979,0.07217469,-1.2144477,0.11303981,422
1.0,8480.0,0.83815217,42400.0,0.99,0.2016998,0.07215539,-0.80057335,0.11305447,423
1.0,8500.0,0.8381355,42500.0,0.94,0.20170225,0.07216603,-1.2008579,0.113070086,424
1.0,8520.0,0.8381443,42600.0,0.98,0.20170961,0.07214072,-0.99185026,0.11309594,425
1.0,8540.0,0.8381283,42700.0,0.95,0.2017198,0.072134174,-1.1912678,0.113077536,426
1.0,8560.0,0.8381219,42800.0,0.99,0.20172036,0.072105296,-1.1943499,0.1130581,427
1.0,8580.0,0.83812284,42900.0,0.97,0.20173691,0.07210821,-1.2339709,0.11309182,428
1.0,8600.0,0.8381107,43000.0,0.96,0.20175299,0.07209084,-0.75160795,0.113113396,429
1.0,8620.0,0.8381119,43100.0,0.94,0.2017573,0.072069,-0.9561798,0.11312728,430
1.0,8640.0,0.8381214,43200.0,0.97,0.20175867,0.07207138,-0.73084134,0.11315733,431
1.0,8660.0,0.83812505,43300.0,0.94,0.20174962,0.07205382,-0.82431144,0.11316365,432
1.0,8680.0,0.8381255,43400.0,0.94,0.2017476,0.07208161,-0.9956077,0.113177024,433
1.0,8700.0,0.8381157,43500.0,0.97,0.20174026,0.072062366,-1.0398366,0.11319219,434
1.0,8720.0,0.8381272,43600.0,0.95,0.20174181,0.072060265,-1.1669887,0.11319342,435
1.0,8740.0,0.83813256,43700.0,0.98,0.20173392,0.072029434,-1.0032178,0.1131956,436
1.0,8760.0,0.83813906,43800.0,0.98,0.2017394,0.07200559,-1.3508222,0.113214195,437
1.0,8780.0,0.8381365,43900.0,0.98,0.20175074,0.07198324,-1.1464784,0.11322198,438
1.0,8800.0,0.83814436,44000.0,0.94,0.20175898,0.071979664,-1.114866,0.113274544,439
1.0,8820.0,0.83814496,44100.0,0.95,0.20175484,0.07195904,-1.017925,0.11327219,440
1.0,8840.0,0.8381441,44200.0,0.96,0.20175101,0.07195752,-0.96974355,0.11328563,441
1.0,8860.0,0.83814454,44300.0,0.96,0.2017457,0.0719292,-1.0178796,0.113271005,442
1.0,8880.0,0.83814687,44400.0,0.94,0.20174396,0.07190848,-1.1373785,0.11327126,443
1.0,8900.0,0.83814746,44500.0,0.97,0.20174828,0.0718971,-0.9517649,0.11327618,444
1.0,8920.0,0.8381467,44600.0,0.93,0.20173815,0.07190109,-0.96027696,0.11332074,445
1.0,8940.0,0.8381627,44700.0,0.96,0.20173903,0.071899526,-1.0035355,0.11331012,446
1.0,8960.0,0.8381718,44800.0,0.96,0.20174624,0.07190357,-1.1338091,0.11329461,447
0.95,8980.0,0.8381645,44900.0,0.97,0.20174673,0.07188455,-1.0309356,0.11329095,448
1.0,9000.0,0.8381557,45000.0,0.94,0.2017375,0.07187007,-1.0752556,0.11328584,449
1.0,9020.0,0.8381505,45100.0,0.93,0.2017406,0.07186297,-0.93043965,0.11327089,450
1.0,9040.0,0.83816475,45200.0,0.94,0.20176294,0.07189075,-0.88901675,0.11328446,451
1.0,9060.0,0.8381588,45300.0,0.96,0.20175953,0.071881115,-0.8705894,0.11330264,452
1.0,9080.0,0.83816177,45400.0,0.95,0.20175292,0.07185624,-1.2456896,0.11330149,453
1.0,9100.0,0.8381644,45500.0,0.99,0.201753,0.07184571,-1.0841594,0.11330379,454
1.0,9120.0,0.8381667,45600.0,0.96,0.20175326,0.07184284,-1.0550053,0.113325045,455
1.0,9140.0,0.8381745,45700.0,0.95,0.20175552,0.071830094,-1.0860302,0.11336535,456
1.0,9160.0,0.8381686,45800.0,0.91,0.2017508,0.07182917,-1.1640332,0.11337396,457
1.0,9180.0,0.8381617,45900.0,0.95,0.20175347,0.071801834,-1.2719095,0.11338962,458
1.0,9200.0,0.838177,46000.0,0.99,0.20175019,0.07177899,-0.85830224,0.113354005,459
1.0,9220.0,0.8381651,46100.0,0.96,0.20175193,0.07176858,-1.2437077,0.11334885,460
0.95,9240.0,0.83816546,46200.0,0.95,0.20176534,0.07177931,-2.2238536,0.11337504,461
1.0,9260.0,0.8381749,46300.0,0.96,0.20175938,0.071761005,-1.0204179,0.113366134,462
1.0,9280.0,0.8381679,46400.0,0.96,0.20175493,0.071758986,-0.9744848,0.113355786,463
1.0,9300.0,0.8381679,46500.0,0.96,0.20175566,0.07176847,-1.0224053,0.113359936,464
1.0,9320.0,0.83817536,46600.0,0.96,0.20176215,0.071755596,-1.0990881,0.113358565,465
1.0,9340.0,0.8381677,46700.0,0.89,0.20176533,0.07173718,-1.1686723,0.1133624,466
1.0,9360.0,0.83817816,46800.0,0.94,0.20175749,0.0717234,-1.0525255,0.11335082,467
1.0,9380.0,0.838188,46900.0,0.94,0.20174962,0.071720146,-0.64124733,0.113379754,468
1.0,9400.0,0.8381801,47000.0,0.89,0.20173016,0.0717688,-1.4309295,0.1134149,469
1.0,9420.0,0.8381761,47100.0,0.97,0.2017235,0.07176416,-0.9302928,0.11342302,470
1.0,9440.0,0.83818394,47200.0,0.97,0.20172814,0.07175525,-0.8312782,0.1134195,471
1.0,9460.0,0.83817774,47300.0,0.94,0.20174128,0.071767814,-0.9609504,0.11342755,472
1.0,9480.0,0.8381796,47400.0,0.94,0.20174547,0.07179894,-1.3136514,0.1134471,473
1.0,9500.0,0.8381808,47500.0,0.96,0.2017396,0.07177628,-1.1285206,0.11342273,474
0.95,9520.0,0.8381699,47600.0,0.97,0.20173688,0.071758516,-1.2591301,0.11341407,475
1.0,9540.0,0.83817357,47700.0,0.96,0.20174263,0.071757235,-0.94411486,0.1134151,476
1.0,9560.0,0.8381633,47800.0,0.94,0.20174396,0.07177628,-1.0571293,0.11344273,477
1.0,9580.0,0.838171,47900.0,0.96,0.20174837,0.07177421,-1.2255048,0.11343524,478
1.0,9600.0,0.8381743,48000.0,0.97,0.20175663,0.07175443,-0.7592837,0.11344178,479
0.9,9620.0,0.8381734,48100.0,0.96,0.20175806,0.07175403,-1.072925,0.113423176,480
1.0,9640.0,0.83818334,48200.0,0.93,0.2017583,0.071749724,-1.0530474,0.11342526,481
1.0,9660.0,0.8381846,48300.0,0.92,0.20176104,0.071742155,-1.1498206,0.11341138,482
1.0,9680.0,0.8381786,48400.0,0.98,0.20177323,0.07172598,-0.8750868,0.11339498,483
1.0,9700.0,0.83816963,48500.0,0.98,0.20175901,0.071726434,-1.0659916,0.11342015,484
0.85,9720.0,0.83815736,48600.0,0.94,0.20174651,0.071742006,-4.040923,0.113428995,485
1.0,9740.0,0.83816046,48700.0,0.94,0.2017349,0.071735404,-1.0151547,0.11345954,486
1.0,9760.0,0.83814645,48800.0,0.95,0.20173483,0.071736746,-0.9373447,0.113471135,487
1.0,9780.0,0.8381321,48900.0,0.94,0.20173153,0.0717294,-0.8193509,0.11344627,488
0.95,9800.0,0.8381331,49000.0,0.94,0.20173377,0.071742244,-2.3362164,0.11345144,489
0.95,9820.0,0.8381354,49100.0,0.95,0.20174113,0.07171822,-2.8077965,0.11344693,490
1.0,9840.0,0.8381231,49200.0,0.98,0.20173745,0.07171917,-1.1481048,0.113467395,491
1.0,9860.0,0.838104,49300.0,0.96,0.20173964,0.071706586,-0.94229764,0.113474,492
1.0,9880.0,0.83812135,49400.0,0.96,0.20175116,0.07168898,-0.81609935,0.11347619,493
1.0,9900.0,0.8381358,49500.0,0.97,0.2017545,0.071669735,-0.7284275,0.11349253,494
0.95,9920.0,0.838125,49600.0,0.93,0.20175797,0.07166488,-1.0789115,0.11349248,495
1.0,9940.0,0.8381321,49700.0,0.92,0.20176296,0.07167296,-0.82685053,0.11347907,496
0.95,9960.0,0.83814526,49800.0,0.94,0.2017725,0.07167093,-3.0181465,0.1135052,497
1.0,9980.0,0.8381414,49900.0,0.95,0.20176588,0.07166838,-0.8385838,0.11351385,498
1.0,10000.0,0.83813304,50000.0,0.95,0.2017741,0.07167422,-1.3453859,0.113540925,499
1.0,10020.0,0.8381357,50100.0,0.91,0.2017733,0.07167429,-1.1872712,0.11355205,500
0.95,10040.0,0.83813715,50200.0,0.95,0.2017758,0.07166063,-1.2543929,0.113543175,501
1.0,10060.0,0.8381376,50300.0,0.92,0.2017801,0.071651325,-0.93137884,0.11355407,502
