test/success_rate,test/episode,stats_g/mean,train/episode,train/success_rate,stats_o/mean,stats_g/std,test/mean_Q,stats_o/std,epoch
1.0,15040.0,0.83826345,75200.0,0.96,0.20213377,0.07077535,-0.8421711,0.11420408,751
1.0,15060.0,0.8382592,75300.0,0.94,0.20213495,0.07079828,-1.0395975,0.11421115,752
1.0,15080.0,0.83826286,75400.0,0.96,0.20213933,0.07078784,-0.96789473,0.114210434,753
1.0,15100.0,0.83827037,75500.0,0.93,0.20214188,0.07079459,-1.1126006,0.11423203,754
1.0,15120.0,0.8382668,75600.0,0.93,0.2021447,0.070815064,-0.91370946,0.114244014,755
1.0,15140.0,0.8382599,75700.0,0.93,0.20214587,0.070825756,-0.80274236,0.11425145,756
1.0,15160.0,0.83824825,75800.0,0.99,0.20214804,0.07081843,-0.8476329,0.11425147,757
1.0,15180.0,0.838248,75900.0,0.95,0.2021464,0.070813164,-1.0955391,0.11424728,758
1.0,15200.0,0.838249,76000.0,0.94,0.20215566,0.07081186,-1.2150234,0.11426644,759
1.0,15220.0,0.8382454,76100.0,0.95,0.20216219,0.07081948,-0.9740985,0.11426343,760
1.0,15240.0,0.83824724,76200.0,0.99,0.20216459,0.07081083,-1.227163,0.11426513,761
1.0,15260.0,0.83824205,76300.0,0.97,0.20215912,0.07081833,-0.7391312,0.11428299,762
1.0,15280.0,0.8382442,76400.0,0.96,0.20216157,0.07082058,-1.076846,0.11429259,763
1.0,15300.0,0.83823895,76500.0,0.95,0.20215546,0.070820495,-1.0481209,0.11428136,764
1.0,15320.0,0.8382301,76600.0,0.96,0.20214958,0.07080819,-1.0342085,0.11430264,765
1.0,15340.0,0.8382375,76700.0,0.99,0.20215333,0.07079953,-0.9958722,0.11430155,766
1.0,15360.0,0.83824235,76800.0,0.98,0.20215073,0.07079103,-1.192261,0.11431499,767
1.0,15380.0,0.83824545,76900.0,0.95,0.20214748,0.07078089,-1.0911782,0.114313744,768
1.0,15400.0,0.83824205,77000.0,0.96,0.20214741,0.07077563,-1.1711038,0.11432937,769
1.0,15420.0,0.8382406,77100.0,0.99,0.20214835,0.07076483,-0.8217257,0.114348285,770
1.0,15440.0,0.8382446,77200.0,0.99,0.20214298,0.07075288,-1.1525948,0.11434832,771
1.0,15460.0,0.8382373,77300.0,0.96,0.20214646,0.07075368,-0.8449608,0.11435464,772
1.0,15480.0,0.83823615,77400.0,0.96,0.20214802,0.070755966,-0.96406174,0.1143665,773
1.0,15500.0,0.838232,77500.0,0.96,0.20214516,0.07074588,-0.9701627,0.11436835,774
1.0,15520.0,0.8382326,77600.0,0.95,0.20215094,0.07073538,-1.0277624,0.114361286,775
1.0,15540.0,0.8382333,77700.0,0.95,0.20215723,0.0707354,-1.1204854,0.114362195,776
1.0,15560.0,0.83822984,77800.0,0.97,0.20215537,0.0707286,-0.8420064,0.11436013,777
1.0,15580.0,0.83823615,77900.0,0.97,0.20215759,0.07073868,-1.0016372,0.11435222,778
1.0,15600.0,0.83823365,78000.0,0.92,0.20216034,0.070731245,-0.89484894,0.11436051,779
1.0,15620.0,0.8382349,78100.0,0.93,0.20215827,0.07072196,-0.87931186,0.11436325,780
1.0,15640.0,0.8382291,78200.0,0.93,0.20214781,0.070712194,-0.81937695,0.11437728,781
1.0,15660.0,0.8382253,78300.0,0.94,0.20214437,0.070710815,-1.1152698,0.11440544,782
0.95,15680.0,0.8382266,78400.0,0.98,0.20215271,0.07069862,-1.3895316,0.11439978,783
1.0,15700.0,0.8382222,78500.0,0.95,0.20215306,0.07069153,-0.8534247,0.114394404,784
1.0,15720.0,0.83822554,78600.0,0.94,0.20215654,0.070695706,-1.0337684,0.11441571,785
1.0,15740.0,0.8382254,78700.0,0.93,0.20216711,0.07069416,-1.0621117,0.114421405,786
1.0,15760.0,0.83822083,78800.0,0.97,0.20216542,0.07068842,-0.79536694,0.114415064,787
1.0,15780.0,0.8382178,78900.0,0.95,0.2021612,0.070676826,-0.72830284,0.11440501,788
1.0,15800.0,0.8382136,79000.0,0.95,0.2021592,0.070668325,-1.1843681,0.11440627,789
1.0,15820.0,0.83821434,79100.0,0.99,0.20215976,0.070659034,-0.9109019,0.11441411,790
1.0,15840.0,0.83821565,79200.0,0.98,0.20216608,0.070663504,-0.84713125,0.114415176,791
0.95,15860.0,0.8382115,79300.0,0.96,0.2021677,0.07066033,-2.7255685,0.11440685,792
1.0,15880.0,0.8382097,79400.0,0.95,0.20217003,0.07065637,-1.2694547,0.11441135,793
1.0,15900.0,0.8382149,79500.0,0.99,0.20217706,0.07064592,-1.0459414,0.1144088,794
1.0,15920.0,0.8382087,79600.0,0.96,0.20218112,0.07064767,-1.0410018,0.114401005,795
1.0,15940.0,0.83821064,79700.0,0.93,0.20217882,0.07064036,-0.9400326,0.11441564,796
1.0,15960.0,0.83821726,79800.0,0.95,0.20218559,0.07064416,-1.1280906,0.11441743,797
0.95,15980.0,0.8382104,79900.0,0.97,0.20218945,0.0706327,-1.173014,0.114413,798
1.0,16000.0,0.8382109,80000.0,0.95,0.20219809,0.07063479,-1.1175824,0.11441009,799
0.95,16020.0,0.83821267,80100.0,0.94,0.20220019,0.07062248,-1.0236101,0.11441712,800
1.0,16040.0,0.8382146,80200.0,0.88,0.20220083,0.0706195,-1.1667105,0.11443376,801
0.95,16060.0,0.8382091,80300.0,0.89,0.20220101,0.07063967,-1.7107633,0.11444147,802
1.0,16080.0,0.8382141,80400.0,0.88,0.20219672,0.070638746,-1.0656035,0.11443514,803
1.0,16100.0,0.8382222,80500.0,0.96,0.20219128,0.07063294,-0.8232266,0.114459485,804
1.0,16120.0,0.8382301,80600.0,0.94,0.20219108,0.07065352,-1.1859937,0.114477456,805
1.0,16140.0,0.8382302,80700.0,0.97,0.20219727,0.07064108,-0.974589,0.11447606,806
1.0,16160.0,0.83822757,80800.0,0.98,0.20219961,0.07064926,-1.086086,0.11448515,807
1.0,16180.0,0.83823186,80900.0,0.96,0.20219871,0.070642136,-0.65313476,0.114474535,808
1.0,16200.0,0.8382322,81000.0,0.96,0.20219617,0.07063564,-1.0920647,0.11447675,809
1.0,16220.0,0.8382361,81100.0,0.97,0.20219824,0.070640706,-1.0667481,0.11448302,810
1.0,16240.0,0.8382485,81200.0,0.93,0.20219877,0.070639975,-0.8888612,0.11448928,811
1.0,16260.0,0.8382483,81300.0,0.93,0.20220663,0.070632465,-0.6323184,0.11449953,812
1.0,16280.0,0.8382578,81400.0,0.96,0.2022119,0.07063108,-1.000829,0.11448192,813
0.95,16300.0,0.8382544,81500.0,0.95,0.20221063,0.07065139,-1.0556102,0.11448327,814
1.0,16320.0,0.83824784,81600.0,0.97,0.20221491,0.07064412,-0.8496782,0.11447801,815
1.0,16340.0,0.8382497,81700.0,0.97,0.20221943,0.070633195,-0.79679894,0.11447637,816
1.0,16360.0,0.83825064,81800.0,0.97,0.20221595,0.070633285,-1.0792158,0.11447736,817
1.0,16380.0,0.83826035,81900.0,0.95,0.20222342,0.07062984,-1.0492879,0.11447686,818
0.95,16400.0,0.83825946,82000.0,0.98,0.20222896,0.070618846,-1.2334534,0.11448182,819
0.95,16420.0,0.83826894,82100.0,0.91,0.2022275,0.070617355,-1.1217586,0.114498645,820
1.0,16440.0,0.8382656,82200.0,0.96,0.20222113,0.07061805,-0.80032855,0.11449602,821
1.0,16460.0,0.83826756,82300.0,0.97,0.20221767,0.07060904,-0.99309367,0.11448616,822
1.0,16480.0,0.83826727,82400.0,0.96,0.20221436,0.07060235,-1.0575101,0.11447139,823
1.0,16500.0,0.83826727,82500.0,0.96,0.2022124,0.070603356,-0.7608029,0.11447093,824
1.0,16520.0,0.83825976,82600.0,0.94,0.20221281,0.070613615,-1.0416002,0.114483215,825
1.0,16540.0,0.8382585,82700.0,0.94,0.20221813,0.0706034,-1.0520684,0.114478104,826
1.0,16560.0,0.83826154,82800.0,1.0,0.20222044,0.0705954,-0.82842433,0.11447667,827
1.0,16580.0,0.8382625,82900.0,0.95,0.20222275,0.070597805,-1.1358315,0.11448509,828
1.0,16600.0,0.8382612,83000.0,0.94,0.20222099,0.07060013,-0.9622835,0.11446841,829
0.95,16620.0,0.83826214,83100.0,0.95,0.20221785,0.07059594,-1.0535194,0.114468,830
1.0,16640.0,0.8382528,83200.0,0.98,0.20222043,0.07058677,-0.96219456,0.11445755,831
1.0,16660.0,0.83826065,83300.0,0.97,0.20222782,0.07057914,-1.2625983,0.11443944,832
1.0,16680.0,0.83826095,83400.0,0.99,0.20223244,0.070575066,-0.70545185,0.11443837,833
1.0,16700.0,0.8382651,83500.0,0.96,0.20223366,0.07058553,-1.2411664,0.114435464,834
1.0,16720.0,0.8382623,83600.0,0.96,0.2022335,0.07058541,-1.1292237,0.114429004,835
1.0,16740.0,0.83826476,83700.0,0.92,0.20223878,0.07059736,-1.0121667,0.11442923,836
1.0,16760.0,0.8382682,83800.0,0.97,0.20224585,0.070598505,-1.2669612,0.11442358,837
1.0,16780.0,0.8382593,83900.0,0.92,0.20225504,0.07060841,-0.95369637,0.11444865,838
1.0,16800.0,0.83825684,84000.0,0.96,0.20225877,0.07060254,-1.038768,0.114458635,839
1.0,16820.0,0.8382525,84100.0,0.97,0.20225969,0.07060348,-1.1594981,0.11445499,840
0.95,16840.0,0.8382533,84200.0,0.94,0.202265,0.070604,-1.2316735,0.11445024,841
1.0,16860.0,0.8382558,84300.0,0.93,0.20227394,0.07059329,-0.8482617,0.11445342,842
1.0,16880.0,0.838257,84400.0,0.9,0.20228012,0.07061415,-1.1805534,0.11448257,843
1.0,16900.0,0.8382594,84500.0,0.96,0.20227982,0.07062772,-0.94866836,0.114490226,844
1.0,16920.0,0.8382594,84600.0,0.98,0.20227739,0.07062862,-1.0141488,0.114491396,845
1.0,16940.0,0.8382551,84700.0,0.97,0.20227481,0.07062977,-1.0752046,0.1144958,846
1.0,16960.0,0.8382435,84800.0,0.98,0.2022778,0.0706228,-0.8984421,0.114495724,847
1.0,16980.0,0.83824295,84900.0,0.96,0.20227706,0.070613496,-1.0160619,0.11448882,848
1.0,17000.0,0.83825046,85000.0,0.97,0.20228776,0.070617445,-1.062165,0.114495374,849
1.0,17020.0,0.8382563,85100.0,0.97,0.20228988,0.07060768,-0.91427886,0.11449181,850
0.95,17040.0,0.83825725,85200.0,0.97,0.2023004,0.07061887,-1.0093564,0.1145135,851
1.0,17060.0,0.8382514,85300.0,0.92,0.20230055,0.07062508,-1.1619506,0.11450597,852
1.0,17080.0,0.83825135,85400.0,0.96,0.20230307,0.07062895,-0.81791866,0.114507265,853
1.0,17100.0,0.83824587,85500.0,0.97,0.20230228,0.070633896,-1.022537,0.11452115,854
1.0,17120.0,0.83824176,85600.0,0.93,0.20229898,0.07063711,-0.9682981,0.11452035,855
1.0,17140.0,0.83824444,85700.0,0.95,0.20230825,0.07062701,-1.1237193,0.11452302,856
1.0,17160.0,0.8382452,85800.0,0.95,0.2023111,0.07062594,-1.2844679,0.114525326,857
1.0,17180.0,0.8382495,85900.0,0.91,0.20230934,0.07062769,-1.1658044,0.114531524,858
1.0,17200.0,0.8382506,86000.0,0.92,0.20231235,0.07064647,-0.8981398,0.11454933,859
1.0,17220.0,0.83825284,86100.0,0.96,0.20231143,0.07063704,-0.9399316,0.11454392,860
1.0,17240.0,0.83825064,86200.0,0.93,0.20231064,0.0706496,-0.83354175,0.11455228,861
1.0,17260.0,0.83825415,86300.0,0.97,0.20231022,0.0706448,-1.0849762,0.11455473,862
1.0,17280.0,0.8382613,86400.0,0.96,0.20232019,0.07063778,-1.1353128,0.11456203,863
1.0,17300.0,0.8382678,86500.0,0.92,0.20231895,0.07063547,-1.4827192,0.1145616,864
1.0,17320.0,0.83826643,86600.0,0.93,0.20232002,0.07064139,-1.2887657,0.11457482,865
1.0,17340.0,0.83826756,86700.0,0.94,0.20231943,0.07063372,-1.1459426,0.11459286,866
0.95,17360.0,0.83826286,86800.0,0.98,0.20231418,0.07063448,-1.0625719,0.114578314,867
1.0,17380.0,0.8382663,86900.0,0.93,0.202315,0.070622586,-1.2414107,0.11456728,868
1.0,17400.0,0.83827186,87000.0,0.92,0.2023105,0.070613705,-1.0740321,0.114574,869
1.0,17420.0,0.83826953,87100.0,0.97,0.20231275,0.070607394,-0.8778222,0.11456167,870
1.0,17440.0,0.83826834,87200.0,0.96,0.20231879,0.07060342,-0.98345625,0.11456008,871
1.0,17460.0,0.83827734,87300.0,0.95,0.2023186,0.070602275,-1.1851406,0.11455542,872
1.0,17480.0,0.8382756,87400.0,0.97,0.20231207,0.0705935,-0.96569335,0.11454545,873
1.0,17500.0,0.8382818,87500.0,0.98,0.20231688,0.070585854,-0.7875639,0.11453925,874
1.0,17520.0,0.8382786,87600.0,0.91,0.20231347,0.07059338,-0.9312682,0.11455232,875
1.0,17540.0,0.83828706,87700.0,0.98,0.20231315,0.07058476,-0.9675352,0.11454437,876
1.0,17560.0,0.8382805,87800.0,0.98,0.2023067,0.07058378,-1.4004129,0.114548825,877
1.0,17580.0,0.83828044,87900.0,0.91,0.2023039,0.07058889,-1.1520765,0.11456397,878
1.0,17600.0,0.8382856,88000.0,0.94,0.20230135,0.070583075,-0.95616055,0.11455865,879
1.0,17620.0,0.83827955,88100.0,0.96,0.20230006,0.070575304,-0.7093174,0.114565685,880
1.0,17640.0,0.8382876,88200.0,0.98,0.20230612,0.07056678,-1.1468347,0.11456182,881
1.0,17660.0,0.838286,88300.0,0.94,0.20231089,0.07057398,-1.0266422,0.11456435,882
1.0,17680.0,0.83828765,88400.0,0.95,0.20231731,0.07056459,-0.9632431,0.1145626,883
1.0,17700.0,0.8382861,88500.0,0.94,0.20231222,0.0705665,-0.9310296,0.114549056,884
1.0,17720.0,0.8382812,88600.0,0.94,0.20231433,0.07055864,-0.92271805,0.1145526,885
1.0,17740.0,0.838286,88700.0,0.94,0.20231381,0.07054884,-1.2229723,0.11453915,886
1.0,17760.0,0.8382848,88800.0,0.97,0.20230654,0.07054155,-1.0890703,0.11452751,887
0.95,17780.0,0.83827806,88900.0,0.95,0.20230247,0.070545964,-2.593006,0.114523895,888
1.0,17800.0,0.8382852,89000.0,0.97,0.20230792,0.07054012,-1.0991114,0.11452391,889
1.0,17820.0,0.8382838,89100.0,0.97,0.20229748,0.07055573,-0.9905052,0.114533775,890
1.0,17840.0,0.838284,89200.0,0.97,0.20229408,0.07054808,-1.2113221,0.1145447,891
1.0,17860.0,0.83828163,89300.0,0.97,0.20228903,0.070552625,-0.8247138,0.11453074,892
1.0,17880.0,0.83828884,89400.0,0.95,0.20229143,0.070564106,-1.1478975,0.11452436,893
1.0,17900.0,0.8382918,89500.0,0.98,0.20229523,0.07056477,-1.050494,0.11450955,894
1.0,17920.0,0.8382961,89600.0,0.96,0.20229624,0.07056192,-0.82249814,0.11450787,895
1.0,17940.0,0.838295,89700.0,0.95,0.20228857,0.070555426,-1.034299,0.11451976,896
1.0,17960.0,0.83828926,89800.0,1.0,0.20228629,0.07054999,-1.089122,0.11450904,897
1.0,17980.0,0.83828926,89900.0,0.98,0.20228967,0.07054567,-0.99137783,0.114496104,898
0.95,18000.0,0.83829063,90000.0,0.95,0.20229025,0.07053854,-1.0595157,0.11448321,899
1.0,18020.0,0.8382905,90100.0,0.93,0.20229393,0.07054265,-1.0912693,0.11448739,900
1.0,18040.0,0.8383034,90200.0,0.95,0.20229736,0.07053699,-1.0047559,0.11448985,901
1.0,18060.0,0.83831143,90300.0,0.99,0.20229802,0.07053061,-0.93867016,0.114491284,902
1.0,18080.0,0.8383167,90400.0,0.96,0.20230037,0.07052535,-0.98019063,0.11448011,903
1.0,18100.0,0.83831215,90500.0,0.95,0.20229633,0.07051616,-0.99765223,0.114480644,904
1.0,18120.0,0.8383122,90600.0,0.94,0.20229869,0.070511654,-0.8596433,0.11447694,905
1.0,18140.0,0.8383083,90700.0,0.95,0.20230085,0.07051737,-1.2755915,0.114489764,906
1.0,18160.0,0.8383017,90800.0,0.93,0.20230345,0.0705085,-0.97385454,0.11448357,907
1.0,18180.0,0.83830136,90900.0,0.93,0.20230336,0.0705108,-0.98236454,0.11449269,908
1.0,18200.0,0.83830047,91000.0,0.97,0.2023045,0.07050109,-0.90573514,0.11448387,909
1.0,18220.0,0.8383052,91100.0,0.95,0.20230633,0.07049432,-1.2303433,0.11447649,910
0.95,18240.0,0.8383123,91200.0,0.95,0.20231394,0.07050338,-1.0669694,0.114483535,911
1.0,18260.0,0.83830935,91300.0,0.95,0.20231937,0.07050604,-1.0016124,0.1144865,912
1.0,18280.0,0.83831763,91400.0,0.95,0.20232072,0.07050199,-1.1082526,0.11449352,913
1.0,18300.0,0.83832026,91500.0,0.95,0.20232101,0.07049252,-1.0970222,0.1144807,914
1.0,18320.0,0.83831877,91600.0,0.96,0.20232002,0.0704946,-1.0190439,0.11448526,915
1.0,18340.0,0.83831954,91700.0,0.95,0.20231798,0.07048859,-1.0687888,0.11449139,916
1.0,18360.0,0.83831644,91800.0,0.95,0.20232539,0.07048141,-0.9810063,0.114490554,917
1.0,18380.0,0.83831096,91900.0,0.91,0.20232005,0.07050198,-0.80463266,0.11448802,918
1.0,18400.0,0.8383164,92000.0,0.98,0.20232072,0.07049315,-0.815468,0.11450591,919
1.0,18420.0,0.83831054,92100.0,0.89,0.2023242,0.07048995,-1.2006538,0.11451535,920
1.0,18440.0,0.8383136,92200.0,0.91,0.20232944,0.070489585,-1.1232808,0.114509575,921
1.0,18460.0,0.8383172,92300.0,0.94,0.20233193,0.070486955,-0.92929727,0.11451175,922
1.0,18480.0,0.83831376,92400.0,0.98,0.2023349,0.07048963,-1.0517949,0.114498556,923
1.0,18500.0,0.83831114,92500.0,0.93,0.20233434,0.07049453,-0.9818846,0.11450686,924
1.0,18520.0,0.83830804,92600.0,0.95,0.20232773,0.070496745,-0.9461483,0.11451105,925
1.0,18540.0,0.83830756,92700.0,0.99,0.20232764,0.07048921,-1.3317146,0.114495784,926
1.0,18560.0,0.8383052,92800.0,0.98,0.20232359,0.07047909,-0.7667849,0.11449441,927
0.95,18580.0,0.83830386,92900.0,0.93,0.20232119,0.07047446,-1.2748911,0.114486076,928
0.95,18600.0,0.83830947,93000.0,0.93,0.20232755,0.070488654,-1.0952942,0.11449135,929
1.0,18620.0,0.8383093,93100.0,0.94,0.20233162,0.070482194,-0.81072485,0.11450897,930
1.0,18640.0,0.83831316,93200.0,0.92,0.2023332,0.070486374,-1.1152527,0.11451869,931
1.0,18660.0,0.8383191,93300.0,0.98,0.20233078,0.07047377,-1.5997646,0.114510395,932
1.0,18680.0,0.8383188,93400.0,0.94,0.20233561,0.07047524,-0.96031076,0.11450876,933
1.0,18700.0,0.8383217,93500.0,0.95,0.20233497,0.07047329,-1.1416557,0.114512205,934
1.0,18720.0,0.83832127,93600.0,0.93,0.20233108,0.07047659,-0.6346341,0.11451667,935
1.0,18740.0,0.8383217,93700.0,0.93,0.20233597,0.07048129,-1.1195109,0.11453197,936
1.0,18760.0,0.8383201,93800.0,0.95,0.20233387,0.07048275,-1.2496167,0.11452684,937
1.0,18780.0,0.83831716,93900.0,0.96,0.20233126,0.07047613,-1.2371123,0.114522055,938
1.0,18800.0,0.83831257,94000.0,0.98,0.20233262,0.07046678,-1.0214177,0.114515774,939
1.0,18820.0,0.83831316,94100.0,0.95,0.20233037,0.07046175,-1.0497001,0.11452062,940
1.0,18840.0,0.8383145,94200.0,0.96,0.2023283,0.07046651,-0.8773204,0.114522636,941
1.0,18860.0,0.8383119,94300.0,0.94,0.20232554,0.07046669,-0.9406823,0.114516996,942
1.0,18880.0,0.83831316,94400.0,0.94,0.20232478,0.07047074,-1.1038373,0.11452531,943
1.0,18900.0,0.8383057,94500.0,0.98,0.2023253,0.07046681,-0.89804965,0.11452068,944
1.0,18920.0,0.8383057,94600.0,0.96,0.20233099,0.070459045,-1.1682014,0.114523046,945
1.0,18940.0,0.83830565,94700.0,0.98,0.20232287,0.07045288,-0.85077775,0.114521936,946
1.0,18960.0,0.8383096,94800.0,0.98,0.20232002,0.07045422,-0.77392566,0.11452317,947
1.0,18980.0,0.83831,94900.0,0.97,0.20231749,0.07044823,-0.8842877,0.11451354,948
1.0,19000.0,0.8383145,95000.0,0.95,0.20231861,0.070446156,-0.7561481,0.11451339,949
1.0,19020.0,0.83830994,95100.0,0.96,0.20232338,0.070448674,-0.86577356,0.11452267,950
1.0,19040.0,0.83831304,95200.0,0.92,0.20232853,0.07044663,-1.1090548,0.11452909,951
1.0,19060.0,0.83831424,95300.0,0.97,0.20233627,0.07044495,-0.7766059,0.114531144,952
1.0,19080.0,0.83831954,95400.0,0.93,0.20233445,0.07045599,-1.2676371,0.114530765,953
1.0,19100.0,0.8383216,95500.0,0.95,0.20232993,0.07045326,-1.2530249,0.11453841,954
1.0,19120.0,0.83832216,95600.0,0.97,0.20233026,0.07045418,-0.81192577,0.114528455,955
1.0,19140.0,0.83832884,95700.0,0.96,0.20233421,0.070451446,-0.955887,0.11452085,956
1.0,19160.0,0.8383327,95800.0,0.95,0.20233126,0.070447676,-0.88511515,0.114511274,957
1.0,19180.0,0.83833456,95900.0,0.95,0.20233358,0.070450135,-0.8997962,0.11450686,958
1.0,19200.0,0.8383363,96000.0,0.98,0.20233148,0.070451856,-0.7759541,0.114501484,959
1.0,19220.0,0.8383426,96100.0,0.95,0.20233522,0.07045775,-0.86435175,0.114508905,960
1.0,19240.0,0.8383444,96200.0,0.94,0.20233436,0.070454925,-1.0513219,0.11451552,961
1.0,19260.0,0.83834416,96300.0,0.92,0.20233352,0.0704633,-1.1470406,0.11452372,962
1.0,19280.0,0.8383402,96400.0,0.95,0.20233484,0.07046916,-0.9226805,0.114533015,963
1.0,19300.0,0.83834296,96500.0,0.91,0.20233326,0.07046611,-0.8830453,0.114537284,964
1.0,19320.0,0.8383482,96600.0,0.94,0.20233402,0.07049108,-0.8821457,0.11453882,965
1.0,19340.0,0.8383508,96700.0,0.98,0.20233487,0.07048493,-0.77141905,0.11453931,966
1.0,19360.0,0.83834606,96800.0,0.98,0.20233801,0.07048363,-1.0695273,0.11453782,967
1.0,19380.0,0.8383443,96900.0,0.97,0.20233841,0.070486754,-0.9652473,0.11454283,968
1.0,19400.0,0.83834344,97000.0,0.96,0.20233256,0.07047806,-1.2849634,0.114537455,969
1.0,19420.0,0.83834404,97100.0,0.92,0.20233203,0.07047986,-1.1606648,0.11452845,970
0.95,19440.0,0.83834976,97200.0,0.93,0.20233366,0.07048023,-2.104014,0.1145257,971
1.0,19460.0,0.8383465,97300.0,0.94,0.20233622,0.07048518,-1.0413884,0.11452705,972
1.0,19480.0,0.8383529,97400.0,0.98,0.20233561,0.07048196,-1.0135399,0.11452363,973
1.0,19500.0,0.83835846,97500.0,0.92,0.20233503,0.070494704,-0.91480625,0.114524625,974
1.0,19520.0,0.8383563,97600.0,0.97,0.20233102,0.070494294,-1.1352196,0.11453345,975
1.0,19540.0,0.8383527,97700.0,0.95,0.20233113,0.07049361,-0.93407583,0.11453639,976
1.0,19560.0,0.8383496,97800.0,0.96,0.20233433,0.070513286,-0.9146016,0.11454661,977
1.0,19580.0,0.83835834,97900.0,0.96,0.20233631,0.070516855,-0.9459225,0.114542544,978
1.0,19600.0,0.838356,98000.0,0.97,0.20234291,0.07053271,-1.2026287,0.11455966,979
1.0,19620.0,0.8383603,98100.0,0.95,0.20234469,0.070535764,-1.0078151,0.11455522,980
1.0,19640.0,0.8383579,98200.0,0.96,0.2023423,0.07052772,-0.92339194,0.11456155,981
1.0,19660.0,0.83836293,98300.0,0.95,0.20234653,0.07052947,-0.9071472,0.11457198,982
1.0,19680.0,0.8383608,98400.0,0.93,0.20234932,0.07053617,-1.2360898,0.11457808,983
1.0,19700.0,0.8383613,98500.0,0.99,0.20235132,0.07053126,-1.0281843,0.114573,984
1.0,19720.0,0.8383637,98600.0,0.97,0.20235159,0.070533566,-1.1424943,0.11458394,985
1.0,19740.0,0.8383629,98700.0,0.94,0.20235355,0.07052575,-1.0906966,0.11456289,986
1.0,19760.0,0.8383661,98800.0,0.97,0.2023559,0.070526496,-1.0347916,0.11457717,987
1.0,19780.0,0.8383644,98900.0,0.95,0.20235384,0.07053369,-1.077875,0.11457901,988
1.0,19800.0,0.83836514,99000.0,0.95,0.20235176,0.0705318,-1.1388553,0.11458064,989
1.0,19820.0,0.83836603,99100.0,0.94,0.20234846,0.07052476,-0.8831357,0.11458345,990
1.0,19840.0,0.8383655,99200.0,0.96,0.20234667,0.070515744,-0.71635455,0.11457575,991
1.0,19860.0,0.8383674,99300.0,0.97,0.20235033,0.07051029,-1.0122875,0.114574805,992
1.0,19880.0,0.8383746,99400.0,0.9,0.20234802,0.070507206,-0.9982201,0.114562415,993
1.0,19900.0,0.83837676,99500.0,0.94,0.20235592,0.07051592,-0.89037436,0.11456325,994
1.0,19920.0,0.8383743,99600.0,0.98,0.20235601,0.07052112,-1.1598651,0.11456572,995
1.0,19940.0,0.83836746,99700.0,0.97,0.2023589,0.07052059,-0.8514695,0.11455724,996
1.0,19960.0,0.8383681,99800.0,0.95,0.20235524,0.07052469,-0.8800739,0.11456624,997
1.0,19980.0,0.8383724,99900.0,0.96,0.20235273,0.07051663,-0.96896505,0.11456418,998
1.0,20000.0,0.83837605,100000.0,0.91,0.202355,0.070511974,-0.81872004,0.114567325,999
